cluster_name	latent_residual_delta_beta	observed_minus_strict_pred_delta_beta	strict_model_delta_beta_8cell_to_morula	abs_latent_residual_delta_beta	signed_latent_residual_direction	PC_loading_norm	PC1_loading	residual_contribution_PC1	PC2_loading	residual_contribution_PC2	PC3_loading	residual_contribution_PC3	residual_alignment_score	abs_residual_alignment_score	module_id	module_index	region_type	control_set	matched_age_cluster	chr	start	end	width	n_cpg_target	age_weight_5yr	basin_residual_rank
cluster_4920	0.019617327282446258	0.017542968032702166	0.03625389154047319	0.019617327282446258	1.0	0.10559180228670459	-0.00862372859776754	0.006824891940556176	0.09666067191831954	-0.0032718138674119016	-0.04161699796387954	0.07980097818493749	0.00034414614540301074	0.00034414614540301074	M13	13	age_DMR	age_DMR	cluster_4920	chr21	39627271	39628679	1409	5	0.027287077	75
cluster_4084	-0.01955094844231297	-0.0480538567461459	0.01856348839356743	0.01955094844231297	-1.0	0.10763716139565274	0.013594636823383228	-0.010758910863070906	0.10169608718503312	-0.0034422548665364763	0.03253997870632756	-0.06239570987642448	0.0009394984756981918	0.0009394984756981918	M04	4	age_DMR	age_DMR	cluster_4084	chr19	47745212	47745582	371	2	-0.019523443	76
cluster_634	0.019127026406937114	-0.05619901222150935	0.02286567888817602	0.019127026406937114	1.0	0.10580530739906145	-0.01689367566396133	0.01336979817699588	0.09222228890327896	-0.0031215814842792226	-0.04903484705605717	0.09402477236869373	-0.001074919990804591	0.001074919990804591	M13	13	age_DMR	age_DMR	cluster_634	chr1	234293071	234293143	73	3	0.102996079	77
cluster_4449	0.018910067452266505	-0.029647539540841747	0.007425317318619524	0.018910067452266505	1.0	0.11111321805274968	0.0066882564570725014	-0.005293142875816344	0.07481344903359481	-0.002532319247934362	-0.08188017034239754	0.1570059832990299	-0.0005606369725110557	0.0005606369725110557	M13	13	age_DMR	age_DMR	cluster_4449	chr2	102607750	102607752	3	2	0.013610554	78
cluster_3227	0.01829822903116026	-0.09747022173829802	-0.03752095991955033	0.01829822903116026	1.0	0.10610173536666946	0.0023613177803338686	-0.0018687669150748282	0.09782624025017791	-0.003311266548175521	-0.04101254862445769	0.07864194099078504	-0.0017835324410853527	0.0017835324410853527	M00	0	age_DMR	age_DMR	cluster_3227	chr17	4486580	4486934	355	2	-0.024409725	79
cluster_483	-0.018269489425537275	-0.0794555491234829	0.049825919493853274	0.018269489425537275	-1.0	0.14168848243627774	0.09165808050149347	-0.07253898215946086	0.10799261271228226	-0.003655382492568035	-0.0034666891196261373	0.006647408423100412	0.0014516123145117284	0.0014516123145117284	M11	11	age_DMR	age_DMR	cluster_483	chr1	158670124	158670617	494	3	0.025181528	80
cluster_1586	0.017238617640969938	-0.027211066639576443	0.019803659232169035	0.017238617640969938	1.0	0.18402904208089876	-0.0007775824840372675	0.0006153853716822004	0.15991765754761048	-0.005412964747963194	-0.09106276131975632	0.17461368635587723	-0.00046908117340261105	0.00046908117340261105	M00	0	age_DMR	age_DMR	cluster_1586	chr11	117688335	117688338	4	2	-0.025152623	81
cluster_2004	0.016083742427707402	-0.04248924404315595	0.039068130622042535	0.016083742427707402	1.0	0.13879672947052954	0.06791896146487726	-0.05375164204872875	0.08531489081136247	-0.002887776769120981	-0.08586568692494796	0.16464824817685347	-0.0006833860571381214	0.0006833860571381214	M11	11	age_DMR	age_DMR	cluster_2004	chr12	124763658	124763800	143	2	0.054339939	82
cluster_5020	-0.015386451646331636	-0.024119501666228383	0.0023361923829191	0.015386451646331636	-1.0	0.04347388087302915	0.019065781642093	-0.015088821267312334	-0.007259870959981418	0.0002457353752160955	0.03838969343694708	-0.07361259193051772	0.0003711135461210384	0.0003711135461210384	M00	0	age_DMR	age_DMR	cluster_5020	chr22	31518860	31518963	104	3	-0.027558478	83
cluster_4889	-0.015037580151164553	0.1775516334381394	-0.043607322405166904	0.015037580151164553	-1.0	0.19370773910711325	0.18489268907170656	-0.14632564200129342	-0.016582472829401163	0.0005612909933531427	-0.05533898546851822	0.10611301603211856	-0.0026699469187962096	0.0026699469187962096	M01	1	age_DMR	age_DMR	cluster_4889	chr20	62574023	62574518	496	6	-0.019214397	84
cluster_5516	0.0145793093893729	-0.09363665043189832	0.03437739117263907	0.0145793093893729	1.0	0.21927844215059883	0.1935380475386826	-0.15316765200376015	-0.03345097355945764	0.001132263587643444	-0.09750431639077636	0.1869654277319778	-0.0013651576968312033	0.0013651576968312033	M07	7	age_DMR	age_DMR	cluster_5516	chr4	15341641	15341878	238	2	0.020991971	85
cluster_3766	0.014498148323204795	0.1794102994003202	0.02190287544226642	0.014498148323204795	1.0	0.13752710944933896	0.1104279390445095	-0.0873936073767679	0.019088831159077793	-0.0006461273365834981	-0.0797182076871575	0.15286039992857148	0.0026011171314164225	0.0026011171314164225	M14	14	age_DMR	age_DMR	cluster_3766	chr19	1065688	1065728	41	3	-0.026841848	86
cluster_5599	0.014392782084662067	0.021082107461539268	0.020319283293299767	0.014392782084662067	1.0	0.14081121947875969	0.006947723848437509	-0.005498487569597941	0.13383253541528026	-0.004530023810020924	-0.04322477447875279	0.08288390450992161	0.00030343017857936287	0.00030343017857936287	M06	6	age_DMR	age_DMR	cluster_5599	chr4	106472990	106473806	817	4	0.044142923	87
cluster_3967	0.013740044568184008	-0.05461503045642654	-0.00741673402211878	0.013740044568184008	1.0	0.09246188271368258	-0.023131089215073796	0.018306140153936522	0.07147300299603554	-0.0024192503290853076	-0.053905123220448964	0.10336357192090008	-0.0007504129525640277	0.0007504129525640277	M06	6	age_DMR	age_DMR	cluster_3967	chr19	18284120	18284450	331	6	-0.027666536	88
cluster_4897	-0.01366492636868455	-0.031220836913798258	0.0256652813582427	0.01366492636868455	-1.0	0.05838071109395237	-0.002600737725365808	0.0020582458898282647	0.041425235965359124	-0.0014021800056056195	0.041054761189583226	-0.07872288397450619	0.0004266304375957618	0.0004266304375957618	M06	6	age_DMR	age_DMR	cluster_4897	chr21	17961737	17962124	388	4	0.054251055	89
cluster_126	-0.013563527494417912	-0.05471843250863073	0.0344529745691759	0.013563527494417912	-1.0	0.1051100853268742	-0.023344245640890715	0.018474833956871398	0.09184550027229627	-0.0031088277733493618	0.04547065331191272	-0.08719039792702395	0.0007421749637822638	0.0007421749637822638	M06	6	age_DMR	age_DMR	cluster_126	chr1	6546027	6546646	620	4	-0.021650446	90
cluster_1126	-0.013533457422441648	-0.08313350555748049	-0.02401045729081673	0.013533457422441648	-1.0	0.04418251001261242	0.02506555928756274	-0.01983709617340062	0.03218537380040053	-0.001089424998172689	0.016968018209112264	-0.03253633172008748	0.0011250837578404783	0.0011250837578404783	M00	0	age_DMR	age_DMR	cluster_1126	chr10	134661502	134661640	139	3	-0.033032012	91
cluster_5760	0.013484134338562334	0.09272216979768716	0.02536705032829195	0.013484134338562334	1.0	0.08656514543361984	-0.0302417887872361	0.023933608093306722	0.0749372387145502	-0.0025365093366928448	-0.031038184043698076	0.05951600473251267	0.001250278193715001	0.001250278193715001	M06	6	age_DMR	age_DMR	cluster_5760	chr5	1855899	1856713	815	6	-0.024623956	92
cluster_6442	-0.013198134685181622	-0.015299962991754797	0.015299962991754797	0.013198134685181622	-1.0	0.05955463399564759	-0.01409645658765409	0.011156055279892026	-0.0020779751321666202	7.03362362234035e-05	0.057824963133390965	-0.11087990117782114	0.00020193097224347416	0.00020193097224347416	M02	2	age_DMR	age_DMR	cluster_6442	chr6	54172183	54172378	196	2	0.024665217	93
cluster_1007	0.012547690119988691	-0.05954623437415254	-0.006591331763413595	0.012547690119988691	1.0	0.078679341278468	0.004023487414385726	-0.003184222058481641	0.06616190997671605	-0.002239478065486644	-0.04238929064366188	0.08128185653529778	-0.0007471676967390848	0.0007471676967390848	M00	0	age_DMR	age_DMR	cluster_1007	chr10	116444240	116444463	224	3	0.020471085	94
cluster_618	0.012457672993492734	-0.023843979844190257	0.001621757621968034	0.012457672993492734	1.0	0.06867820347234152	0.016220223457188175	-0.012836822389753953	0.027416695750931256	-0.0009280126402629432	-0.06084344481772949	0.11666786770180243	-0.00029704050376235403	0.00029704050376235403	M02	2	age_DMR	age_DMR	cluster_618	chr1	228604953	228605010	58	2	-0.028772272	95
cluster_4538	-0.012119631552459195	0.34900070450592824	-0.34900070450592824	0.012119631552459195	-1.0	0.1461002903710595	0.1269164247302948	-0.10044273476906822	0.06195071865482273	-0.0020969357688953466	-0.0374115548773145	0.07173700220329057	-0.004229759950160536	0.004229759950160536	M01	1	age_DMR	age_DMR	cluster_4538	chr2	167168604	167168852	249	2	0.027143405	96
cluster_3928	-0.012049750118880712	0.021943778166184147	-0.08039555576197877	0.012049750118880712	-1.0	0.1875825159740964	0.1780390655874659	-0.14090162625788175	-0.017306730964745876	0.0005858060082374704	-0.05647803544058561	0.10829715487969704	-0.0002644170435666694	0.0002644170435666694	M01	1	age_DMR	age_DMR	cluster_3928	chr19	13214412	13215041	630	2	-0.036694162	97
cluster_1607	0.011705633309194583	0.3821304215358719	0.08817458935737427	0.011705633309194583	1.0	0.09647355590774531	-0.025520735995774493	0.020197326880128506	0.09178562325344967	-0.003106801029103604	-0.015206524510703957	0.029158651275150303	0.004473078590786869	0.004473078590786869	M06	6	age_DMR	age_DMR	cluster_1607	chr11	122756770	122756965	196	3	0.023808391	98
cluster_7683	-0.011594583301013853	-0.07890418003207252	0.011884453208424128	0.011594583301013853	-1.0	0.09100586512131968	-0.002088989827311821	0.0016532442637416823	0.08540755739132536	-0.0028909133891687334	0.031356861265577615	-0.06012707125041283	0.0009148610881800587	0.0009148610881800587	M06	6	age_DMR	age_DMR	cluster_7683	chr9	34628025	34628238	214	2	-0.027870513	99
cluster_6020	-0.011444463148376317	-0.03728257169463604	0.0230449574570218	0.011444463148376317	-1.0	0.09483169466610072	0.01704774756652726	-0.013491731987199577	0.08821751723291446	-0.0029860261728285723	0.03033305572165393	-0.05816391465879172	0.0004266790178359601	0.0004266790178359601	M06	6	age_DMR	age_DMR	cluster_6020	chr5	172662724	172663219	496	4	-0.038638364	100
cluster_7095	0.011326551648274025	0.20442243560770554	0.0477118375265676	0.011326551648274025	1.0	0.12762352453036174	-0.0252311575415932	0.019968152035895557	0.12202135442328635	-0.004130233647246424	-0.027603292690726037	0.05292956882081964	0.002315401274976648	0.002315401274976648	M06	6	age_DMR	age_DMR	cluster_7095	chr7	140218068	140218338	271	3	-0.064702969	101
cluster_293	-0.011320331359549872	-0.02203752054197289	0.004577203081655431	0.011320331359549872	-1.0	0.04939413631485946	0.03180798543249155	-0.025173109399539526	0.028860218564199444	-0.0009768736492404857	0.024395092732842016	-0.046777815754098576	0.0002494720348780202	0.0002494720348780202	M00	0	age_DMR	age_DMR	cluster_293	chr1	47901555	47902085	531	4	-0.033578283	102
cluster_23	0.010913730745669703	-0.03906674878503307	0.024167282855178294	0.010913730745669703	1.0	0.1691940797353163	0.016906517175662633	-0.013379961058250917	0.16063986474411143	-0.0054374103417477405	-0.05035514024866953	0.09655644676656418	-0.00042636397734856994	0.00042636397734856994	M06	6	age_DMR	age_DMR	cluster_23	chr1	1135492	1135955	464	2	-0.023801903	103
cluster_7052	-0.010730532250050504	0.038387606442655986	0.005951017895968358	0.010730532250050504	-1.0	0.18827251887424146	-0.07000545723395787	0.055402912493636915	0.16836930600355426	-0.005699039943509259	0.046878077142707135	-0.08988914612879637	-0.00041191944893516656	0.00041191944893516656	M08	8	age_DMR	age_DMR	cluster_7052	chr7	121651766	121652024	259	4	0.031851411	104
cluster_4551	0.010511701306455212	-0.0328868495863773	0.02547944217896989	0.010511701306455212	1.0	0.10181604228980735	0.026022294951250708	-0.020594264890657913	0.08810373000255689	-0.0029821746515135447	-0.04389851241974504	0.08417580323789212	-0.0003456967397623183	0.0003456967397623183	M00	0	age_DMR	age_DMR	cluster_4551	chr2	176983285	176983519	235	2	-0.053087412	105
cluster_5656	0.010248699091131932	-0.08382954018762044	0.021918553570751474	0.010248699091131932	1.0	0.14724477241836031	0.07937178251792922	-0.06281550174879412	0.10990323099745888	-0.0037200539590156716	-0.05746671176237999	0.11019295086325054	-0.0008591437323308734	0.0008591437323308734	M14	14	age_DMR	age_DMR	cluster_5656	chr4	174457944	174458502	559	2	-0.038815357	106
cluster_3123	0.01009258102470434	-0.08301671134012356	-0.10697609086170623	0.01009258102470434	1.0	0.15075069395402166	0.13167253747475305	-0.10420676272635257	-0.02312189507244924	0.0007826402965914489	-0.06966701207054533	0.1335871394490442	-0.0008378528856046887	0.0008378528856046887	M01	1	age_DMR	age_DMR	cluster_3123	chr16	88165722	88165938	217	2	0.029691182	107
cluster_4064	-0.009863487855521524	-0.04513175808594701	0.005092525677609663	0.009863487855521524	-1.0	0.04392435840741177	0.03546714746363742	-0.028069001260285414	-0.018048892982957365	0.0006109270417960065	0.01859215357039402	-0.03565062628423458	0.00044515654777907367	0.00044515654777907367	M06	6	age_DMR	age_DMR	cluster_4064	chr19	46170946	46171507	562	5	-0.017083166	108
cluster_1257	-0.009691722645456683	-0.016762729917967577	0.004641517796755458	0.009691722645456683	-1.0	0.0820741901654933	-0.003934578523734869	0.0031138588084828056	0.06717662657935668	-0.0022738246491191077	0.04698928201813465	-0.0901023825050903	0.00016245972914564062	0.00016245972914564062	M02	2	age_DMR	age_DMR	cluster_1257	chr11	2909690	2909715	26	3	-0.042734524	109
cluster_5659	0.009463649726266442	-0.09015086365838529	0.023484196991718623	0.009463649726266442	1.0	0.19204223647957486	0.17133383566157687	-0.13559505043491082	-0.020110510383643237	0.0006807095941722364	-0.08438308314868624	0.16180534173489786	-0.0008531561961833613	0.0008531561961833613	M07	7	age_DMR	age_DMR	cluster_5659	chr4	175752696	175752781	86	2	0.069857776	110
cluster_2727	0.00904892991849292	-0.01431468024100486	0.013203569129893749	0.00904892991849292	1.0	0.19020587718523296	0.04128006878623529	-0.03266939648793156	0.16724640166324975	-0.005661031372707166	-0.08064039166263107	0.15462869622358866	-0.00012953253830648833	0.00012953253830648833	M02	2	age_DMR	age_DMR	cluster_2727	chr15	91447374	91447749	376	3	-0.016253451	111
cluster_4593	-0.008974835424575871	-0.07895997937193752	0.0242816167988381	0.008974835424575871	-1.0	0.08237089006508891	-0.04320085707068716	0.034189524624323044	0.05675351633916003	-0.001921018529022449	0.04120300791949197	-0.07900714844907746	0.0007086528199910449	0.0007086528199910449	M06	6	age_DMR	age_DMR	cluster_4593	chr2	219860379	219860717	339	2	-0.042572963	112
cluster_5447	0.008676628717600682	-0.014610287148903597	0.010377482916099367	0.008676628717600682	1.0	0.11022277595866514	0.04927253547209446	-0.038994702398370926	0.08403007965811767	-0.0028442879037451642	-0.05157735259622854	0.09890005023766438	-0.00012676803704856916	0.00012676803704856916	M02	2	age_DMR	age_DMR	cluster_5447	chr4	1794043	1794084	42	2	-0.034925917	113
cluster_5608	0.008632481304293806	-0.07432066152103105	0.010289749320184213	0.008632481304293806	1.0	0.12643087423257096	0.011806967881091628	-0.009344134502902642	0.1223835296754715	-0.004142492717962735	-0.02945561292589293	0.05648140998933366	-0.0006415717211030487	0.0006415717211030487	M00	0	age_DMR	age_DMR	cluster_5608	chr4	114213574	114214449	876	7	0.05939623	114
cluster_5336	0.008594093680067668	-0.07892614210866405	-0.004407191224669274	0.008594093680067668	1.0	0.04320212399499806	-0.028379938779755545	0.022460124209100533	0.031092834015391955	-0.0010524442204856595	-0.009707639539445164	0.01861448852670402	-0.0006782986590881924	0.0006782986590881924	M06	6	age_DMR	age_DMR	cluster_5336	chr3	177315226	177315882	657	2	0.030072859	115
cluster_3303	0.00859391110693345	0.004656218642168964	0.016162883542435842	0.00859391110693345	1.0	0.1636922154719	0.0893663505729805	-0.07072528766041453	0.1059978579470549	-0.0035878631367283415	-0.08702442704207856	0.1668701430595504	4.001512910524644e-05	4.001512910524644e-05	M02	2	age_DMR	age_DMR	cluster_3303	chr17	26553567	26554245	679	4	-0.028370305	116
cluster_6400	0.007936545118927506	-0.07021070920749578	0.017941142731582593	0.007936545118927506	1.0	0.17338489579428604	-0.020626340243981196	0.016323860578214295	0.1716418138164253	-0.005809809258794103	-0.013265139559859421	0.02543602769126341	-0.0005572304614571892	0.0005572304614571892	M04	4	age_DMR	age_DMR	cluster_6400	chr6	36237982	36238410	429	8	0.057841086	117
cluster_4420	0.007880065346001176	-0.06656773147564757	3.734827859770695e-05	0.007880065346001176	1.0	0.06910854539951455	-0.0033052625463306103	0.0026158128074338593	0.06547750340194881	-0.0022163119641361016	-0.02185778659847263	0.04191250779380176	-0.0005245580739631621	0.0005245580739631621	M06	6	age_DMR	age_DMR	cluster_4420	chr2	88366775	88367503	729	6	0.037238383	118
cluster_1976	-0.0077316862708786726	0.3402798751128342	-0.268057652890612	0.0077316862708786726	-1.0	0.10435395057009345	0.09826591498087721	-0.07776847840016467	-0.01769245054018627	0.0005988620177893647	-0.030340305641828668	0.058177816447724434	-0.0026309372386662095	0.0026309372386662095	M01	1	age_DMR	age_DMR	cluster_1976	chr12	120242490	120242513	24	2	-0.025163308	119
cluster_1406	0.007469694877088543	0.3876356489536874	0.07739703078487463	0.007469694877088543	1.0	0.20535085621967203	0.17749075669676084	-0.14046768995217784	-0.06313669609198735	0.002137079266228282	-0.08172981734931072	0.15671768004535033	0.002895520021166252	0.002895520021166252	M07	7	age_DMR	age_DMR	cluster_1406	chr11	62559856	62559882	27	2	-0.010845082	120
cluster_4899	0.007327443864934964	-0.05920584613038791	0.0014280683526101262	0.007327443864934964	1.0	0.0760392173560602	-0.012685863171890058	0.010039699688977237	0.0731129881570525	-0.0024747612839098217	-0.01659886786660314	0.03182848252695008	-0.00043382751399639435	0.00043382751399639435	M00	0	age_DMR	age_DMR	cluster_4899	chr21	22175001	22175522	522	2	0.044104691	121
cluster_7341	0.007242376902662567	0.053358020910962534	-0.020024687577629208	0.007242376902662567	1.0	0.03975448497720102	0.021163923631206595	-0.01674930862951328	0.01679322627146204	-0.0005684246705835498	-0.029163246796789173	0.055920795234976	0.00038643889821734134	0.00038643889821734134	M03	3	age_DMR	age_DMR	cluster_7341	chr8	1563040	1563113	74	2	0.071478852	122
cluster_1564	-0.007105062288811339	-0.011880306418635134	0.004472899011227727	0.007105062288811339	-1.0	0.04213207198376708	0.039607264727821015	-0.03134552517090557	0.006627867975906185	-0.00022434305415618827	0.012745486907905612	-0.024439588928950408	8.441031711456779e-05	8.441031711456779e-05	M02	2	age_DMR	age_DMR	cluster_1564	chr11	111956647	111956885	239	6	-0.013214527	123
cluster_3362	0.006995009743539481	-0.03280365298782545	-0.00918361197985567	0.006995009743539481	1.0	0.12423046931233374	0.020587695800219418	-0.016293277037720533	0.11779216476798547	-0.003987082134976562	-0.03368029403779136	0.06458227506233895	-0.000229461872273527	0.000229461872273527	M02	2	age_DMR	age_DMR	cluster_3362	chr17	39685250	39685912	663	4	-0.039116552	124
cluster_5400	0.00690351861809765	-0.024713052990296625	0.0049251128540970385	0.00690351861809765	1.0	0.14635214182363546	0.09641707088086994	-0.07630528750142153	0.08853268600997646	-0.002996694147247766	-0.06545732477712272	0.12551502516152652	-0.00017060702142854657	0.00017060702142854657	M02	2	age_DMR	age_DMR	cluster_5400	chr4	683148	683772	625	4	-0.013997351	125
cluster_3369	0.0067836463293485735	-0.006036556963289056	0.006036556963289056	0.0067836463293485735	1.0	0.19964164429944437	0.02233234636292831	-0.017674008287495848	0.17264197383089974	-0.005843663124487832	-0.09773843315852265	0.18741434879764104	-4.094986748591938e-05	4.094986748591938e-05	M02	2	age_DMR	age_DMR	cluster_3369	chr17	40333521	40333758	238	3	-0.012269211	126
cluster_3978	-0.006671996861604103	0.013020327140761817	0.03562164816788011	0.006671996861604103	-1.0	0.0984477737399415	0.020541821514802543	-0.016256971739232653	0.095769080406871	-0.0032416348772049113	0.009913675465082856	-0.01900956431812456	-8.687158182022156e-05	8.687158182022156e-05	M06	6	age_DMR	age_DMR	cluster_3978	chr19	18902527	18902727	201	3	-0.036936656	127
cluster_6871	0.006441220815951875	-0.030644137554901738	-0.0018046195016391472	0.006441220815951875	1.0	0.04581907621105624	-0.017911441587488905	0.01417526675942022	0.034715546594743164	-0.0011750674241065152	-0.023945747633364243	0.04591619237338148	-0.00019738565670552566	0.00019738565670552566	M02	2	age_DMR	age_DMR	cluster_6871	chr7	27225772	27226329	558	7	-0.011480476	128
cluster_1922	0.006386715826850186	0.36010347288971	0.03791696133762078	0.006386715826850186	1.0	0.06977611739491806	-0.04653227835767484	0.03682603968093619	0.05180560851105459	-0.0017535395210102655	0.004430864063881853	-0.008496222788802466	0.0022998785496084278	0.0022998785496084278	M04	4	age_DMR	age_DMR	cluster_1922	chr12	102872603	102873312	710	4	0.043206154	129
cluster_1851	-0.0059938138733272965	-0.021159251775404946	0.012825918442071612	0.0059938138733272965	-1.0	0.03157691963158222	0.03064535095715475	-0.02425299061674376	-0.0010658390256233121	3.607699838265068e-05	0.0075384551005942615	-0.014455057319434158	0.0001268246168406474	0.0001268246168406474	M02	2	age_DMR	age_DMR	cluster_1851	chr12	56131768	56132083	316	2	-0.015637944	130
cluster_2355	0.00582188590766739	-0.013934419036747712	0.04473588823937971	0.00582188590766739	1.0	0.10928716988812884	0.09585452127545864	-0.0758600809733394	0.006131545442982304	-0.00020754330598868573	-0.052134445462573245	0.09996828095706281	-8.112459782157372e-05	8.112459782157372e-05	M11	11	age_DMR	age_DMR	cluster_2355	chr14	23525003	23525720	718	3	-0.01669596	131
cluster_900	0.005420603936836627	-0.01631210255820151	0.01631210255820151	0.005420603936836627	1.0	0.035064548914529786	0.010882142530954077	-0.008612219878385147	0.01624051043926755	-0.0005497160966762613	-0.029109231958048876	0.055817221282531894	-8.842144734506992e-05	8.842144734506992e-05	M02	2	age_DMR	age_DMR	cluster_900	chr10	71560212	71560231	20	2	-0.022477033	132
cluster_3416	0.005170349768371103	0.27012407512241216	-0.014568519566856605	0.005170349768371103	1.0	0.013461214676096872	-0.001069791530613293	0.000846642089043481	0.001168474926907177	-3.9551064499205626e-05	-0.013367666699247972	0.025632624428510317	0.001396635949240622	0.001396635949240622	M02	2	age_DMR	age_DMR	cluster_3416	chr17	46676215	46676375	161	2	-0.018833351	133
cluster_4028	0.004963971794731108	-0.02169084965124858	0.000998092116385782	0.004963971794731108	1.0	0.039325520497112715	-0.034367821365307305	0.027198985263900913	-0.0073994002847410185	0.0002504582265122757	-0.017623799034184807	0.03379379751233743	-0.00010767276587255106	0.00010767276587255106	M02	2	age_DMR	age_DMR	cluster_4028	chr19	40005557	40005602	46	2	-0.005814663	134
cluster_5966	-0.004766905141351932	-0.006998677226548026	-0.0041124338845630855	0.004766905141351932	-1.0	0.04386318088890663	0.01953873825099495	-0.015463123138218071	0.03483507595454116	-0.001179113307599653	0.01813101840750813	-0.034766395347978596	3.336203045389446e-05	3.336203045389446e-05	M02	2	age_DMR	age_DMR	cluster_5966	chr5	140709983	140710237	255	4	-0.031586986	135
cluster_5024	-0.004546241878128551	-0.010587155722975531	0.010587155722975531	0.004546241878128551	-1.0	0.030119520962816625	0.008342379467698453	-0.006602229853209401	0.004271056067161308	-0.0001445686253954508	0.02862426117679962	-0.05488728532779548	4.8131770718059716e-05	4.8131770718059716e-05	M02	2	age_DMR	age_DMR	cluster_5024	chr22	32598479	32598570	92	2	-0.023901857	136
cluster_123	-0.004492636586901818	-0.041752154555935714	0.037524031213445705	0.004492636586901818	-1.0	0.08840748374158776	0.0855683612805232	-0.06771952672782665	0.009530118113442787	-0.00032257972123330493	-0.020077738369368048	0.03849924886478916	0.00018757725713997622	0.00018757725713997622	M11	11	age_DMR	age_DMR	cluster_123	chr1	6519923	6520194	272	2	-0.032496993	137
cluster_7504	0.004487800132003807	-0.07961527153697176	0.006193551281918175	0.004487800132003807	1.0	0.060391630269707876	0.00349345979794823	-0.0027647537082563203	0.05892234441494505	-0.001994429996515474	-0.012771142232385088	0.024488783250724677	-0.00035729742611314083	0.00035729742611314083	M00	0	age_DMR	age_DMR	cluster_7504	chr8	53080905	53081140	236	2	0.072558145	138
cluster_5252	0.004456173815187241	-0.11914105469925293	0.0969188324770307	0.004456173815187241	1.0	0.08324252576407518	-0.07926246737681963	0.06272898881913945	-0.011749056522083872	0.00039768734579502556	0.022555243996955576	-0.043249888800705905	-0.0005309132482646017	0.0005309132482646017	M15	15	age_DMR	age_DMR	cluster_5252	chr3	114036607	114036631	25	2	0.01909685	139
cluster_6275	-0.004303317856818155	-0.0438543076863948	0.0037484875805746942	0.004303317856818155	-1.0	0.10406141208746252	0.003452547571859827	-0.0027323754255987195	0.10347659837994334	-0.0035025224097158998	0.010461882651637914	-0.020060756664412385	0.00018871902536526038	0.00018871902536526038	M06	6	age_DMR	age_DMR	cluster_6275	chr6	31737630	31737885	256	2	-0.032421038	140
cluster_883	0.004079083887331211	-0.033418012819064154	0.0023529764908699347	0.004079083887331211	1.0	0.017559930381479426	0.0023924416052765497	-0.0018933985740611252	0.005324209941027452	-0.00018021625106005954	-0.016561405938857077	0.031756648934305465	-0.00013631487763687245	0.00013631487763687245	M02	2	age_DMR	age_DMR	cluster_883	chr10	50816058	50816262	205	2	-0.033963623	141
cluster_7000	0.003897682555750469	0.13857243145542977	0.013706770823772467	0.003897682555750469	1.0	0.027820429169839907	-0.0002876900308786559	0.00022768033001761948	0.020125863736538258	-0.0006812292813616204	-0.019205288919943546	0.03682631898307562	0.0005401113487917562	0.0005401113487917562	M02	2	age_DMR	age_DMR	cluster_7000	chr7	100077221	100077394	174	2	-0.023266685	142
cluster_2832	0.0037662201832184663	-0.02190333385526363	0.012804490926918141	0.0037662201832184663	1.0	0.13782533221525398	0.04621615852139882	-0.03657585976184543	0.12223881330119568	-0.0041375942930832	-0.04378996933643008	0.08396767087257205	-8.249277804546623e-05	8.249277804546623e-05	M02	2	age_DMR	age_DMR	cluster_2832	chr16	2073518	2073792	275	2	-0.020554218	143
cluster_315	-0.0035426819026432186	-0.059582020734895984	-0.007084645931770682	0.0035426819026432186	-1.0	0.04703071012648806	-0.02439200526280436	0.01930403980654178	0.0355987679946064	-0.0012049630990146037	0.018698809896013635	-0.03585514077423801	0.00021108014658042902	0.00021108014658042902	M00	0	age_DMR	age_DMR	cluster_315	chr1	66797701	66798063	363	2	0.044527436	144
cluster_386	-0.0025304369417066693	-0.013729640306405527	0.02702329110005633	0.0025304369417066693	-1.0	0.05825630038271182	-0.03965997284113672	0.031387238818742697	0.03506747923273013	-0.0011869797982138836	0.02431367904664139	-0.046621704258452246	3.474198902767342e-05	3.474198902767342e-05	M00	0	age_DMR	age_DMR	cluster_386	chr1	120311439	120311653	215	4	0.028296419	145
cluster_7612	-0.002472216708342139	-0.11624105911634246	0.05392583445699062	0.002472216708342139	-1.0	0.11325005973295939	-0.04105789551089934	0.032493566673825414	0.1034424626241046	-0.0035013669673098903	0.02096383008888551	-0.040198337925476293	0.0002873730885428081	0.0002873730885428081	M04	4	age_DMR	age_DMR	cluster_7612	chr8	143202730	143203654	925	5	0.043674447	146
cluster_3336	0.002450568520396189	-0.00955242262313599	0.0012190892898026572	0.002450568520396189	1.0	0.04526133424471003	0.02765189578387932	-0.021883944808438464	0.01295991899985337	-0.0004386731631669834	-0.03340660917671947	0.06405748181206893	-2.3408866173777448e-05	2.3408866173777448e-05	M02	2	age_DMR	age_DMR	cluster_3336	chr17	37764503	37764802	300	3	-0.010225803	147
cluster_5307	-0.002172344139453054	-0.014967062885084934	0.0038559517739738224	0.002172344139453054	-1.0	0.061346912582641924	0.029600656615948705	-0.023426210656218617	0.05359313465911543	-0.0018140445094768148	-0.0038756584907500067	0.0074316109715804645	3.251361134323957e-05	3.251361134323957e-05	M02	2	age_DMR	age_DMR	cluster_5307	chr3	147112541	147113092	552	3	-0.024274621	148
