chr	start	end	Gene	Peak_type	Cluster	Accessibility_2-cell	Accessibility_4-cell	Accessibility_8-cell	Accessibility_Morula	source_file	source_sheet
chr1	109505199	109506390	AKNAD1	distal	5	-0.9637865609999999	2.265560139	-0.43519599600000003	-0.6976073690000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr7	134143477	134144227	AKR1B1	distal	6	0.7205305000000001	-0.764456087	-0.76624358	-0.6260723189999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr7	134116884	134117920	AKR1B1	distal	6	-1.156355289	0.42964575	0.6887501220000001	0.254640474	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr7	134232042	1342325491	AKR1B10	distal	5	-0.133330684	1.746821409	0.109156725	-0.07584599	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr7	134232042	134232549	AKR1B15	promoter	5	-0.133330684	1.746821409	0.109156725	-0.07584599	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr7	137686257	137687467	AKR1D1	promoter	1	-0.9662043229999999	0.04991136400000001	-0.464589689	1.40329589	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr7	137714531	137715402	AKR1D1	distal	1	-0.614870681	-0.527633664	1.230113	1.875587694	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr7	137758903	137759769	AKR1D1	distal	1	-0.43401183200000004	-0.935990986	0.948030134	1.888886954	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	4867985	4868868	AKR1E2	promoter	5	-0.546294872	0.7162771790000001	0.901262821	0.606791277	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	4891806	4892232	AKR1E2	distal	5	-0.677374968	0.018208248	-0.45176209700000003	1.6125304390000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	4868149	4868998	AKR1E2	distal	5	-1.032006742	-0.150712585	-0.620581074	-0.223204718	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	50390707	503913001	AKT1S1	distal	3	0.9960562079999999	-0.533438448	-0.104338499	-0.9934114490000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	50384894	50385498	AKT1S1	distal	3	0.334930082	0.558796266	0.231951729	-0.7026093590000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	40790674	40791925	AKT2	distal	2	-0.807415184	-0.22486562100000002	0.032035469	-0.376915516	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	40790455	40791804	AKT2	distal	2	0.287403393	-1.098327428	-0.160699318	1.246978966	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	168197132	168199253	AL009178.1	promoter	5	0.129671738	0.281185055	-0.600096069	0.195018019	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	120906247	120908542	AL021546.6	distal	3	-0.858775554	0.094767876	1.78631655	-0.647733581	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	120904325	1209047411	AL021546.6	distal	3	0.285794677	0.274984125	0.60831119	-0.648690439	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr22	36018388	36019119	AL049747.1	distal	3	0.605803258	-0.40311068299999997	-1.256327487	-0.155677269	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	89672905	89674039	AL079342.1	promoter	4	0.397358366	-0.9244763159999999	0.33848010100000003	0.485866134	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr14	101294246	101294740	AL117190.2	promoter	5	0.644008944	0.8449682740000001	-0.8086880120000001	-0.419134041	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr20	19737344	19739097	AL121761.2	promoter	4	-0.533186997	-0.036079874	1.1822742529999999	-0.165828639	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr20	19747617	19748219	AL121761.2	distal	4	-0.25983648	-0.819416947	-0.287389716	-1.317199587	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr20	19737379	19739990	AL121761.2	distal	4	0.090002986	0.08186740099999999	-0.561323045	-0.8762168	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr14	92036221	92036654	AL133373.1	distal	4	-0.017423713	1.0115290259999998	0.667007425	1.4082207080000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr14	92040479	92040786	AL133373.1	distal	4	-0.121676751	-1.249347999	-0.019263308	-0.10415012	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr13	50017625	50019294	AL136218.1	promoter	3	0.9917710340000001	-0.6495410189999999	0.801534923	-0.804073519	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	13341386	133425921	AL138764.1	distal	3	0.099547724	0.128797352	0.11491895699999999	0.127892323	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	131061981	131062673	AL359091.2	distal	4	-1.390687724	-0.35604795	-0.5003815979999999	1.20797847	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	131070648	131071138	AL359091.2	distal	4	-0.5518680420000001	-0.504983145	0.491693806	1.954169104	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	131067119	131068009	AL359091.2	distal	4	-0.287932281	-0.42035969799999995	0.90728279	1.758920014	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	132906649	132907358	AL360004.1	promoter	4	-0.7409465540000001	-0.800014928	0.799878781	1.995574065	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	133603325	133603778	AL450307.1	distal	2	1.303069606	-0.05139785	-0.042084959000000005	-1.32317456	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	116163162	116164332	ALAD	distal	4	-0.605709289	-0.056042077	1.29113097	-0.199509427	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	116149294	116149881	ALAD	distal	4	0.471958021	-0.9001682059999999	-0.127084376	0.09774674300000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	116161805	116162886	ALAD	distal	4	-0.13917834199999998	-0.493184491	0.5491864000000001	1.620265043	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	116160392	116161416	ALAD	distal	4	-0.778709573	-0.026812945	0.993227874	0.563598005	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	116172076	116173458	ALAD	distal	4	-1.117109408	0.063193005	1.038979874	1.5009222580000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	105280656	105281378	ALCAM	distal	1	-0.36121444799999997	-0.639611924	0.542322802	2.120663227	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	105085027	105085953	ALCAM	distal	1	-0.077043135	1.06566421	0.33596042	-0.451947286	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	105085228	105086851	ALCAM	distal	1	0.342819195	0.9608489290000001	-0.6038393	0.7364775309999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	105159387	105159843	ALCAM	promoter	1	-0.092104119	-0.34410861600000003	1.700651064	1.3923059740000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	105086246	105087297	ALCAM	distal	1	-0.339324234	-0.507277552	0.24839261199999998	0.142694238	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	49979237	49980002	ALDH16A1	distal	4	-0.49086330799999994	0.093921967	-0.630796798	-0.956003732	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	49981952	49982461	ALDH16A1	distal	4	-0.311667274	-0.480106672	-1.365918094	1.5089151769999998	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	49971472	49972632	ALDH16A1	distal	4	0.440795275	-0.140086042	0.113569665	-0.29021511899999997	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	49954907	49955653	ALDH16A1	promoter	4	-0.910076714	-0.579575966	1.9565248240000002	0.371057219	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	49977080	49977589	ALDH16A1	distal	4	-0.041268774	-0.259999633	-0.578811252	-0.141139354	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	38392322	38393353	ALDH1B1	promoter	1	-1.068338715	0.040175111	-0.520496953	-0.79685427	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	125899461	125899922	ALDH1L1	promoter	1	0.09067573599999999	-0.072563195	0.015120726999999999	-0.21746959899999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	105485944	105486565	ALDH1L2	distal	6	0.30298041	1.65668929	-0.611444399	-1.3172346990000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	105477444	105478858	ALDH1L2	promoter	6	-0.699083337	-0.0039040190000000003	0.302666161	-0.185351143	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	112203485	112203943	ALDH2	promoter	3	-0.051225787	-1.1036196520000001	0.27532436899999996	0.766193493	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	19650477	19650870	ALDH3A1	promoter	1	1.108197337	-0.110573592	-0.40464876899999996	-1.001865893	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	19551375	19552759	ALDH3A2	distal	6	-0.73244547	0.579202025	1.647246829	-0.41040840700000003	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	19550454	19552613	ALDH3A2	promoter	6	-0.9911235490000001	0.78943245	-0.618595335	1.35362472	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	67797650	67798792	ALDH3B1	distal	6	0.43298832299999995	0.046351692	1.456069852	-1.112052775	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	67779764	67780317	ALDH3B1	promoter	6	0.8493415999999999	-0.7406219190000001	-1.045962696	-0.48038706299999995	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	67805419	67809511	ALDH3B1	distal	6	1.010092477	-0.101990872	-0.305804659	-1.161747081	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	67797418	67798693	ALDH3B1	distal	6	0.531308542	1.4017986080000002	-0.8918348	-0.154003857	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	135239867	135240302	ALDH8A1	distal	2	-0.168038668	-0.7307419540000001	1.546463441	1.5084590180000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	38710235	38710702	ALG10B	promoter	1	-0.7035725	-1.4414918159999999	0.9352544540000001	1.6436356109999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr22	50311368	50312818	ALG12	distal	6	-0.396581287	1.4849293369999998	1.115535202	-0.8127093679999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr22	50311508	50313091	ALG12	promoter	6	0.080545525	-0.562481828	0.12138055699999999	-0.301535379	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	95547469	95547862	ALG14	distal	1	-0.35538910100000004	-0.538363048	-0.020272962	2.311137789	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	95537967	95538835	ALG14	distal	1	0.243025801	0.662195796	0.0045601109999999995	-0.289698083	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	95442291	95443048	ALG14	distal	1	-0.217265933	-0.8739825509999999	-0.16937624899999998	2.005553109	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	101983405	101984934	ALG2	promoter	4	-1.357477185	1.78956976	-0.8593825070000001	0.315361703	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	183966497	183968505	ALG3	promoter	4	0.507040669	-0.054631999	0.190635793	-0.19979659100000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr13	37574670	375755941	ALG5	distal	4	-0.538872256	-0.89957333	1.836759325	0.507861463	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	43945285	43946612	ALKBH3	distal	2	0.061317246	-0.48013800100000004	-0.741266639	-0.8164651690000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	18104947	18105239	ALKBH5	distal	2	-0.11369064699999999	-0.642616634	2.11743421	0.763698329	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	6372042	6373830	ALKBH7	promoter	3	-1.118839733	0.223105069	0.47089213799999996	0.07548672599999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	107436027	107436645	ALKBH8	promoter	3	-0.254293824	-0.8966272670000001	1.172124711	0.046999803	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	107436083	107436726	ALKBH8	distal	3	0.314063278	-0.377096569	-0.075285107	-0.555727189	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	3709747	3710310	ALLC	distal	5	-0.618105549	-0.44078501	1.332303077	1.673832124	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	45913680	45915353	ALOX5	distal	5	-0.146897594	-0.45185693200000004	-0.35846624899999996	0.588946811	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	45938134	45938733	ALOX5	promoter	5	0.568016902	-0.17124643399999998	0.046880864	-0.022064877000000004	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	45868729	45870265	ALOX5	distal	5	-1.274139927	-0.8352890159999999	0.366953698	-0.066166608	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	45945453	45946305	ALOX5	distal	5	0.308113462	-0.064652364	0.9559182509999999	1.7732987690000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	45871508	45872384	ALOX5	distal	5	-0.481313063	0.45549062799999995	-0.59539445	0.30293001399999997	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	45871244	45872249	ALOX5	distal	5	-0.435408277	1.059738215	0.7364873559999999	0.8105641809999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	45882000	45882988	ALOX5	distal	5	-1.0622243999999998	0.12036601400000001	1.201194949	1.7365888040000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	45902928	45904417	ALOX5	distal	5	-0.5869560970000001	0.006377371999999999	-0.216499049	2.3259620169999997	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr18	56236532	56237483	ALPK2	distal	2	-0.199492683	1.7040189819999998	-0.141978944	0.808571789	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr18	56237189	56237900	ALPK2	distal	2	-0.217462651	-0.0051265270000000005	-0.122384536	2.113480871	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr18	56273140	56274027	ALPK2	distal	2	-0.692573729	-0.42236626200000005	0.111955118	2.304081641	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr18	56220457	56221082	ALPK2	distal	2	-0.039197143	-0.15483802900000002	2.229162819	0.069546586	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	21864553	21865157	ALPL	distal	1	1.462989855	0.34722729700000005	-0.458941751	-0.7419873509999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	21834831	21836321	ALPL	distal	1	0.662775295	-0.245430265	0.563716028	1.777136801	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	21830047	21830597	ALPL	distal	1	0.588356404	0.48719618299999995	0.184369726	1.726842393	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	21833781	21834443	ALPL	distal	1	0.144668496	-0.9459057820000001	0.931919652	1.939333444	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	21842634	21842950	ALPL	distal	1	0.0026815309999999996	0.31386253199999997	-0.440200218	0.289984321	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	233283149	233286344	ALPPL2	distal	3	-0.156116724	-1.1177075090000002	-0.168465012	0.23403956	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	233271163	233273363	ALPPL2	distal	3	-0.08351502200000001	0.841429207	1.949853964	-0.005683728000000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	233269029	233270018	ALPPL2	promoter	3	-0.049792098	-0.26480741	2.2582306930000002	-0.325767711	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	233270816	233271918	ALPPL2	distal	3	-0.18167167	-0.47244968600000004	1.210577341	0.057346108	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	233275562	233276713	ALPPL2	distal	3	-0.048112235	0.33021526100000004	-0.187681825	1.210105668	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	233274805	233276593	ALPPL2	distal	3	-0.5042906420000001	1.050628904	1.7737371880000001	0.211455909	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	202210109	202211917	ALS2CR12	distal	3	-0.690404207	0.09814455300000001	1.9669440580000002	0.8142517890000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	202209873	202211226	ALS2CR12	promoter	3	-0.188766927	-0.8628255509999999	1.1383715970000001	1.840424268	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	85671959	85672496	ALX1	promoter	4	0.422594519	0.065335622	0.856203053	-1.137434668	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	85673941	85675209	ALX1	distal	4	0.166614981	0.27212755	-0.821078874	2.192365594	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	85673492	85674914	ALX1	distal	4	0.351649655	0.092381621	0.25417062	-0.73129757	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	44285955	44286780	ALX4	distal	3	0.7389437809999999	0.674497433	-0.422014725	-1.614676553	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	44330379	44331654	ALX4	distal	3	-0.112331128	1.590412446	-0.12798200099999998	0.8406196440000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	44325902	44326565	ALX4	distal	3	-0.293335267	2.1180529530000003	0.251318716	0.306323485	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	79858717	79859412	ALYREF	distal	3	0.054760098	-0.26438676	2.2434302109999997	0.353522635	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	79853157	79853608	ALYREF	distal	3	-0.34694369399999997	1.159264253	1.456851391	-0.054126194	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	79844130	79844817	ALYREF	promoter	3	0.043609678	1.297978073	1.4453672869999998	-0.819707548	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	79849092	79850176	ALYREF	distal	3	-1.059629601	-0.45973497	1.01053988	-0.616312061	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	79855232	79856505	ALYREF	distal	3	-0.10994602099999999	1.114002468	1.506198142	0.5355826260000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	79857334	79858979	ALYREF	distal	3	0.193254962	0.228256037	-1.136215646	-0.24446422	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	34007622	34008653	AMACR	distal	2	-0.7590521509999999	-0.220120335	0.017545573999999998	0.722410216	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	34007468	34008601	AMACR	promoter	2	1.048337529	1.0754183370000001	-0.61221734	-0.9562272159999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	46498255	46499180	AMBRA1	distal	6	0.42938167899999996	-1.017671717	0.439974981	1.744862549	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	46623871	46624415	AMBRA1	distal	6	-0.38549596799999997	0.08687895400000001	1.4661626559999998	1.529116132	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	46485178	46485743	AMBRA1	distal	6	0.19977579	-0.467903115	-0.33224671899999997	2.257819909	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	46615076	46615966	AMBRA1	distal	6	-0.07211105400000001	0.547535608	0.792312239	0.936157371	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	46620211	46620636	AMBRA1	distal	6	-0.42981379399999997	-0.119166698	1.890930226	0.424119797	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	46529227	46530089	AMBRA1	distal	6	-0.093380045	0.602881832	0.253722522	0.348407112	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	46521357	46521864	AMBRA1	distal	6	-0.9542656359999999	-0.633281584	-0.437229604	-5.44e-05	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	46593349	46594066	AMBRA1	distal	6	-0.16068800800000002	0.6109331029999999	0.991163978	1.5796007509999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	96336178	96337549	AMDHD1	promoter	3	0.590651075	0.86443975	-1.3091283390000001	0.505584028	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr13	25744452	25745569	AMER2	promoter	5	0.20833264399999998	-0.788898084	0.781349648	0.077393578	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	53814217	53814962	AMHR2	promoter	5	-1.5020553630000002	-0.046494438	0.27021518	0.47797394600000004	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	53834629	53836146	AMHR2	distal	5	0.257164148	-0.183953929	1.7763169619999999	-0.20723171899999998	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	53830059	53831316	AMHR2	distal	5	-0.649072298	0.6954563490000001	2.047779296	0.455712932	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr14	103388930	103390604	AMN	distal	2	0.997699117	0.036249004	-0.20569404800000002	-0.9020863640000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr14	103388520	103389499	AMN	distal	2	0.009328063000000001	0.76097566	-0.27052619	-1.141022502	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr14	103393761	103397295	AMN	distal	2	0.619844876	-0.398627378	-0.8105911240000001	-1.60011941	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	31868116	31868854	AMN1	promoter	6	-0.6180471439999999	-0.648858019	0.032690445	0.990262922	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	31886503	31887142	AMN1	distal	6	-0.544718618	1.026844703	1.824468811	0.18827585	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	31884549	31885269	AMN1	distal	6	0.256352382	0.7608867990000001	-0.8527369140000001	-0.516941291	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	31881193	31882493	AMN1	distal	6	-0.463641601	-0.7624488429999999	0.813340946	1.23239047	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	31881376	31883148	AMN1	distal	6	0.228911495	1.053343994	-0.832051843	-0.34819251100000004	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	31885783	31886335	AMN1	distal	6	-1.3454593990000001	0.286197485	0.9879487929999999	-0.7152172929999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	94500012	94502883	AMOTL1	distal	2	-1.086704436	0.073232274	0.287323444	0.90042887	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	134085916	134086749	AMOTL2	distal	1	0.500837906	0.425822931	-1.5908975440000002	1.161853947	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	134091616	134094585	AMOTL2	distal	1	0.058780387	0.553955059	-0.652107589	1.083841587	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	134100740	134101117	AMOTL2	distal	1	0.569465593	-0.222730216	-1.154146777	-0.897927316	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	134096936	134097723	AMOTL2	distal	1	0.45469308700000005	-1.737408773	-1.121713969	0.292846973	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	134090378	134090938	AMOTL2	promoter	1	0.043940719	-1.1874970440000001	-0.6387943079999999	1.90339574	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	110162278	110163970	AMPD2	promoter	6	0.345223524	0.8564294159999999	0.489512564	1.253152069	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr7	38670172	38671074	AMPH	promoter	6	-0.26981258399999997	-0.264297794	-1.169332066	0.6400166820000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	134203976	134205308	ANAPC13	promoter	1	-0.303421966	0.054337261	1.604166971	0.567737015	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	134204063	134205711	ANAPC13	distal	1	0.42277706600000003	-0.298768795	0.538163223	-0.5372656889999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	71823080	71824506	ANAPC15	promoter	3	-0.713224095	0.6538586829999999	-0.839788871	1.67461222	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	73975258	73976366	ANAPC16	promoter	1	0.605111365	-0.046557035999999996	0.238009542	-0.214981072	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	74004541	74005096	ANAPC16	distal	1	-0.28256635199999997	0.448467898	-0.95096674	-1.195080819	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	140092191	140093606	ANAPC2	distal	5	0.752544215	-1.506007423	0.065086924	-0.68362653	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	140082665	1400842281	ANAPC2	distal	5	0.108193051	1.0540323109999998	-0.314601295	0.286842093	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	121812881	121813592	ANAPC5	distal	4	-0.22762966	1.7008852780000001	1.297769164	-0.0017537820000000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	121789615	121790803	ANAPC5	distal	4	-0.650384785	-0.25893688	0.7004582859999999	0.412779935	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	121837235	121838885	ANAPC5	distal	4	-0.5069880170000001	1.092012205	1.1153549390000002	0.893657574	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	121789536	121790604	ANAPC5	distal	4	1.194428202	-0.892535519	1.174644373	-0.17515271699999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	110840885	110841754	ANAPC7	promoter	6	-0.18487615899999998	-0.19939357	-0.060359030999999994	1.306345307	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	110846315	110846978	ANAPC7	distal	6	-0.42006649	-0.8155521929999999	-0.589122416	-0.008941879	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	110841018	110842227	ANAPC7	distal	6	-0.725614856	1.3554528730000002	-0.128217755	0.991762248	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr14	77278487	77279732	ANGEL1	distal	6	-0.603686894	-0.947556097	1.651855906	0.067324596	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr20	893778	894484	ANGPT4	distal	5	0.748659243	-0.7884900140000001	-1.05361209	-1.222164165	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr20	853208	854379	ANGPT4	distal	5	0.5849729379999999	-0.372629427	-0.89928197	-1.174432761	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr20	892414	893118	ANGPT4	distal	5	0.599187232	-0.699397165	-1.024532939	-0.8471923579999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	8431950	8432679	ANGPTL4	distal	4	0.336935295	0.912910772	0.268142623	-1.6236992280000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	8439553	8439933	ANGPTL4	distal	4	-0.235367085	-0.293804399	2.202675948	0.22321015800000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr8	41583221	41583810	ANK1	distal	6	-0.42234213299999995	-0.937723434	1.259356757	1.469163166	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr8	41685510	41686447	ANK1	distal	6	1.190227812	-0.35134301700000004	-0.119385374	-0.48862984299999995	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr8	41654964	41655456	ANK1	distal	6	0.435395521	-0.497514226	-0.657125293	-0.801061933	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr8	41559128	41559671	ANK1	distal	6	-0.750100188	0.7824639609999999	-0.016381238	0.649565274	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
