cluster_name	latent_residual_delta_beta	observed_minus_strict_pred_delta_beta	strict_model_delta_beta_8cell_to_morula	abs_latent_residual_delta_beta	signed_latent_residual_direction	PC_loading_norm	PC1_loading	residual_contribution_PC1	PC2_loading	residual_contribution_PC2	PC3_loading	residual_contribution_PC3	residual_alignment_score	abs_residual_alignment_score	module_id	module_index	region_type	control_set	matched_age_cluster	chr	start	end	width	n_cpg_target	age_weight_5yr	basin_residual_rank	cpg_per_100bp	residual_direction_label	nearest_gene	distance_to_TSS	gene_type	simple_genomic_context	morula_entry_rank	reset_dynamic_score_x	morula_entry_velocity_x	blastocyst_exit_velocity_x	in_morula_entry_top100	dynamic_reset_rank	reset_dynamic_score_y	morula_entry_velocity_y	blastocyst_exit_velocity_y	in_dynamic_reset_top100	blastocyst_exit_rank	reset_dynamic_score	morula_entry_velocity	blastocyst_exit_velocity	in_blastocyst_exit_top100	latent_loading_rank	latent_loading_norm	in_latent_loading_top100
cluster_6532	0.043380022403273	-0.1508089083757917	-0.0710484353946067	0.043380022403273	1.0	0.0972738440236761	-0.0082029110630057	0.0064918533750586	0.002071086142987	-7.010305462138343e-05	-0.0969052299074886	0.1858166738640214	-0.0065420938239549	0.0065420938239549	M09	9	age_DMR	age_DMR	cluster_6532	chr6	152702330	152702463	134	5	0.037280463	41	3.731343283582089	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	45.0	6.455126348300222	-1.3311440626223912	-0.0428619909502261	True	55.0	6.455126348300222	-1.3311440626223912	-0.0428619909502261	True					False			False
cluster_2365	-0.0420659517157953	-0.2011247685869611	-0.12600361306887	0.0420659517157953	-1.0	0.1886369642346715	0.1747135474565342	-0.1382697830090294	-0.0699994823963181	0.0023693739415494	-0.0126155885742065	0.0241905076736716	0.0084605048042296	0.0084605048042296	M07	7	age_DMR	age_DMR	cluster_2365	chr14	24630327	24630512	186	6	-0.041337281	42	3.225806451612903	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	35.0	8.89495486666887	-1.9627702899349877	-0.0609492481203007	True	42.0	8.89495486666887	-1.9627702899349877	-0.0609492481203007	True					False	25.0	0.1886369642346715	True
cluster_1758	0.0414697851795486	-0.0733538738434078	-0.4029424224528884	0.0414697851795486	1.0	0.1212749467296779	0.0773762583235558	-0.0612362269795383	0.0299608962810454	-0.0010141298833019	-0.0884470013407408	0.1695979424234672	-0.0030419693903738	0.0030419693903738	M01	1	age_DMR	age_DMR	cluster_1758	chr12	20848285	20848473	189	2	0.027213681	43	1.0582010582010584	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	20.0	6.2070037803020615	-2.857777777777778	-2.2	True	59.0	6.2070037803020615	-2.857777777777778	-2.2	True	25.0	6.2070037803020615	-2.857777777777778	-2.2	True	79.0	0.1212749467296779	True
cluster_6604	0.0406870160028717	0.0188763636429051	-0.1183320005985421	0.0406870160028717	1.0	0.1461457119989195	0.0583515834576686	-0.0461799379634962	-0.0370238648427687	0.0012532004176436	-0.1287745909555074	0.2469264681833561	0.0007680229096149	0.0007680229096149	M03	3	age_DMR	age_DMR	cluster_6604	chr6	167173257	167173343	87	2	0.013598211	44	2.2988505747126435	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	66.0	4.582130220505092	-0.5967338217338218	-1.589285714285714	True	84.0	4.582130220505092	-0.5967338217338218	-1.589285714285714	True	35.0	4.582130220505092	-0.5967338217338218	-1.589285714285714	True	58.0	0.1461457119989195	True
cluster_3519	-0.0396155009392248	-0.1063892352656097	-0.0747065562403012	0.0396155009392248	-1.0	0.1193410200293724	0.1166328091540949	-0.0923041941981191	-0.0228493631091984	0.0007734155122093	0.0108154286082224	-0.0207386843033367	0.0042146628495881	0.0042146628495881	M01	1	age_DMR	age_DMR	cluster_3519	chr17	76481380	76481729	350	2	0.033654647	45	0.5714285714285714	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	50.0	7.883148100861362	-1.086574749035466	0.7297951273532671	True	46.0	7.883148100861362	-1.086574749035466	0.7297951273532671	True	61.0	7.883148100861362	-1.086574749035466	0.7297951273532671	True	82.0	0.1193410200293724	True
cluster_916	0.0347796982761695	0.9090601814082284	0.0909398185917714	0.0347796982761695	1.0	0.0753836820597355	-0.0404516779189338	0.0320138009308844	-0.0058041467420806	0.0001964613676106	-0.0633456640585805	0.1214658962195342	0.0316168388242581	0.0316168388242581	M02	2	age_DMR	age_DMR	cluster_916	chr10	74870240	74870311	72	2	-0.025276367	46	2.7777777777777777	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	1.0	44.17772622150373	6.0	-6.0	True	1.0	44.17772622150373	6.0	-6.0	True	1.0	44.17772622150373	6.0	-6.0	True			False
cluster_3684	0.0330316810641798	-0.0536562606326222	-0.0285659615896	0.0330316810641798	1.0	0.1385491388853214	-0.0102854790354376	0.0081400153283917	0.0905323215568738	-0.0030643787099791	-0.104374190106551	0.2001384740675551	-0.0017723564883132	0.0017723564883132	M02	2	age_DMR	age_DMR	cluster_3684	chr18	61817088	61817320	233	3	0.042859403	47	1.2875536480686696	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	69.0	2.8454247953728427	-0.4933333333333333	0.0	True					False					False	66.0	0.1385491388853214	True
cluster_1556	-0.0326013937956062	-0.0348835450245883	0.001550211691255	0.0326013937956062	-1.0	0.1249298954134831	-0.0151852448660744	0.0120177315562403	0.0578146860716429	-0.0019569374790722	0.1097011813100413	-0.2103530289278081	0.0011372521883333	0.0011372521883333	M00	0	age_DMR	age_DMR	cluster_1556	chr11	108408950	108408962	13	2	0.027292831	48	15.384615384615383	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False	93.0	3.565897278539613	-0.2	0.6000000000000001	True	71.0	3.565897278539613	-0.2	0.6000000000000001	True	75.0	0.1249298954134831	True
cluster_6143	0.0324829247082393	-0.3783579650199369	-0.425345738683767	0.0324829247082393	1.0	0.1156831610136903	-0.0548296186079248	0.0433926251155292	0.0990610256310092	-0.0033530621187225	-0.0237322537143322	0.0455068158107068	-0.0122901732905052	0.0122901732905052	M08	8	age_DMR	age_DMR	cluster_6143	chr6	25650786	25651144	359	2	0.008409488	49	0.5571030640668524	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	6.0	24.54369162769103	-4.822222222222224	1.2000000000000002	True	12.0	24.54369162769103	-4.822222222222224	1.2000000000000002	True	48.0	24.54369162769103	-4.822222222222224	1.2000000000000002	True	86.0	0.1156831610136903	True
cluster_5240	0.0306570107148617	-0.0578391991018748	-0.0066052453425695	0.0306570107148617	1.0	0.1271116297808153	-0.0145272204722256	0.0114969654709729	0.0936706901914136	-0.0031706076220666	-0.0846884176847733	0.1623908235294891	-0.0017731769466051	0.0017731769466051	M06	6	age_DMR	age_DMR	cluster_5240	chr3	99904510	99904609	100	3	0.021563529	50	3.0	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	83.0	2.5208535665362595	-0.3866666666666666	0.0	True					False					False	72.0	0.1271116297808153	True
cluster_4364	0.0287617835195389	-0.1705026487486783	-0.0558053784248949	0.0287617835195389	1.0	0.1258775686799564	-0.02242662607506	0.0177486220511586	0.1132406785721321	-0.0038330213845452	-0.0501872240335091	0.0962344658722541	-0.0049039602728174	0.0049039602728174	M04	4	age_DMR	age_DMR	cluster_4364	chr2	44502740	44502977	238	2	0.050410937	51	0.8403361344537815	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	43.0	7.921413947122979	-1.35784816304144	0.4236024844720497	True	45.0	7.921413947122979	-1.35784816304144	0.4236024844720497	True	82.0	7.921413947122979	-1.35784816304144	0.4236024844720497	True	74.0	0.1258775686799564	True
cluster_950	-0.0286656787681627	-0.5422194754125403	-0.1245706480442495	0.0286656787681627	-1.0	0.0824425352754101	0.0774901282486253	-0.0613263446038429	0.0205008154663924	-0.0006939208160364	0.0192812917581206	-0.0369720551276342	0.0155430893040175	0.0155430893040175	M03	3	age_DMR	age_DMR	cluster_950	chr10	95123718	95123774	57	3	0.033547863	52	5.2631578947368425	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	9.0	19.904652292260543	-4.000740740740739	0.8402597402597404	True	19.0	19.904652292260543	-4.000740740740739	0.8402597402597404	True	53.0	19.904652292260543	-4.000740740740739	0.8402597402597404	True			False
cluster_1523	0.0286577847525831	0.3269253331601478	0.0526781893094352	0.0286577847525831	1.0	0.1618202530838742	-0.0183485011593469	0.0145211594108064	0.1457717594507173	-0.004934148031279	-0.0678212426897115	0.1300478596042514	0.00936895582787	0.00936895582787	M06	6	age_DMR	age_DMR	cluster_1523	chr11	74978433	74978559	127	2	0.066262174	53	1.574803149606299	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	30.0	16.899370254702223	2.277621134817499	-2.1546087633296938	True	27.0	16.899370254702223	2.277621134817499	-2.1546087633296938	True	26.0	16.899370254702223	2.277621134817499	-2.1546087633296938	True	44.0	0.1618202530838742	True
cluster_4907	0.0281918746673707	-0.1481369219125609	-0.0517860350793616	0.0281918746673707	1.0	0.1211259443754218	-0.093233411077559	0.0737857121359915	0.0772132535326551	-0.0026135489092151	-0.0041399201178998	0.0079383350837234	-0.004176257536169	0.004176257536169	M08	8	age_DMR	age_DMR	cluster_4907	chr21	31802169	31802829	661	2	0.025709315	54	0.302571860816944	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	48.0	5.962838997827647	-1.1995377419515352	-0.06978021978022	True	63.0	5.962838997827647	-1.1995377419515352	-0.06978021978022	True					False	80.0	0.1211259443754218	True
cluster_3660	-0.0267335027684852	-0.1384784140174488	-0.0199078293687945	0.0267335027684852	-1.0	0.142640008386947	-0.0348643849438983	0.0275919698908031	0.1239317918827096	-0.0041948989930226	0.0614130085230544	-0.1177600113701904	0.0037020130645109	0.0037020130645109	M04	4	age_DMR	age_DMR	cluster_3660	chr18	28742633	28743074	442	2	0.042266849	55	0.45248868778280543	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	51.0	5.197129847806588	-0.9503174603174604	0.0	True	71.0	5.197129847806588	-0.9503174603174604	0.0	True					False	61.0	0.142640008386947	True
cluster_5064	-0.0265140525538444	-0.0879850730218878	0.007025181430767	0.0265140525538444	-1.0	0.1541279832491774	0.1533915061790784	-0.121395338733454	0.005854037389548	-0.0001981500886695	-0.0138640289531662	0.0265844036373599	0.0023328408500561	0.0023328408500561	M07	7	age_DMR	age_DMR	cluster_5064	chr22	46370644	46371152	509	2	-0.024982701	56	0.39292730844793716	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	70.0	3.5465232223477385	-0.4857593495467249	0.1690402476780186	True	94.0	3.5465232223477385	-0.4857593495467249	0.1690402476780186	True					False	49.0	0.1541279832491774	True
cluster_4532	0.0255573795701712	0.8219627057393586	0.122616418839766	0.0255573795701712	1.0	0.0859941465575572	-0.0658322949257108	0.0521002364549265	0.0520454930239334	-0.0017616592398187	-0.018771490161214	0.0359945058544095	0.0210072128631057	0.0210072128631057	M13	13	age_DMR	age_DMR	cluster_4532	chr2	159651559	159651918	360	3	0.015502877	57	0.8333333333333333	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	3.0	37.00669687407714	5.667474747474748	-4.2	True	5.0	37.00669687407714	5.667474747474748	-4.2	True	8.0	37.00669687407714	5.667474747474748	-4.2	True			False
cluster_3762	0.0254792161705422	0.5439085813126973	0.0538427414386254	0.0254792161705422	1.0	0.1374411724429662	0.104836798505316	-0.082968731341785	-0.0277953058785472	0.0009408280060295	-0.0844200363229663	0.1618761997880699	0.0138583643202791	0.0138583643202791	M07	7	age_DMR	age_DMR	cluster_3762	chr19	863226	863244	19	2	-0.027459185	58	10.526315789473685	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	14.0	27.473051181558464	3.586507936507936	-3.828571428571428	True	8.0	27.473051181558464	3.586507936507936	-3.828571428571428	True	11.0	27.473051181558464	3.586507936507936	-3.828571428571428	True	69.0	0.1374411724429662	True
cluster_6518	0.0249569027227029	0.3466789280921529	0.0218114629557094	0.0249569027227029	1.0	0.0909468298648034	-0.0650235553359134	0.0514601930855369	0.0579414717166449	-0.0019612289765683	-0.0261925365179498	0.0502244308225025	0.0086520322844068	0.0086520322844068	M04	4	age_DMR	age_DMR	cluster_6518	chr6	143929300	143929511	212	3	0.059909335	59	1.4150943396226414	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	32.0	17.231754315477318	2.210942346287174	-2.3285714285714287	True	26.0	17.231754315477318	2.210942346287174	-2.3285714285714287	True	23.0	17.231754315477318	2.210942346287174	-2.3285714285714287	True			False
cluster_1715	-0.0242076987155792	-0.0553382167753403	0.0288682197734284	0.0242076987155792	-1.0	0.1095152280751026	0.0111676332429046	-0.0088381596487531	0.0651773788055854	-0.0022061532119068	0.0872970700546527	-0.1673929385556981	0.0013396108791548	0.0013396108791548	M06	6	age_DMR	age_DMR	cluster_1715	chr12	7032991	7033911	921	8	-0.061309439	60	0.8686210640608034	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False					False	97.0	2.321392741793174	-0.1588199820114713	0.2742456140350877	True	93.0	0.1095152280751026	True
cluster_7425	0.0238933079941673	0.1343635264248507	-0.2364544843129101	0.0238933079941673	1.0	0.1470755285164193	0.1206549725444347	-0.0954873684127433	-0.0023639442562007	8.001584766307082e-05	-0.0840714009413387	0.1612076882220049	0.0032103891200513	0.0032103891200513	M01	1	age_DMR	age_DMR	cluster_7425	chr8	19460935	19461068	134	2	0.051781861	61	1.4925373134328357	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	63.0	6.051598821568431	-0.6125457473283566	-2.0295659295659294	True	61.0	6.051598821568431	-0.6125457473283566	-2.0295659295659294	True	27.0	6.051598821568431	-0.6125457473283566	-2.0295659295659294	True	56.0	0.1470755285164193	True
cluster_1333	-0.023856994352479	-0.0962872637870186	0.0347323909585231	0.023856994352479	-1.0	0.1668533477934485	0.0130838463260302	-0.0103546669320177	0.1588766820726119	-0.005377729342217	0.0492651248734486	-0.0944663322115753	0.0022971247083825	0.0022971247083825	M04	4	age_DMR	age_DMR	cluster_1333	chr11	44328423	44329915	1493	3	-0.042831806	62	0.20093770931011387	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	88.0	2.8555809565751584	-0.3693292369709727	0.1048609850672386	True					False					False	40.0	0.1668533477934485	True
cluster_5928	0.0236668655051044	-0.1478406828267043	-0.0764613114752899	0.0236668655051044	1.0	0.0807177455918894	-0.0476359048895317	0.0376994590768809	0.0577136776337719	-0.0019535185000687	-0.0302540316780675	0.0580123853249413	-0.0034989255566424	0.0034989255566424	M04	4	age_DMR	age_DMR	cluster_5928	chr5	126984765	126984994	230	2	0.052801687	63	0.8695652173913044	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	44.0	6.579450305902595	-1.3458119658119656	0.0	True	52.0	6.579450305902595	-1.3458119658119656	0.0	True					False			False
cluster_1688	0.0232575833755816	-0.0403084387916406	-0.0041360056528037	0.0232575833755816	1.0	0.1685657029366467	-0.0012289567801716	0.0009726068172479	0.1463949535882795	-0.004955242186543	-0.0835547930141879	0.1602170877476385	-0.0009374768759361	0.0009374768759361	M02	2	age_DMR	age_DMR	cluster_1688	chr12	1738035	1738060	26	2	-0.051417718	64	7.692307692307692	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	99.0	1.9115169032324413	-0.2666666666666667	0.0	True					False					False	39.0	0.1685657029366467	True
cluster_5215	0.0225779114774131	0.8148807074730644	0.105520187927831	0.0225779114774131	1.0	0.045535482985006	-0.0403880475693999	0.0319634433326849	0.0008418775309371	-2.8496249050598662e-05	-0.0210137351851727	0.0402940314087879	0.0183983044779786	0.0183983044779786	M13	13	age_DMR	age_DMR	cluster_5215	chr3	63428234	63428840	607	3	0.019791166	65	0.4942339373970346	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	5.0	37.334709623501446	5.522405372405373	-4.5	True	4.0	37.334709623501446	5.522405372405373	-4.5	True	6.0	37.334709623501446	5.522405372405373	-4.5	True			False
cluster_1806	0.0225683910443349	0.3884823332011793	0.009879490160644	0.0225683910443349	1.0	0.0678281161017711	-0.0217705850063346	0.0172294255862122	0.0480586908509269	-0.001626712167991	-0.0426269538683253	0.0817375779648731	0.0087674212094998	0.0087674212094998	M06	6	age_DMR	age_DMR	cluster_1806	chr12	49371182	49371310	129	2	-0.025223915	66	1.5503875968992247	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	27.0	19.641739304252575	2.39017094017094	-2.873684210526316	True	21.0	19.641739304252575	2.39017094017094	-2.873684210526316	True	19.0	19.641739304252575	2.39017094017094	-2.873684210526316	True			False
cluster_840	0.0225100814059266	-0.0700191165109424	0.025574672066498	0.0225100814059266	1.0	0.0911343606866859	-0.0128824824677915	0.0101953058670639	0.0735439676945128	-0.0024893492729983	-0.0522570393247308	0.100203355820659	-0.0015761360126323	0.0015761360126323	M13	13	age_DMR	age_DMR	cluster_840	chr10	23287263	23287284	22	2	0.08106502	67	9.090909090909092	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False	51.0	6.630696634350522	-0.2666666666666667	1.5	True	41.0	6.630696634350522	-0.2666666666666667	1.5	True			False
cluster_2776	-0.0224303631697264	0.0722998802700893	0.0276458695898482	0.0224303631697264	-1.0	0.1700593554264177	0.1664293967580866	-0.1317136358975788	-0.0274264020990906	0.0009283411850979	-0.0216617804136011	0.0415366641229868	-0.0016217125715858	0.0016217125715858	M14	14	age_DMR	age_DMR	cluster_2776	chr16	685580	685686	107	2	-0.057703016	68	1.8691588785046729	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	65.0	5.134772636244038	0.599674499159625	-0.522972972972973	True	72.0	5.134772636244038	0.599674499159625	-0.522972972972973	True	77.0	5.134772636244038	0.599674499159625	-0.522972972972973	True	36.0	0.1700593554264177	True
cluster_6406	0.0215921505818914	-0.0393985004333385	0.0171762782111163	0.0215921505818914	1.0	0.1699800230786116	0.0790693267341815	-0.0625761356767439	0.115229014794078	-0.0039003234826471	-0.0967653035193644	0.1855483637217117	-0.0008506983540573	0.0008506983540573	M02	2	age_DMR	age_DMR	cluster_6406	chr6	40359007	40359130	124	2	-0.039827347	69	1.6129032258064517	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False					False					False	37.0	0.1699800230786116	True
cluster_6171	0.0212502803673657	-0.0588681342989904	-0.0591537969413314	0.0212502803673657	1.0	0.1209063340962468	-0.0478672917522307	0.0378825806021564	0.1090270744355742	-0.0036903974179187	-0.0209800153698667	0.0402293733513286	-0.0012509643585572	0.0012509643585572	M04	4	age_DMR	age_DMR	cluster_6171	chr6	29555799	29556229	431	4	0.026677932	70	0.9280742459396752	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	60.0	3.6572094876067305	-0.7081315874419317	-0.1558823529411764	True	92.0	3.6572094876067305	-0.7081315874419317	-0.1558823529411764	True					False	81.0	0.1209063340962468	True
cluster_2324	0.0206743665662644	-0.071256816572179	-0.0156669132927272	0.0206743665662644	1.0	0.1634832420426189	0.1134529060223376	-0.0897875918944129	0.0592756299618893	-0.0020063881644932	-0.1016936981158288	0.1949986059044988	-0.0014731895461582	0.0014731895461582	M14	14	age_DMR	age_DMR	cluster_2324	chr13	114865944	114866221	278	2	-0.070097421	71	0.7194244604316548	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	67.0	5.079924010405085	-0.521542379189438	0.6722408026755853	True	75.0	5.079924010405085	-0.521542379189438	0.6722408026755853	True	65.0	5.079924010405085	-0.521542379189438	0.6722408026755853	True	43.0	0.1634832420426189	True
cluster_2126	0.020437472066274	-0.0147181256373772	0.0110144219336735	0.020437472066274	1.0	0.2415951965977331	0.0339325667823195	-0.0268545210960127	0.1907495161993428	-0.0064565753570438	-0.1443310153791533	0.2767560557750526	-0.0003008012815818	0.0003008012815818	M02	2	age_DMR	age_DMR	cluster_2126	chr13	22058122	22058128	7	2	0.054376277	72	28.57142857142857	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False					False					False	5.0	0.2415951965977331	True
cluster_3133	-0.0204314138955557	0.0420105639459842	0.0186790220907884	0.0204314138955557	-1.0	0.1391132895391497	0.1381082363952787	-0.1093000294260852	-0.0093854154859052	0.0003176817616595	-0.0138034902233477	0.026468320063485	-0.0008583352199661	0.0008583352199661	M14	14	age_DMR	age_DMR	cluster_3133	chr16	88717755	88717989	235	3	-0.018315712	73	1.276595744680851	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	89.0	3.069961154009367	0.3641375162206364	-0.1675324675324675	True					False					False	64.0	0.1391132895391497	True
cluster_915	-0.0199935342096491	0.1171345454223852	0.0023265884675635	0.0199935342096491	-1.0	0.0997655939812602	0.0933318800729498	-0.0738636413339502	0.035086657872732	-0.0011876289654405	-0.0033556435752377	0.0064344775655464	-0.0023419335410341	0.0023419335410341	M07	7	age_DMR	age_DMR	cluster_915	chr10	74714308	74714935	628	4	0.034264481	74	0.6369426751592356	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	58.0	9.580707970308222	0.716766803339693	-1.8038709677419356	True	41.0	9.580707970308222	0.716766803339693	-1.8038709677419356	True	31.0	9.580707970308222	0.716766803339693	-1.8038709677419356	True			False
cluster_4920	0.0196173272824462	0.0175429680327021	0.0362538915404731	0.0196173272824462	1.0	0.1055918022867045	-0.0086237285977675	0.0068248919405561	0.0966606719183195	-0.0032718138674119	-0.0416169979638795	0.0798009781849374	0.000344146145403	0.000344146145403	M13	13	age_DMR	age_DMR	cluster_4920	chr21	39627271	39628679	1409	5	0.027287077	75	0.35486160397445	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	96.0	4.976552287303216	0.3227811574390521	1.5283695652173914	True	77.0	4.976552287303216	0.3227811574390521	1.5283695652173914	True	37.0	4.976552287303216	0.3227811574390521	1.5283695652173914	True	99.0	0.1055918022867045	True
cluster_4084	-0.0195509484423129	-0.0480538567461459	0.0185634883935674	0.0195509484423129	-1.0	0.1076371613956527	0.0135946368233832	-0.0107589108630709	0.1016960871850331	-0.0034422548665364	0.0325399787063275	-0.0623957098764244	0.0009394984756981	0.0009394984756981	M04	4	age_DMR	age_DMR	cluster_4084	chr19	47745212	47745582	371	2	-0.019523443	76	0.5390835579514824	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False					False	84.0	3.172468163171872	-0.1769422101154708	0.4122812713602188	True	96.0	0.1076371613956527	True
cluster_634	0.0191270264069371	-0.0561990122215093	0.022865678888176	0.0191270264069371	1.0	0.1058053073990614	-0.0168936756639613	0.0133697981769958	0.0922222889032789	-0.0031215814842792	-0.0490348470560571	0.0940247723686937	-0.0010749199908045	0.0010749199908045	M13	13	age_DMR	age_DMR	cluster_634	chr1	234293071	234293143	73	3	0.102996079	77	4.109589041095891	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False	43.0	8.78215358799398	-0.2	2.4000000000000004	True	22.0	8.78215358799398	-0.2	2.4000000000000004	True	98.0	0.1058053073990614	True
cluster_4449	0.0189100674522665	-0.0296475395408417	0.0074253173186195	0.0189100674522665	1.0	0.1111132180527496	0.0066882564570725	-0.0052931428758163	0.0748134490335948	-0.0025323192479343	-0.0818801703423975	0.1570059832990299	-0.000560636972511	0.000560636972511	M13	13	age_DMR	age_DMR	cluster_4449	chr2	102607750	102607752	3	2	0.013610554	78	66.66666666666667	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False	65.0	5.640617950503661	-0.1333333333333333	1.5199999999999998	True	38.0	5.640617950503661	-0.1333333333333333	1.5199999999999998	True	89.0	0.1111132180527496	True
cluster_3227	0.0182982290311602	-0.097470221738298	-0.0375209599195503	0.0182982290311602	1.0	0.1061017353666694	0.0023613177803338	-0.0018687669150748	0.0978262402501779	-0.0033112665481755	-0.0410125486244576	0.078641940990785	-0.0017835324410853	0.0017835324410853	M00	0	age_DMR	age_DMR	cluster_3227	chr17	4486580	4486934	355	2	-0.024409725	79	0.5633802816901409	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	55.0	5.58323873162156	-0.8099470899470901	0.4	True	66.0	5.58323873162156	-0.8099470899470901	0.4	True	86.0	5.58323873162156	-0.8099470899470901	0.4	True	97.0	0.1061017353666694	True
cluster_483	-0.0182694894255372	-0.0794555491234829	0.0498259194938532	0.0182694894255372	-1.0	0.1416884824362777	0.0916580805014934	-0.0725389821594608	0.1079926127122822	-0.003655382492568	-0.0034666891196261	0.0066474084231004	0.0014516123145117	0.0014516123145117	M11	11	age_DMR	age_DMR	cluster_483	chr1	158670124	158670617	494	3	0.025181528	80	0.6072874493927125	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False					False					False	62.0	0.1416884824362777	True
cluster_1586	0.0172386176409699	-0.0272110666395764	0.019803659232169	0.0172386176409699	1.0	0.1840290420808987	-0.0007775824840372	0.0006153853716822	0.1599176575476104	-0.0054129647479631	-0.0910627613197563	0.1746136863558772	-0.0004690811734026	0.0004690811734026	M00	0	age_DMR	age_DMR	cluster_1586	chr11	117688335	117688338	4	2	-0.025152623	81	50.0	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False	98.0	3.2181499079537232	-0.0444444444444444	0.84	True	54.0	3.2181499079537232	-0.0444444444444444	0.84	True	28.0	0.1840290420808987	True
cluster_2004	0.0160837424277074	-0.0424892440431559	0.0390681306220425	0.0160837424277074	1.0	0.1387967294705295	0.0679189614648772	-0.0537516420487287	0.0853148908113624	-0.0028877767691209	-0.0858656869249479	0.1646482481768534	-0.0006833860571381	0.0006833860571381	M11	11	age_DMR	age_DMR	cluster_2004	chr12	124763658	124763800	143	2	0.054339939	82	1.3986013986013988	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False					False					False	65.0	0.1387967294705295	True
cluster_5020	-0.0153864516463316	-0.0241195016662283	0.0023361923829191	0.0153864516463316	-1.0	0.0434738808730291	0.019065781642093	-0.0150888212673123	-0.0072598709599814	0.000245735375216	0.038389693436947	-0.0736125919305177	0.000371113546121	0.000371113546121	M00	0	age_DMR	age_DMR	cluster_5020	chr22	31518860	31518963	104	3	-0.027558478	83	2.8846153846153846	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False					False	83.0	2.737282896203959	-0.1306998556998557	0.4200310559006212	True			False
cluster_4889	-0.0150375801511645	0.1775516334381394	-0.0436073224051669	0.0150375801511645	-1.0	0.1937077391071132	0.1848926890717065	-0.1463256420012934	-0.0165824728294011	0.0005612909933531	-0.0553389854685182	0.1061130160321185	-0.0026699469187962	0.0026699469187962	M01	1	age_DMR	age_DMR	cluster_4889	chr20	62574023	62574518	496	6	-0.019214397	84	1.2096774193548387	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	56.0	6.743838201889992	0.803665866197835	-0.7697085523172479	True	50.0	6.743838201889992	0.803665866197835	-0.7697085523172479	True	57.0	6.743838201889992	0.803665866197835	-0.7697085523172479	True	19.0	0.1937077391071132	True
