cluster_name	max_velocity	morula_entry_velocity	blastocyst_exit_velocity	morula_acceleration	prediction_importance_abs_coef_m_j	reset_dynamic_score	beta_8cell	beta_morula	beta_blastocyst	velocity_MII_oocyte_to_zygote_PN	velocity_zygote_PN_to_2-cell	velocity_2-cell_to_4-cell	velocity_4-cell_to_8-cell	velocity_8-cell_to_morula	velocity_morula_to_blastocyst	region_type	control_set	matched_age_cluster	chr	start	end	width	n_cpg_target	age_weight_5yr	dynamic_rank
cluster_543	5.266666666666667	-4.366666666666667	0.4999999999999999	29.200000000000003	5.419312906744258	20.32149489335273	0.9777777777777777	0.25	0.3333333333333333	1.4222222222222223	-1.8083333333333336	-0.12499999999999989	5.266666666666667	-4.366666666666667	0.4999999999999999	age_DMR	age_DMR	cluster_543	chr1	198828060	198828249	190	5	0.018045133	18
cluster_315	0.5023809523809525	-0.4	0.48000000000000004	5.28	4.34445888548741	4.126114721371852	0.06666666666666667	0.0	0.08	0.5023809523809525	-0.23214285714285723	-0.1935714285714286	0.24000000000000002	-0.4	0.48000000000000004	age_DMR	age_DMR	cluster_315	chr1	66797701	66798063	363	2	0.044527436	89
cluster_4404	2.5471990374124514	-1.3875974004102074	-0.4605263157894736	5.5624265077244015	4.59972675158517	5.318742342168701	0.46459956673503455	0.23333333333333334	0.15657894736842107	-1.0407113452156735	-2.5471990374124514	0.28102576329061457	0.597071276369232	-1.3875974004102074	-0.4605263157894736	age_DMR	age_DMR	cluster_4404	chr2	74607470	74607600	131	4	-0.034161596	69
cluster_4364	1.35784816304144	-1.35784816304144	0.4236024844720497	10.688703885080937	4.876855366164282	7.921413947122979	0.22630802717357332	0.0	0.07060041407867494	0.2677641612200436	-0.47232142857142856	0.10437025204146799	0.7191326729047338	-1.35784816304144	0.4236024844720497	age_DMR	age_DMR	cluster_4364	chr2	44502740	44502977	238	2	0.050410937	45
cluster_5020	0.7406534110958297	-0.1306998556998557	0.4200310559006212	3.3043854696028614	3.8175612228106903	2.737282896203959	0.042616642616642615	0.020833333333333332	0.09083850931677019	0.22829608744082425	0.18751136795378656	-0.7406534110958297	0.2433921633921634	-0.1306998556998557	0.4200310559006212	age_DMR	age_DMR	cluster_5020	chr22	31518860	31518963	104	3	-0.027558478	113
cluster_4084	1.2342858622952302	-0.17694221011547082	0.4122812713602188	3.5353408888541376	4.91142203451733	3.172468163171872	0.1229698055820157	0.09347943722943723	0.16219298245614036	0.6947191240867956	-1.2342858622952302	0.30053876565703347	-0.039152573571100746	-0.17694221011547082	0.4122812713602188	age_DMR	age_DMR	cluster_4084	chr19	47745212	47745582	371	2	-0.019523443	101
cluster_6114	1.7755939550666118	-1.7755939550666118	-0.4055227733726721	8.220427090163637	4.988601914455497	7.132957978762305	0.5232050531171626	0.2272727272727273	0.15968559837728194	-1.6130673904753117	-1.559181649278278	-0.840622897727678	1.3516876624860679	-1.7755939550666118	-0.4055227733726721	age_DMR	age_DMR	cluster_6114	chr6	7248862	7248983	122	3	0.03469714	48
cluster_3227	0.8099470899470901	-0.8099470899470901	0.4	7.25968253968254	4.573801487332797	5.5832387316215595	0.13499118165784835	0.0	0.06666666666666667	0.12500000000000006	-0.021666666666666723	-0.645	0.8099470899470901	-0.8099470899470901	0.4	age_DMR	age_DMR	cluster_3227	chr17	4486580	4486934	355	2	-0.024409725	66
cluster_2637	0.4780311890838207	-0.44289784289784295	0.39786096256684494	5.044552832788128	4.364705620698732	4.05635066446659	0.07381630714964049	0.0	0.06631016042780749	0.4780311890838207	-0.11277777777777778	-0.30820158432353556	0.15387720499915628	-0.44289784289784295	0.39786096256684494	age_DMR	age_DMR	cluster_2637	chr15	48413040	48413344	305	5	0.040134182	90
cluster_5599	0.38472222222222224	0.2484083445290342	-0.38472222222222224	-3.7987834005075394	4.199466464911011	3.1976666610105564	0.052348609245160965	0.09375	0.029629629629629627	0.06944444444444434	-0.039126984126984066	-0.31242857142857144	0.11009165547096578	0.2484083445290342	-0.38472222222222224	age_DMR	age_DMR	cluster_5599	chr4	106472990	106473806	817	4	0.044142923	99
cluster_125	3.5874242424242433	-0.7879957079957078	0.3714285714285714	6.956545676545676	4.12444804213209	5.297380556801568	0.13133261799928464	0.0	0.06190476190476189	-3.5874242424242433	-1.537521645021645	-0.4958098480466903	0.42208477682161877	-0.7879957079957078	0.3714285714285714	age_DMR	age_DMR	cluster_125	chr1	6529710	6530205	496	2	-0.020406298	70
cluster_5307	0.3600000000000001	-0.06666666666666668	0.3600000000000001	2.5600000000000005	2.7580605585992615	2.036181806316482	0.011111111111111112	0.0	0.06000000000000001	-0.08045634920634918	-0.22857142857142856	0.02666666666666667	0.04000000000000001	-0.06666666666666668	0.3600000000000001	age_DMR	age_DMR	cluster_5307	chr3	147112541	147113092	552	3	-0.024274621	123
cluster_4028	0.34285714285714286	-0.1241565452091768	0.34285714285714286	2.8020821283979176	1.8605951350267633	1.9903463931648264	0.0206927575348628	0.0	0.05714285714285714	0.0	0.0	0.2663736263736264	-0.1422170811644496	-0.1241565452091768	0.34285714285714286	age_DMR	age_DMR	cluster_4028	chr19	40005557	40005602	46	2	-0.005814663	126
cluster_6495	1.529241591741592	-1.462212297506415	0.3410714285714286	10.819702356467062	4.735995663524114	8.056062391620975	0.24370204958440247	0.0	0.056845238095238095	-0.35158730158730156	1.529241591741592	-0.3641203796203798	0.2637577520518695	-1.462212297506415	0.3410714285714286	age_DMR	age_DMR	cluster_6495	chr6	130182053	130182551	499	6	0.010966867	44
cluster_3978	0.3333333333333333	0.29185185185185186	-0.3333333333333333	-3.7511111111111113	4.055637054745007	3.1813166710936596	0.006913580246913581	0.05555555555555555	0.0	0.2248148148148148	-0.1933333333333334	-0.3100952380952381	-0.11508994708994708	0.29185185185185186	-0.3333333333333333	age_DMR	age_DMR	cluster_3978	chr19	18902527	18902727	201	3	-0.036936656	100
cluster_6400	0.7631182568696352	-0.31361739885547923	0.30607626208378075	3.71816196563556	4.195227572504541	3.2215052747993944	0.1022695664759132	0.05	0.1010127103472968	0.7631182568696352	-0.46460041797856383	-0.41950802731240733	0.2912307718306703	-0.31361739885547923	0.30607626208378075	age_DMR	age_DMR	cluster_6400	chr6	36237982	36238410	429	8	0.057841086	97
cluster_4064	0.28500000000000003	-0.24023539445002412	0.28500000000000003	3.151412366700145	3.6272383393205803	2.722751162630242	0.04003923240833735	0.0	0.0475	-0.2461574846236308	0.004240057636284003	-0.04095528250197908	-0.09743499506989521	-0.24023539445002412	0.28500000000000003	age_DMR	age_DMR	cluster_4064	chr19	46170946	46171507	562	5	-0.017083166	114
cluster_386	0.4375644820295983	0.07976190476190481	0.28285714285714286	1.2185714285714282	3.9290688422163127	1.671314829601697	0.0367063492063492	0.05	0.09714285714285714	0.3089635854341737	0.34883720930232565	-0.4375644820295983	-0.09103463203463207	0.07976190476190481	0.28285714285714286	age_DMR	age_DMR	cluster_386	chr1	120311439	120311653	215	4	0.028296419	134
cluster_1715	0.7600412528647824	-0.15881998201147138	0.27424561403508774	2.598393576279355	3.4535038865681003	2.321392741793174	0.026469997001911896	0.0	0.04570760233918129	0.5201491541861766	-0.7600412528647824	0.34914940857454074	-0.38745267586278925	-0.15881998201147138	0.27424561403508774	age_DMR	age_DMR	cluster_1715	chr12	7032991	7033911	921	8	-0.061309439	120
cluster_6410	0.5386305930832276	-0.00294093294093295	0.27285714285714285	1.6547884547884546	3.458601223141112	1.6949854661204382	0.018347298347298348	0.017857142857142856	0.06333333333333332	0.04674586686065041	-0.5386305930832276	0.07227055603494376	-0.08136109353500656	-0.00294093294093295	0.27285714285714285	age_DMR	age_DMR	cluster_6410	chr6	41375649	41376295	647	3	-0.021018304	133
cluster_618	0.2666666666666667	-0.13333333333333336	0.26666666666666666	2.4	2.7460743523615996	2.019851921423733	0.022222222222222223	0.0	0.04444444444444444	-0.2666666666666667	0.037500000000000006	0.14250000000000002	-0.046666666666666655	-0.13333333333333336	0.26666666666666666	age_DMR	age_DMR	cluster_618	chr1	228604953	228605010	58	2	-0.028772272	124
cluster_3967	0.372190586871272	-0.372190586871272	0.24642857142857144	3.7117149497990605	2.6393385983182713	2.88788271135037	0.06203176447854533	0.0	0.04107142857142857	-0.005204578552279675	0.30326391408808967	-0.29355597399183353	0.1934350277273968	-0.372190586871272	0.24642857142857144	age_DMR	age_DMR	cluster_3967	chr19	18284120	18284450	331	6	-0.027666536	109
