cpg_id	cluster_name	chr	start	end	sperm_age_weight_per_year	young_beta_mean	middle_beta_mean	old_beta_mean	old_minus_young_beta	aligned_with_sperm_age_direction	escape_contribution	absolute_delta
cg05838104	cluster_67	chr1	2559320	2559371	-0.0063036928	0.38453398068201017	0.37185483530274227	0.3809655702818356	-0.003568410400174582	True	2.2494162947025632e-05	0.003568410400174582
cg08966188	cluster_3362	chr17	39685250	39685912	-0.0078233104	0.8428163310645095	0.8516361972748286	0.84013982977914	-0.002676501285369448	True	2.0939100341444172e-05	0.002676501285369448
cg11123018	cluster_6143	chr6	25650786	25651144	0.0016818976	0.3955431891107041	0.4064670732992807	0.40778326680869553	0.012240077697991458	True	2.0586557304065356e-05	0.012240077697991458
cg15305521	cluster_6498	chr6	132931714	132931736	0.0034644302	0.8769411575304744	0.8829068740198422	0.8827901086433556	0.0058489511128811955	True	2.0263282873789224e-05	0.0058489511128811955
cg01114163	cluster_5760	chr5	1855899	1856713	-0.0049247912	0.8487034977130394	0.8374568316234536	0.8447425627720028	-0.0039609349410366645	True	1.950677754138988e-05	0.0039609349410366645
cg07287293	cluster_1607	chr11	122756770	122756965	0.0047616782	0.9531657873928658	0.9600208182222697	0.9571476083555484	0.003981820962682514	True	1.8960150074308342e-05	0.003981820962682514
cg24767237	cluster_6020	chr5	172662724	172663219	-0.0077276728	0.8386733439282041	0.8336120979948329	0.8362888305122003	-0.002384513416003875	True	1.842673946608823e-05	0.002384513416003875
cg23346773	cluster_3369	chr17	40333521	40333758	-0.0024538422	0.07398024440790955	0.06806883086506778	0.06653358997176965	-0.007446654436139899	True	1.8272914904217288e-05	0.007446654436139899
cg25510614	cluster_5400	chr4	683148	683772	-0.0027994702	0.7398915958764827	0.7263926930389558	0.7335035052041415	-0.00638809067234114	True	1.788326947211699e-05	0.00638809067234114
cg06479254	cluster_4551	chr2	176983285	176983519	-0.0106174824	0.9667695032064648	0.973859754838712	0.9652420669433781	-0.0015274362630867122	True	1.6217527640444934e-05	0.0015274362630867122
cg16133681	cluster_1764	chr12	25801455	25801621	0.0091420976	0.10503631415556247	0.10032793443371	0.10672866528347365	0.0016923511279111764	True	1.5471639184834057e-05	0.0016923511279111764
cg25191725	cluster_3303	chr17	26553567	26554245	-0.0056740609999999	0.9456714271426397	0.9487420504109785	0.9429928204365478	-0.0026786067060919905	True	1.5198577845374756e-05	0.0026786067060919905
cg04643655	cluster_2637	chr15	48413040	48413344	0.0080268364	0.3936156778669702	0.3914095138195146	0.3955051648964784	0.0018894870295081967	True	1.5166603265784266e-05	0.0018894870295081967
cg03348161	cluster_1387	chr11	59824038	59824089	0.0055961694	0.0413844262491401	0.0364977987430472	0.04407110558426737	0.0026866793351272705	True	1.5035112682851576e-05	0.0026866793351272705
cg18352516	cluster_5336	chr3	177315226	177315882	0.0060145718	0.1213615519992071	0.12188213020384485	0.12384223209187137	0.002480680092664264	True	1.492022853015987e-05	0.002480680092664264
cg06073355	cluster_5240	chr3	99904510	99904609	0.0043127058	0.4500690942183976	0.4432199723453066	0.45337947332336126	0.003310379104963679	True	1.4276691166175667e-05	0.003310379104963679
cg00111333	cluster_543	chr1	198828060	198828249	0.0036090266	0.8966026251066186	0.8731911076946506	0.9005498908972507	0.003947265790632093	True	1.4245787235661255e-05	0.003947265790632093
cg08021025	cluster_1715	chr12	7032991	7033911	-0.0122618878	0.0266678008645884	0.02471180856612926	0.025513825161956043	-0.0011539757026323566	True	1.414992058960412e-05	0.0011539757026323566
cg22056102	cluster_5966	chr5	140709983	140710237	-0.0063173972	0.04110448455435794	0.042678564754145054	0.0388684549067857	-0.0022360296475722394	True	1.4125887434689852e-05	0.0022360296475722394
cg18084999	cluster_6495	chr6	130182053	130182551	0.0021933734	0.9119788030511184	0.9197520150523526	0.9183410593197104	0.0063622562685919926	True	1.3954803663512931e-05	0.0063622562685919926
cg24535622	cluster_126	chr1	6546027	6546646	-0.0043300892	0.28157545928642846	0.29799800963728273	0.27842514889920633	-0.0031503103872221327	True	1.3641124984358373e-05	0.0031503103872221327
cg04096365	cluster_3967	chr19	18284120	18284450	-0.0055333071999999	0.021072577647072488	0.018642913925627082	0.018794145319684815	-0.002278432327387673	True	1.260726600184674e-05	0.002278432327387673
cg17327404	cluster_242	chr1	33231070	33231109	-0.0035790726	0.8191592535438526	0.7968731535654779	0.8157403773405673	-0.0034188762032852926	True	1.2236406141970422e-05	0.0034188762032852926
cg26990680	cluster_883	chr10	50816058	50816262	-0.0067927245999999	0.08173844867336345	0.08085803320405714	0.07995165598982315	-0.001786792683540303	True	1.2137190616584052e-05	0.001786792683540303
cg12129897	cluster_1406	chr11	62559856	62559882	-0.0021690164	0.23098877017695402	0.22539028559397026	0.22553801908236742	-0.005450751094586592	True	1.182276851647627e-05	0.005450751094586592
cg18828927	cluster_6163	chr6	29274617	29275337	0.003393275	0.19271549359651527	0.20633243145310393	0.1961928745711878	0.0034773809746725393	True	1.179970992683196e-05	0.0034773809746725393
cg12491114	cluster_3362	chr17	39685250	39685912	-0.0078233104	0.18518557718856082	0.21877221287509743	0.1837367024030977	-0.0014488747854631279	True	1.1334997177411457e-05	0.0014488747854631279
cg01073332	cluster_4889	chr20	62574023	62574518	-0.0038428794	0.4217727180990797	0.42271017550922	0.41902222626567986	-0.002750491833399815	True	1.0569808406440383e-05	0.002750491833399815
cg10655144	cluster_6498	chr6	132931714	132931736	0.0034644302	0.5672474005840369	0.5955425741469553	0.5702113361719501	0.0029639355879131912	True	1.0268347961621216e-05	0.0029639355879131912
cg06035456	cluster_900	chr10	71560212	71560231	-0.0044954066	0.0772532079220068	0.08384800034895959	0.07505608374247733	-0.0021971241795294694	True	9.876966537676361e-06	0.0021971241795294694
cg18343290	cluster_7095	chr7	140218068	140218338	-0.0129405938	0.048490922467860624	0.04855150622338167	0.047744024168661095	-0.000746898299199529	True	9.66530749985197e-06	0.000746898299199529
cg03594819	cluster_1564	chr11	111956647	111956885	-0.0026429054	0.023475000032043107	0.019511756834857286	0.019861805307883014	-0.003613194724160093	True	9.54933184773422e-06	0.003613194724160093
cg26874323	cluster_1257	chr11	2909690	2909715	-0.0085469048	0.015591632890098923	0.016418391276899234	0.014505072435292162	-0.0010865604548067603	True	9.286728766678081e-06	0.0010865604548067603
cg19275220	cluster_7042	chr7	108168130	108168721	0.0075504199999999	0.3850612881982102	0.39105027905314854	0.3862664408211569	0.0012051526229466814	True	9.099408467348961e-06	0.0012051526229466814
cg07540593	cluster_1564	chr11	111956647	111956885	-0.0026429054	0.027237932296180815	0.026124072579324416	0.023874626344370146	-0.003363305951810669	True	8.888899461892556e-06	0.003363305951810669
cg00578637	cluster_4420	chr2	88366775	88367503	0.0074476766	0.9753262978147316	0.9752759140525543	0.9764997924378005	0.001173494623068927	True	8.739808444456267e-06	0.001173494623068927
cg12424907	cluster_1742	chr12	11151430	11151622	0.0021789128	0.9455935272653224	0.9455289577858033	0.9493077828089215	0.0037142555435990543	True	8.093038946418937e-06	0.0037142555435990543
cg07601536	cluster_6114	chr6	7248862	7248983	0.006939428	0.7870260415445237	0.7730798365356361	0.7881139056839943	0.0010878641394705957	True	7.549154869638157e-06	0.0010878641394705957
cg23695880	cluster_3369	chr17	40333521	40333758	-0.0024538422	0.5504667643800168	0.5567560858819743	0.5474498488892133	-0.003016915490803518	True	7.403034545167384e-06	0.003016915490803518
cg11729019	cluster_1718	chr12	7188165	7188426	0.0027490535999999	0.9633286015817074	0.9625193352879975	0.9659014626449732	0.002572861063265819	True	7.07293296827047e-06	0.002572861063265819
cg04938456	cluster_1851	chr12	56131768	56132083	-0.0031275888	0.056536874308580364	0.05443045506070651	0.05427877696948078	-0.0022580973390995823	True	7.062399947077655e-06	0.0022580973390995823
cg15454856	cluster_7042	chr7	108168130	108168721	0.0075504199999999	0.5981815867289824	0.5861499098261559	0.5990431222090359	0.0008615354800535213	True	6.504954719305622e-06	0.0008615354800535213
cg01753375	cluster_4404	chr2	74607470	74607600	-0.0068323192	0.5242727456071825	0.5201003297518834	0.523334725240252	-0.0009380203669304699	True	6.408854562970094e-06	0.0009380203669304699
cg04260516	cluster_2365	chr14	24630327	24630512	-0.0082674561999999	0.04787341658414733	0.04800540870513383	0.047123215677173994	-0.0007502009069733362	True	6.202253139602256e-06	0.0007502009069733362
cg03770548	cluster_2355	chr14	23525003	23525720	-0.003339192	0.9451442002426574	0.9329220397512664	0.943416065804034	-0.0017281344386234077	True	5.770572692375773e-06	0.0017281344386234077
cg01497576	cluster_2637	chr15	48413040	48413344	0.0080268364	0.7257320107423256	0.711597886104936	0.7264093224355089	0.0006773116931833023	True	5.4366701529893626e-06	0.0006773116931833023
cg13809864	cluster_2365	chr14	24630327	24630512	-0.0082674561999999	0.01358448805979412	0.01415237053953841	0.012937923408005828	-0.0006465646517882923	True	5.345444939127893e-06	0.0006465646517882923
cg11612617	cluster_1922	chr12	102872603	102873312	0.0086412308	0.011371477148123057	0.011200028479376348	0.011981247844478621	0.0006097706963555643	True	5.26916932228515e-06	0.0006097706963555643
cg12941249	cluster_4593	chr2	219860379	219860717	-0.0085145925999999	0.42719628630249434	0.42094131167712895	0.4265801295919928	-0.0006161567105015253	True	5.246323367676568e-06	0.0006161567105015253
cg11022340	cluster_2365	chr14	24630327	24630512	-0.0082674561999999	0.019957151146421246	0.020335617334896132	0.019367989519555463	-0.0005891616268657827	True	4.870867944833543e-06	0.0005891616268657827
cg00659029	cluster_3123	chr16	88165722	88165938	0.0059382364	0.6125507185835279	0.591024587639581	0.6133531978682816	0.0008024792847536322	True	4.765311698969983e-06	0.0008024792847536322
cg19340235	cluster_6163	chr6	29274617	29275337	0.003393275	0.4670484572227573	0.4635402291096551	0.4683949047089745	0.001346447486217206	True	4.568866593793689e-06	0.001346447486217206
cg13863153	cluster_4920	chr21	39627271	39628679	0.0054574154	0.5992737142825475	0.6002844173881704	0.6001106745962891	0.000836960313741586	True	4.567640105402163e-06	0.000836960313741586
cg27126442	cluster_5599	chr4	106472990	106473806	0.0088285846	0.16415402697556658	0.16097408710626837	0.1646059824104537	0.0004519554348871302	True	3.9901267923308205e-06	0.0004519554348871302
cg08281515	cluster_1564	chr11	111956647	111956885	-0.0026429054	0.053506363527399944	0.0508096073060666	0.05202198812530673	-0.001484375402093216	True	3.923063765819331e-06	0.001484375402093216
cg09834049	cluster_2355	chr14	23525003	23525720	-0.003339192	0.1385031709260196	0.1466228610861904	0.13746481970972493	-0.0010383512162946695	True	3.46725407464143e-06	0.0010383512162946695
cg15825970	cluster_3967	chr19	18284120	18284450	-0.0055333071999999	0.6835408371943519	0.672508801177383	0.6829360405230319	-0.0006047966713199626	True	3.346525775950722e-06	0.0006047966713199626
cg00830325	cluster_6143	chr6	25650786	25651144	0.0016818976	0.3495016595719248	0.36620001843448063	0.35090884097859815	0.0014071814066733412	True	2.3667350306485163e-06	0.0014071814066733412
cg18097850	cluster_4028	chr19	40005557	40005602	-0.0011629326	0.11986310304740593	0.1073308954425701	0.11814557749911814	-0.0017175255482877877	True	1.9973664514367426e-06	0.0017175255482877877
cg24829483	cluster_5516	chr4	15341641	15341878	0.0041983942	0.849233723525956	0.8443099103895215	0.8497000502407637	0.0004663267148076189	True	1.9578233747533613e-06	0.0004663267148076189
cg10092241	cluster_4028	chr19	40005557	40005602	-0.0011629326	0.1443714360071714	0.1335238456002328	0.14310528015489893	-0.0012661558522724659	True	1.4724539172884345e-06	0.0012661558522724659
cg00471142	cluster_4026	chr19	39806522	39806765	-0.0057682682	0.9763787329718637	0.9797156069143768	0.9761828878985763	-0.00019584507328740397	True	1.1296869083704017e-06	0.00019584507328740397
cg07369374	cluster_6406	chr6	40359007	40359130	-0.0079654694	0.7894875701588135	0.7913678913069607	0.7893964698490317	-9.110030978187744e-05	True	7.256567298980654e-07	9.110030978187744e-05
cg14902168	cluster_5679	chr4	186427685	186427765	0.0049069372	0.9582973183340643	0.9569516795231402	0.958435464508924	0.00013814617485974345	True	6.7787460445698e-07	0.00013814617485974345
cg09169633	cluster_2727	chr15	91447374	91447749	-0.0032506901999999	0.9789738500721068	0.9783749011736256	0.9788007951805344	-0.0001730548915723773	True	5.625478400963721e-07	0.0001730548915723773
cg22184507	cluster_5966	chr5	140709983	140710237	-0.0063173972	0.030724919553750018	0.026344829760846164	0.03063588489298245	-8.903466076756739e-05	True	5.6246731663598e-07	8.903466076756739e-05
cg22440431	cluster_587	chr1	213122829	213123025	-0.0035150832	0.9552343658469816	0.9489805923758812	0.9551823793361314	-5.198651085025485e-05	True	1.8273691091634856e-07	5.198651085025485e-05
cg18109798	cluster_1758	chr12	20848285	20848473	0.0054427362	0.24661545755190867	0.2570764691894069	0.22739749236558468	-0.019217965186323988	False	0.0	0.019217965186323988
cg10842126	cluster_915	chr10	74714308	74714935	0.0068528962	0.7122311535031399	0.6965880260697727	0.7084598056793682	-0.0037713478237717535	False	0.0	0.0037713478237717535
cg09407967	cluster_6410	chr6	41375649	41376295	-0.0042036608	0.3681873931689995	0.37742677129486973	0.38266807577349565	0.014480682604496142	False	0.0	0.014480682604496142
cg17208425	cluster_1607	chr11	122756770	122756965	0.0047616782	0.7142672405263657	0.7090854327945	0.7130789324070101	-0.0011883081193555523	False	0.0	0.0011883081193555523
cg19432505	cluster_5661	chr4	177190237	177190421	0.011099607	0.8547141438155161	0.8499434801348933	0.8303175960142648	-0.024396547801251334	False	0.0	0.024396547801251334
cg13436164	cluster_7612	chr8	143202730	143203654	0.0087348894	0.4020332461612589	0.3779374060207775	0.386753615250275	-0.015279630910983888	False	0.0	0.015279630910983888
cg05002406	cluster_5678	chr4	186425697	186425754	0.0132531246	0.1534653016487929	0.15374049039888413	0.13242767160677252	-0.02103763004202039	False	0.0	0.02103763004202039
cg24280945	cluster_7425	chr8	19460935	19461068	0.0103563722	0.7971360864465625	0.7958124610893124	0.7880889870868357	-0.009047099359726807	False	0.0	0.009047099359726807
cg01701415	cluster_916	chr10	74870240	74870311	-0.0050552734	0.007609997645157291	0.0076343112502310915	0.00808523080947058	0.0004752331643132889	False	0.0	0.0004752331643132889
cg03649589	cluster_7425	chr8	19460935	19461068	0.0103563722	0.8249920463338478	0.8324155061157653	0.8171725668674037	-0.007819479466444124	False	0.0	0.007819479466444124
cg14428166	cluster_950	chr10	95123718	95123774	0.0067095726	0.8446221626441908	0.8456006118096787	0.8415673931044481	-0.0030547695397427077	False	0.0	0.0030547695397427077
cg13976683	cluster_386	chr1	120311439	120311653	0.0056592838	0.3638299093619027	0.36424428843824386	0.35669158336684176	-0.0071383259950609235	False	0.0	0.0071383259950609235
cg11792824	cluster_6087	chr6	2437142	2437147	0.0110335649999999	0.9783895707327644	0.9807598801455198	0.9745361060973362	-0.0038534646354282387	False	0.0	0.0038534646354282387
cg02876258	cluster_5580	chr4	81185723	81185765	-0.0037169514	0.40034443968668443	0.3948171618361544	0.41411269294705966	0.01376825326037523	False	0.0	0.01376825326037523
cg22718139	cluster_386	chr1	120311439	120311653	0.0056592838	0.9834319328967223	0.9820351439806906	0.9816605029507659	-0.0017714299459563598	False	0.0	0.0017714299459563598
cg24603576	cluster_4449	chr2	102607750	102607752	0.0027221108	0.9057172364652724	0.9061078769314339	0.9034261868271649	-0.0022910496381074452	False	0.0	0.0022910496381074452
cg11276093	cluster_950	chr10	95123718	95123774	0.0067095726	0.5019198483223115	0.4938066853655917	0.4892882100132949	-0.01263163830901659	False	0.0	0.01263163830901659
cg23323203	cluster_1586	chr11	117688335	117688338	-0.0050305246	0.29758723683340793	0.2848327218786553	0.298696083735737	0.0011088469023290415	False	0.0	0.0011088469023290415
cg13321166	cluster_1387	chr11	59824038	59824089	0.0055961694	0.15424783626098165	0.0962382845640558	0.14606495697192806	-0.00818287928905359	False	0.0	0.00818287928905359
cg01040654	cluster_6020	chr5	172662724	172663219	-0.0077276728	0.7660194776034257	0.7804648791715443	0.7701704587850048	0.004150981181579083	False	0.0	0.004150981181579083
cg26293590	cluster_1586	chr11	117688335	117688338	-0.0050305246	0.2763981986898306	0.2725766698376529	0.2815950982925636	0.005196899602732952	False	0.0	0.005196899602732952
cg23914969	cluster_7612	chr8	143202730	143203654	0.0087348894	0.36576373212111213	0.33275891189610407	0.3619341222188952	-0.003829609902216924	False	0.0	0.003829609902216924
cg11840849	cluster_950	chr10	95123718	95123774	0.0067095726	0.8056521284099668	0.8074146480809978	0.7905344909407748	-0.015117637469192036	False	0.0	0.015117637469192036
cg15622544	cluster_4064	chr19	46170946	46171507	-0.0034166332	0.05324056061835135	0.05130221407312625	0.05363016312803335	0.0003896025096820008	False	0.0	0.0003896025096820008
cg14661225	cluster_4064	chr19	46170946	46171507	-0.0034166332	0.2615720019023234	0.2565040525400147	0.26572832151509473	0.004156319612771353	False	0.0	0.004156319612771353
cg20319926	cluster_2776	chr16	685580	685686	-0.0115406032	0.33193136513018356	0.32735139131886665	0.3417865117925269	0.009855146662343328	False	0.0	0.009855146662343328
cg02044879	cluster_915	chr10	74714308	74714935	0.0068528962	0.7167131859663383	0.7064636196656502	0.7034804012670168	-0.013232784699321432	False	0.0	0.013232784699321432
cg18088844	cluster_4064	chr19	46170946	46171507	-0.0034166332	0.02094558346974453	0.023692163899258115	0.022791400710805855	0.0018458172410613233	False	0.0	0.0018458172410613233
cg04636834	cluster_2776	chr16	685580	685686	-0.0115406032	0.5948085787723888	0.5993022377303023	0.6087685782667874	0.013959999494398634	False	0.0	0.013959999494398634
cg04689379	cluster_4064	chr19	46170946	46171507	-0.0034166332	0.31672778601336027	0.31482842286758006	0.35348247554101964	0.03675468952765937	False	0.0	0.03675468952765937
cg09997082	cluster_4064	chr19	46170946	46171507	-0.0034166332	0.5227598690900193	0.5205119995146332	0.5493723107279589	0.026612441637939632	False	0.0	0.026612441637939632
cg15305352	cluster_6410	chr6	41375649	41376295	-0.0042036608	0.6878587798418969	0.7020925798533064	0.7297559812032018	0.041897201361304925	False	0.0	0.041897201361304925
cg14980255	cluster_2623	chr15	37190548	37190694	0.0066504895999999	0.957582759764172	0.9565861889613287	0.9544113314901319	-0.0031714282740400446	False	0.0	0.0031714282740400446
cg02404974	cluster_6410	chr6	41375649	41376295	-0.0042036608	0.4249374427742839	0.41626211427856263	0.46495377088888334	0.04001632811459943	False	0.0	0.04001632811459943
cg25938735	cluster_7612	chr8	143202730	143203654	0.0087348894	0.34095038769738784	0.35766571835256245	0.3389766421632908	-0.0019737455340970156	False	0.0	0.0019737455340970156
cg12285184	cluster_6604	chr6	167173257	167173343	0.0027196422	0.5523783452840851	0.5752855554717005	0.5456949298318177	-0.006683415452267472	False	0.0	0.006683415452267472
cg00093095	cluster_3519	chr17	76481380	76481729	0.0067309294	0.5737659397709789	0.5302027942346936	0.559153549692519	-0.014612390078459936	False	0.0	0.014612390078459936
cg25999637	cluster_5678	chr4	186425697	186425754	0.0132531246	0.10644473864301578	0.11447641231873971	0.09128112117842939	-0.015163617464586387	False	0.0	0.015163617464586387
cg26152923	cluster_3967	chr19	18284120	18284450	-0.0055333071999999	0.709917841766926	0.703037529743425	0.7144901372568631	0.004572295489937095	False	0.0	0.004572295489937095
cg16897103	cluster_2743	chr15	96894342	96894509	-0.0060239774	0.9055870736959871	0.9037378561095163	0.9119921717898357	0.0064050980938485935	False	0.0	0.0064050980938485935
cg01485548	cluster_3967	chr19	18284120	18284450	-0.0055333071999999	0.5748647210511815	0.501826456803083	0.5773091617950157	0.0024444407438342086	False	0.0	0.0024444407438342086
cg12055258	cluster_7052	chr7	121651766	121652024	0.0063702822	0.31582812381181447	0.3067797152363918	0.31128603996080517	-0.004542083851009293	False	0.0	0.004542083851009293
cg16585619	cluster_3362	chr17	39685250	39685912	-0.0078233104	0.9106766832475633	0.9216809553639397	0.9208214525079625	0.0101447692603992	False	0.0	0.0101447692603992
cg05468429	cluster_6114	chr6	7248862	7248983	0.006939428	0.9188391598936908	0.9163424338369924	0.9152237782819249	-0.003615381611765889	False	0.0	0.003615381611765889
cg18592745	cluster_4026	chr19	39806522	39806765	-0.0057682682	0.9395028771774824	0.9397065945082481	0.9495518452340942	0.010048968056611818	False	0.0	0.010048968056611818
cg05209518	cluster_4605	chr2	227288327	227288518	0.0098354896	0.5379059032634032	0.5355364738739768	0.507249102046163	-0.030656801217240126	False	0.0	0.030656801217240126
cg16007395	cluster_242	chr1	33231070	33231109	-0.0035790726	0.8999784550837509	0.8966243891922375	0.9086821313020946	0.008703676218343781	False	0.0	0.008703676218343781
cg01200021	cluster_6406	chr6	40359007	40359130	-0.0079654694	0.7041995707064602	0.7116693111698372	0.7143803462169369	0.010180775510476692	False	0.0	0.010180775510476692
cg18740289	cluster_6087	chr6	2437142	2437147	0.0110335649999999	0.9429248022100122	0.9537786730780574	0.9329396132470693	-0.00998518896294287	False	0.0	0.00998518896294287
cg03230757	cluster_5002	chr22	26829758	26830041	0.0147762834	0.47752091157032384	0.47965930357657444	0.47283393240307114	-0.004686979167252692	False	0.0	0.004686979167252692
cg00119186	cluster_483	chr1	158670124	158670617	0.0050363056	0.5871864153791703	0.5284413118839428	0.5670897872715824	-0.020096628107587833	False	0.0	0.020096628107587833
cg27009550	cluster_5002	chr22	26829758	26830041	0.0147762834	0.6670810376959799	0.662421844623186	0.6569022889418373	-0.010178748754142597	False	0.0	0.010178748754142597
cg15908709	cluster_3416	chr17	46676215	46676375	-0.0037666702	0.47662983350236976	0.4990035986632952	0.5171975012630187	0.04056766776064891	False	0.0	0.04056766776064891
cg08832695	cluster_3416	chr17	46676215	46676375	-0.0037666702	0.6904851291561463	0.6834737663021904	0.7066863740977364	0.01620124494159003	False	0.0	0.01620124494159003
cg24586528	cluster_2190	chr13	58299015	58299073	0.0134643043999999	0.2861729335643092	0.2956158105402365	0.27332991469627166	-0.012843018868037515	False	0.0	0.012843018868037515
cg07629125	cluster_2190	chr13	58299015	58299073	0.0134643043999999	0.2127925856859212	0.1957980383223524	0.1874224840475583	-0.025370101638362896	False	0.0	0.025370101638362896
cg02669193	cluster_6604	chr6	167173257	167173343	0.0027196422	0.42631450977408736	0.44280017639726316	0.4135995037816057	-0.012715005992481654	False	0.0	0.012715005992481654
cg23371754	cluster_5608	chr4	114213574	114214449	0.011879246	0.6015760449757408	0.6085097598256337	0.5994942618791439	-0.002081783096596901	False	0.0	0.002081783096596901
cg10212621	cluster_386	chr1	120311439	120311653	0.0056592838	0.20146193689756423	0.19248472300066963	0.18983718249206405	-0.011624754405500176	False	0.0	0.011624754405500176
cg18827787	cluster_3684	chr18	61817088	61817320	0.0085718806	0.6147096085032152	0.6035218127646069	0.5845409699954798	-0.030168638507735435	False	0.0	0.030168638507735435
cg12182525	cluster_5661	chr4	177190237	177190421	0.011099607	0.8579535687279636	0.8488019072700357	0.8346520203713939	-0.023301548356569723	False	0.0	0.023301548356569723
cg07743764	cluster_1406	chr11	62559856	62559882	-0.0021690164	0.07074945446927264	0.06632908872426285	0.07171800664657026	0.0009685521772976186	False	0.0	0.0009685521772976186
cg14729184	cluster_5661	chr4	177190237	177190421	0.011099607	0.9330477379166201	0.9168684290567423	0.9105057651266126	-0.02254197279000747	False	0.0	0.02254197279000747
cg15428792	cluster_1742	chr12	11151430	11151622	0.0021789128	0.9425282728890905	0.9396572533155347	0.9360641643913485	-0.006464108497741927	False	0.0	0.006464108497741927
cg00260387	cluster_1742	chr12	11151430	11151622	0.0021789128	0.6969138726371902	0.6672501211333287	0.6968652105619096	-4.8662075280536676e-05	False	0.0	4.8662075280536676e-05
cg04563119	cluster_5661	chr4	177190237	177190421	0.011099607	0.917411893420731	0.9135609176887244	0.9118060392221159	-0.0056058541986151456	False	0.0	0.0056058541986151456
cg12791554	cluster_1742	chr12	11151430	11151622	0.0021789128	0.9665607705816202	0.9704168534465772	0.9616695164837943	-0.00489125409782587	False	0.0	0.00489125409782587
cg05332152	cluster_587	chr1	213122829	213123025	-0.0035150832	0.8987238639531627	0.8980207482501374	0.9069591362401681	0.00823527228700538	False	0.0	0.00823527228700538
cg17327492	cluster_4373	chr2	49382159	49382401	0.0099595978	0.43902630480150107	0.4274234704854457	0.4369634980626982	-0.0020628067388028803	False	0.0	0.0020628067388028803
cg19927457	cluster_4373	chr2	49382159	49382401	0.0099595978	0.2603420379126059	0.2534158739765862	0.2587503034434849	-0.0015917344691210311	False	0.0	0.0015917344691210311
cg17665652	cluster_5608	chr4	114213574	114214449	0.011879246	0.6616572952679884	0.6471312439585445	0.6558131776769626	-0.005844117591025877	False	0.0	0.005844117591025877
cg12202847	cluster_5923	chr5	120191823	120192115	0.0066971806	0.4130043373155338	0.37092447308082516	0.3805095125697109	-0.03249482474582294	False	0.0	0.03249482474582294
cg07588006	cluster_5659	chr4	175752696	175752781	0.0139715552	0.38793935035225474	0.375757473138922	0.3546165284468764	-0.03332282190537833	False	0.0	0.03332282190537833
cg13006360	cluster_5659	chr4	175752696	175752781	0.0139715552	0.5003263250331597	0.48160035896508774	0.4163953908842837	-0.08393093414887598	False	0.0	0.08393093414887598
cg02296478	cluster_5608	chr4	114213574	114214449	0.011879246	0.6824935380878767	0.6705131186496104	0.6405234886221355	-0.04197004946574123	False	0.0	0.04197004946574123
cg19981951	cluster_3684	chr18	61817088	61817320	0.0085718806	0.7314196524049013	0.7268447683297097	0.6937738400411011	-0.03764581236380016	False	0.0	0.03764581236380016
cg07486252	cluster_5608	chr4	114213574	114214449	0.011879246	0.7524171236120698	0.7520491610380294	0.7518490265920968	-0.0005680970199729574	False	0.0	0.0005680970199729574
cg25915539	cluster_5608	chr4	114213574	114214449	0.011879246	0.3398425649382311	0.33181197424563286	0.33091276556532484	-0.008929799372906277	False	0.0	0.008929799372906277
cg26267430	cluster_2743	chr15	96894342	96894509	-0.0060239774	0.9336156780580703	0.9074676393157634	0.934137424802558	0.0005217467444876833	False	0.0	0.0005217467444876833
cg12550726	cluster_5678	chr4	186425697	186425754	0.0132531246	0.1868924099772197	0.20816877736695105	0.1749360586739567	-0.011956351303263002	False	0.0	0.011956351303263002
cg18199617	cluster_386	chr1	120311439	120311653	0.0056592838	0.3356093782505254	0.33509023277029326	0.32465461936793844	-0.010954758882586957	False	0.0	0.010954758882586957
cg25349643	cluster_543	chr1	198828060	198828249	0.0036090266	0.891031817816752	0.8616276653940157	0.8880814074877221	-0.0029504103290298733	False	0.0	0.0029504103290298733
cg18268988	cluster_1564	chr11	111956647	111956885	-0.0026429054	0.0448584090765839	0.04525330355418991	0.04486594492307266	7.5358464887570475e-06	False	0.0	7.5358464887570475e-06
cg26427535	cluster_652	chr1	240783328	240783389	0.0081726084	0.3822268039988229	0.37846432215772025	0.3619490532230054	-0.020277750775817505	False	0.0	0.020277750775817505
cg08222610	cluster_1257	chr11	2909690	2909715	-0.0085469048	0.015196708401344312	0.015613485987031833	0.015909119948404386	0.0007124115470600739	False	0.0	0.0007124115470600739
cg23335134	cluster_1257	chr11	2909690	2909715	-0.0085469048	0.03460132417928028	0.0334493995281962	0.03749097813708537	0.002889653957805091	False	0.0	0.002889653957805091
cg24082983	cluster_4907	chr21	31802169	31802829	0.005141863	0.12225084877965302	0.1301331805084238	0.11318707099172406	-0.009063777787928953	False	0.0	0.009063777787928953
cg14062083	cluster_4907	chr21	31802169	31802829	0.005141863	0.2346506947413008	0.2373681357538033	0.22659129138495504	-0.008059403356345751	False	0.0	0.008059403356345751
cg19262637	cluster_652	chr1	240783328	240783389	0.0081726084	0.13128176146245304	0.12233765328104895	0.11021909263880761	-0.021062668823645436	False	0.0	0.021062668823645436
cg07595602	cluster_652	chr1	240783328	240783389	0.0081726084	0.05788427883290381	0.05283904047466703	0.04946285705014839	-0.008421421782755421	False	0.0	0.008421421782755421
cg00421089	cluster_3275	chr17	10421635	10422077	0.0090137378	0.5344125222232935	0.5107181091481932	0.43364474602415	-0.10076777619914351	False	0.0	0.10076777619914351
