cluster_name	x_8cell	x_morula	x_blast	x_blast_pred	c_diag_entry	c_diag_exit	is_mzero	is_remeth	is_stay	module_id	is_M00	is_priority	n_cpg	width	acc_morula	acc_8cell	k4me3_8cell_ov	k4me3_8cell_sc	k27me3_blast_ov	k4me3_blast_ov	k27ac_blast_ov	k27ac_8cell_ov	basin_residual_rank
cluster_67	0.0	0.0	0.0	0.06883064650807093	-0.06883064650807093	-0.06883064650807093	1	0	1	M02	0	1	2	52	-0.0317472865	2.2155337195	0		1	0	0	0	150
cluster_6871	0.03244875705654088	0.0	0.03557312252964427	0.06883064650807093	-0.08703897152605203	-0.033257523978426656	1	0	1	M02	0	1	7	558	1.056105408	-0.7312770559999999	0		1	0	0	0	128
cluster_6892	0.04444444444444445	0.0	0.0	0.06883064650807093	-0.09377024244630494	-0.06883064650807093	1	0	1	M05	0	1	2	11	1.056105408	-0.7312770559999999	0		0	0	0	0	3
cluster_6960	0.43820987654320975	0.03125	0.2895238095238095	0.08636629990214172	-0.28347813479351974	0.2031575096216678	0	0	0	M01	0	1	3	961	1.6387179753333332	0.13909698566666664	0		0	0	0	1	12
cluster_6975	0.7148148148148149	1.0	0.45	0.629971555118336	0.5300575188186655	-0.179971555118336	0	0	0	M03	0	0	2	537	1.34243392	-0.239100842	0		0	0	0	0	36
cluster_7000	0.014387464387464388	0.16666666666666666	0.05	0.16235413127644843	0.08976262531961612	-0.11235413127644843	0	0	0	M02	0	1	2	174	0.9356224585999998	0.1644166312	0		0	1	1	1	142
cluster_7042	0.011111111111111113	0.125	0.015384615384615384	0.13897326008435407	0.049934454507370565	-0.12358864469973868	0	0	0	M05	0	1	3	592	0.9119015956363636	0.13075499772727273	0		0	0	1	0	8
cluster_7052	0.28899470899470897	0.3333333333333333	0.125	0.25587761604482595	0.10233593323641221	-0.13087761604482595	0	0	0	M08	0	0	4	259	0.9119015956363636	0.13075499772727273	0		1	0	0	0	104
cluster_7072	0.6232234198027038	0.0	0.3344129554655871	0.06883064650807093	-0.4185468025633568	0.26558230895751617	1	1	0	M01	0	1	2	330	0.9119015956363636	0.13075499772727273	0		1	0	0	0	24
cluster_7095	0.02671188071188071	0.27884615384615385	0.0	0.22530263063977946	0.1950263783247292	-0.22530263063977946	0	0	0	M06	0	0	3	271	0.7327324244615383	0.051630560153846136	1	50.0	0	0	1	1	101
cluster_7341	0.9666666666666668	1.0	0.7111111111111109	0.629971555118336	0.38873314183533947	0.08113955599277489	0	0	0	M03	0	0	2	74			0		0	0	0	0	122
cluster_7425	0.8268384326355341	0.7247474747474747	0.3864864864864865	0.47551610300086405	0.1919439588764127	-0.08902961651437757	0	0	0	M01	0	1	2	134	0.33573697	-0.459117725	0		1	0	0	0	61
cluster_7504	0.08592172025505357	0.0125	0.11138959931798806	0.07584490786569924	-0.10454483868134871	0.03554469145228882	1	1	0	M00	1	0	2	236	-0.07645641433333332	-0.25333507166666663	0		0	0	0	0	138
cluster_7612	0.07851167189028184	0.01619644723092999	0.1498267478042759	0.0779191356234932	-0.0966903101781647	0.0719076121807827	1	1	0	M04	0	0	5	925	0.03081375180000001	-0.07447457629999996	0		1	0	0	0	146
cluster_7683	0.06701972682364839	0.0	0.0	0.06883064650807093	-0.10643815691270475	-0.06883064650807093	1	0	1	M06	0	0	2	214	-0.7102907340000001	0.259227259	0		1	0	0	0	99
cluster_832	0.7029365079365079	0.6666666666666666	0.461244019138756	0.442924585581581	0.20338958939977686	0.018319433557175024	0	0	0	M01	0	1	3	345	-0.0903630925	0.1158235845	1	39.0	0	0	0	0	30
cluster_840	0.04444444444444445	0.0	0.25	0.06883064650807093	-0.09377024244630494	0.18116935349192909	1	1	0	M13	0	0	2	22	-0.0903630925	0.1158235845	0		0	0	0	0	67
cluster_883	0.03106503632819422	0.0	0.0125	0.06883064650807093	-0.08626250921928473	-0.05633064650807093	1	0	1	M02	0	1	2	205	-0.0903630925	0.1158235845	0		1	0	0	0	141
cluster_900	0.0	0.0	0.0	0.06883064650807093	-0.06883064650807093	-0.06883064650807093	1	0	1	M02	0	1	2	20	-0.0903630925	0.1158235845	0		1	0	0	0	132
cluster_915	0.21387219944338448	0.3333333333333333	0.03268817204301076	0.25587761604482595	0.14449024650312578	-0.22318944400181517	0	0	0	M07	0	0	4	628	-0.131902419	0.15655223699999998	0		0	0	1	0	74
cluster_916	0.0	1.0	0.0	0.629971555118336	0.9311693534919291	-0.629971555118336	0	0	0	M02	0	1	2	72	-0.131902419	0.15655223699999998	0		0	1	1	1	46
cluster_950	0.7858377425044089	0.11904761904761905	0.2590909090909091	0.1356331356283406	-0.3907487323096154	0.1234577734625685	0	0	0	M03	0	0	3	57	-0.10241533300000001	0.0960485905	0		0	0	0	0	52
