cluster_name	beta_8cell	beta_morula	beta_blastocyst	module_id	module_index	basin_residual_rank	latent_residual_delta_beta	abs_latent_residual_delta_beta	signed_latent_residual_direction	chr	start	end	width	n_cpg_target	branch	entry_change	exit_change	curvature	rebound_ratio	signed_duality	is_u_shape	is_inverted_u	is_residual_ranked	is_priority_residual_module
cluster_6163	0.3610440242019189	0.0	0.0166666666666666	M08	8	155	-0.0001808382892402	0.0001808382892402	-1.0	chr6	29274617	29275337	721	11	other	-0.3610440242019189	0.0166666666666666	0.3777106908685855	0.046162422168492596	1	True	False	True	False
cluster_6171	0.2763552645736553	0.1583333333333333	0.1323529411764706	M04	4	70	0.0212502803673657	0.0212502803673657	1.0	chr6	29555799	29556229	431	4	other	-0.11802193124032198	-0.02598039215686271	0.09204153908345927	0.22013190161869187	-1	False	False	True	False
cluster_618	0.0222222222222222	0.0	0.0444444444444444	M02	2	95	0.0124576729934927	0.0124576729934927	1.0	chr1	228604953	228605010	58	2	access	-0.0222222222222222	0.0444444444444444	0.0666666666666666	1.9999999999100002	1	True	False	True	True
cluster_6262	0.076094276094276	0.0	0.2333333333333333	M10	10	2	-0.1912454605053165	0.1912454605053165	-1.0	chr6	31628935	31629199	265	3	access	-0.076094276094276	0.2333333333333333	0.30942760942760933	3.066371681375635	1	True	False	True	True
cluster_6275	0.0401058201058201	0.0	0.025	M06	6	140	-0.0043033178568181	0.0043033178568181	-1.0	chr6	31737630	31737885	256	2	other	-0.0401058201058201	0.025	0.06510582010582011	0.623350923467307	1	True	False	True	False
cluster_634	0.0333333333333333	0.0	0.4	M13	13	77	0.0191270264069371	0.0191270264069371	1.0	chr1	234293071	234293143	73	3	other	-0.0333333333333333	0.4	0.43333333333333335	11.999999999640014	1	True	False	True	False
cluster_6400	0.1022695664759132	0.05	0.1010127103472968	M04	4	117	0.0079365451189275	0.0079365451189275	1.0	chr6	36237982	36238410	429	8	other	-0.0522695664759132	0.05101271034729679	0.10328227682320999	0.9759543418028626	1	True	False	True	False
cluster_6406	0.0222222222222222	0.0	0.0	M02	2	69	0.0215921505818914	0.0215921505818914	1.0	chr6	40359007	40359130	124	2	access	-0.0222222222222222	0.0	0.0222222222222222	0.0	0	False	False	True	True
cluster_6410	0.0183472983472983	0.0178571428571428	0.0633333333333333	M06	6	154	0.0005424621144622	0.0005424621144622	1.0	chr6	41375649	41376295	647	3	other	-0.0004901554901554986	0.045476190476190496	0.045966345966345995	92.77911050018916	1	True	False	True	False
cluster_643	0.1819783508871383	0.875	0.3742703059652212	M13	13	29	0.0618002006883134	0.0618002006883134	1.0	chr1	236192895	236192973	79	3	other	0.6930216491128617	-0.5007296940347787	-1.1937513431476405	0.7225310993892344	1	False	True	True	False
cluster_6442	0.0	0.0	0.0	M02	2	93	-0.0131981346851816	0.0131981346851816	-1.0	chr6	54172183	54172378	196	2	access	0.0	0.0	0.0	0.0	0	False	False	True	True
cluster_6495	0.2437020495844024	0.0	0.056845238095238	M09	9	23	0.074610828498747	0.074610828498747	1.0	chr6	130182053	130182551	499	6	other	-0.2437020495844024	0.056845238095238	0.3005472876796404	0.23325711947004893	1	True	False	True	False
cluster_6498	0.5	1.0	0.0285714285714285	M12	12	10	0.1233684733597841	0.1233684733597841	1.0	chr6	132931714	132931736	23	2	closure	0.5	-0.9714285714285715	-1.4714285714285715	1.9428571428532575	1	False	True	True	True
cluster_6518	0.1315096089521376	0.5	0.1119047619047619	M04	4	59	0.0249569027227029	0.0249569027227029	1.0	chr6	143929300	143929511	212	3	other	0.3684903910478624	-0.3880952380952381	-0.7565856291431006	1.0532031432097129	1	False	True	True	False
cluster_652	0.0155555555555555	0.0	0.2	M00	0	151	0.0014656449645791	0.0014656449645791	1.0	chr1	240783328	240783389	62	3	other	-0.0155555555555555	0.2	0.2155555555555555	12.857142856316374	1	True	False	True	False
cluster_6532	0.3156073437703985	0.09375	0.0866063348416289	M09	9	41	0.043380022403273	0.043380022403273	1.0	chr6	152702330	152702463	134	5	other	-0.2218573437703985	-0.007143665158371101	0.2147136786120274	0.03219936305435949	-1	False	False	True	False
cluster_6604	0.9893365893365892	0.8898809523809523	0.625	M03	3	44	0.0406870160028717	0.0406870160028717	1.0	chr6	167173257	167173343	87	2	other	-0.09945563695563686	-0.26488095238095233	-0.16542531542531547	2.6633075860390063	-1	False	False	True	False
cluster_6651	0.6546166341780376	0.5178571428571428	0.3557338086749851	M01	1	19	-0.0778453896585507	0.0778453896585507	-1.0	chr6	168867541	168867685	145	3	closure	-0.13675949132089482	-0.16212333418215769	-0.025363842861262864	1.185463126654685	-1	False	False	True	True
cluster_6655	0.5552155194879653	0.5	0.3432688737124221	M01	1	14	-0.1006123569637234	0.1006123569637234	-1.0	chr6	168963358	168963731	374	3	closure	-0.055215519487965325	-0.1567311262875779	-0.10151560679961258	2.8385339436840797	-1	False	False	True	True
cluster_67	0.0	0.0	0.0	M02	2	150	0.0019896580789447	0.0019896580789447	1.0	chr1	2559320	2559371	52	2	access	0.0	0.0	0.0	0.0	0	False	False	True	True
cluster_6871	0.0324487570565408	0.0	0.0355731225296442	M02	2	128	0.0064412208159518	0.0064412208159518	1.0	chr7	27225772	27226329	558	7	access	-0.0324487570565408	0.0355731225296442	0.068021879586185	1.096286137141186	1	True	False	True	True
cluster_6892	0.0444444444444444	0.0	0.0	M05	5	3	-0.1797887109823562	0.1797887109823562	-1.0	chr7	37947051	37947061	11	2	closure	-0.0444444444444444	0.0	0.0444444444444444	0.0	0	False	False	True	True
cluster_6960	0.4382098765432097	0.03125	0.2895238095238095	M01	1	12	-0.1150872869677093	0.1150872869677093	-1.0	chr7	76828885	76829845	961	3	closure	-0.4069598765432097	0.2582738095238095	0.6652336860670192	0.6346419497592711	1	True	False	True	True
cluster_6975	0.7148148148148149	1.0	0.45	M03	3	36	-0.0499656462751898	0.0499656462751898	-1.0	chr7	94927713	94928249	537	2	other	0.2851851851851851	-0.55	-0.8351851851851853	1.928571428564667	1	False	True	True	False
cluster_7000	0.0143874643874643	0.1666666666666666	0.05	M02	2	142	0.0038976825557504	0.0038976825557504	1.0	chr7	100077221	100077394	174	2	access	0.1522792022792023	-0.1166666666666666	-0.2689458689458689	0.7661365762344444	1	False	True	True	True
cluster_7042	0.0111111111111111	0.125	0.0153846153846153	M05	5	8	-0.1297927692615848	0.1297927692615848	-1.0	chr7	108168130	108168721	592	3	closure	0.1138888888888889	-0.1096153846153847	-0.2235042735042736	0.9624765478339511	1	False	True	True	True
cluster_7052	0.2889947089947089	0.3333333333333333	0.125	M08	8	104	-0.0107305322500505	0.0107305322500505	-1.0	chr7	121651766	121652024	259	4	other	0.0443386243386244	-0.20833333333333331	-0.2526719576719577	4.698687350729343	1	False	True	True	False
cluster_7072	0.6232234198027038	0.0	0.3344129554655871	M01	1	24	-0.0731353853165772	0.0731353853165772	-1.0	chr7	132435910	132436239	330	2	closure	-0.6232234198027038	0.3344129554655871	0.9576363752682908	0.5365859896133507	1	True	False	True	True
cluster_7095	0.0267118807118807	0.2788461538461538	0.0	M06	6	101	0.011326551648274	0.011326551648274	1.0	chr7	140218068	140218338	271	3	other	0.2521342731342731	-0.2788461538461538	-0.5309804269804269	1.1059430769911611	1	False	True	True	False
cluster_7341	0.9666666666666668	1.0	0.711111111111111	M03	3	122	0.0072423769026625	0.0072423769026625	1.0	chr8	1563040	1563113	74	2	other	0.033333333333333215	-0.288888888888889	-0.3222222222222222	8.6666666664067	1	False	True	True	False
cluster_7425	0.8268384326355341	0.7247474747474747	0.3864864864864865	M01	1	61	0.0238933079941673	0.0238933079941673	1.0	chr8	19460935	19461068	134	2	closure	-0.10209095788805944	-0.3382609882609882	-0.23617003037292877	3.313329556850381	-1	False	False	True	True
cluster_7504	0.0859217202550535	0.0125	0.111389599317988	M00	0	138	0.0044878001320038	0.0044878001320038	1.0	chr8	53080905	53081140	236	2	other	-0.0734217202550535	0.098889599317988	0.1723113195730415	1.3468711843459527	1	True	False	True	False
cluster_7612	0.0785116718902818	0.0161964472309299	0.1498267478042759	M04	4	146	-0.0024722167083421	0.0024722167083421	-1.0	chr8	143202730	143203654	925	5	other	-0.062315224659351895	0.13363030057334602	0.1959455252326979	2.1444245977077956	1	True	False	True	False
cluster_7683	0.0670197268236483	0.0	0.0	M06	6	99	-0.0115945833010138	0.0115945833010138	-1.0	chr9	34628025	34628238	214	2	other	-0.0670197268236483	0.0	0.0670197268236483	0.0	0	False	False	True	False
cluster_832	0.702936507936508	0.6666666666666666	0.4612440191387559	M01	1	30	0.0616692971968747	0.0616692971968747	1.0	chr10	17347047	17347391	345	3	closure	-0.03626984126984134	-0.20542264752791073	-0.1691528062580694	5.663731638468944	-1	False	False	True	True
cluster_840	0.0444444444444444	0.0	0.25	M13	13	67	0.0225100814059266	0.0225100814059266	1.0	chr10	23287263	23287284	22	2	other	-0.0444444444444444	0.25	0.2944444444444444	5.6249999998734435	1	True	False	True	False
cluster_883	0.0310650363281942	0.0	0.0125	M02	2	141	0.0040790838873312	0.0040790838873312	1.0	chr10	50816058	50816262	205	2	access	-0.0310650363281942	0.0125	0.0435650363281942	0.40238163147592365	1	True	False	True	True
cluster_900	0.0	0.0	0.0	M02	2	132	0.0054206039368366	0.0054206039368366	1.0	chr10	71560212	71560231	20	2	access	0.0	0.0	0.0	0.0	0	False	False	True	True
cluster_915	0.2138721994433844	0.3333333333333333	0.0326881720430107	M07	7	74	-0.0199935342096491	0.0199935342096491	-1.0	chr10	74714308	74714935	628	4	other	0.11946113388994892	-0.3006451612903226	-0.4201062951802715	2.516677613028259	1	False	True	True	False
cluster_916	0.0	1.0	0.0	M02	2	46	0.0347796982761695	0.0347796982761695	1.0	chr10	74870240	74870311	72	2	access	1.0	-1.0	-2.0	0.9999999999989999	1	False	True	True	True
cluster_950	0.7858377425044089	0.119047619047619	0.2590909090909091	M03	3	52	-0.0286656787681627	0.0286656787681627	-1.0	chr10	95123718	95123774	57	3	other	-0.6667901234567899	0.14004329004329008	0.8068334135000799	0.21002604135325845	1	True	False	True	False
