source	top_k	iteration	random_mean
8cell_2pn	50	303	0.14
8cell_2pn	50	304	0.24
8cell_2pn	50	305	0.22
8cell_2pn	50	306	0.22
8cell_2pn	50	307	0.14
8cell_2pn	50	308	0.3
8cell_2pn	50	309	0.16
8cell_2pn	50	310	0.2
8cell_2pn	50	311	0.18
8cell_2pn	50	312	0.22
8cell_2pn	50	313	0.16
8cell_2pn	50	314	0.26
8cell_2pn	50	315	0.22
8cell_2pn	50	316	0.24
8cell_2pn	50	317	0.16
8cell_2pn	50	318	0.2
8cell_2pn	50	319	0.24
8cell_2pn	50	320	0.16
8cell_2pn	50	321	0.28
8cell_2pn	50	322	0.18
8cell_2pn	50	323	0.22
8cell_2pn	50	324	0.32
8cell_2pn	50	325	0.24
8cell_2pn	50	326	0.2
8cell_2pn	50	327	0.22
8cell_2pn	50	328	0.32
8cell_2pn	50	329	0.24
8cell_2pn	50	330	0.2
8cell_2pn	50	331	0.24
8cell_2pn	50	332	0.16
8cell_2pn	50	333	0.18
8cell_2pn	50	334	0.16
8cell_2pn	50	335	0.32
8cell_2pn	50	336	0.14
8cell_2pn	50	337	0.32
8cell_2pn	50	338	0.26
8cell_2pn	50	339	0.3
8cell_2pn	50	340	0.26
8cell_2pn	50	341	0.18
8cell_2pn	50	342	0.2
8cell_2pn	50	343	0.18
8cell_2pn	50	344	0.26
8cell_2pn	50	345	0.18
8cell_2pn	50	346	0.22
8cell_2pn	50	347	0.16
8cell_2pn	50	348	0.22
8cell_2pn	50	349	0.16
8cell_2pn	50	350	0.18
8cell_2pn	50	351	0.28
8cell_2pn	50	352	0.16
8cell_2pn	50	353	0.26
8cell_2pn	50	354	0.16
8cell_2pn	50	355	0.22
8cell_2pn	50	356	0.22
8cell_2pn	50	357	0.26
8cell_2pn	50	358	0.2
8cell_2pn	50	359	0.26
8cell_2pn	50	360	0.14
8cell_2pn	50	361	0.18
8cell_2pn	50	362	0.12
8cell_2pn	50	363	0.32
8cell_2pn	50	364	0.3
8cell_2pn	50	365	0.16
8cell_2pn	50	366	0.2
8cell_2pn	50	367	0.26
8cell_2pn	50	368	0.24
8cell_2pn	50	369	0.22
8cell_2pn	50	370	0.3
8cell_2pn	50	371	0.26
8cell_2pn	50	372	0.14
8cell_2pn	50	373	0.38
8cell_2pn	50	374	0.14
8cell_2pn	50	375	0.1
8cell_2pn	50	376	0.28
8cell_2pn	50	377	0.14
8cell_2pn	50	378	0.26
8cell_2pn	50	379	0.2
8cell_2pn	50	380	0.12
8cell_2pn	50	381	0.18
8cell_2pn	50	382	0.26
8cell_2pn	50	383	0.24
8cell_2pn	50	384	0.24
8cell_2pn	50	385	0.16
8cell_2pn	50	386	0.12
8cell_2pn	50	387	0.16
8cell_2pn	50	388	0.2
8cell_2pn	50	389	0.14
8cell_2pn	50	390	0.14
8cell_2pn	50	391	0.24
8cell_2pn	50	392	0.22
8cell_2pn	50	393	0.22
8cell_2pn	50	394	0.24
8cell_2pn	50	395	0.06
8cell_2pn	50	396	0.32
8cell_2pn	50	397	0.14
8cell_2pn	50	398	0.26
8cell_2pn	50	399	0.2
8cell_2pn	50	400	0.26
8cell_2pn	50	401	0.16
8cell_2pn	50	402	0.26
8cell_2pn	50	403	0.16
8cell_2pn	50	404	0.24
8cell_2pn	50	405	0.16
8cell_2pn	50	406	0.26
8cell_2pn	50	407	0.14
8cell_2pn	50	408	0.2
8cell_2pn	50	409	0.22
8cell_2pn	50	410	0.12
8cell_2pn	50	411	0.2
8cell_2pn	50	412	0.18
8cell_2pn	50	413	0.16
8cell_2pn	50	414	0.22
8cell_2pn	50	415	0.2
8cell_2pn	50	416	0.28
8cell_2pn	50	417	0.2
8cell_2pn	50	418	0.16
8cell_2pn	50	419	0.22
8cell_2pn	50	420	0.2
8cell_2pn	50	421	0.2
8cell_2pn	50	422	0.22
8cell_2pn	50	423	0.24
8cell_2pn	50	424	0.16
8cell_2pn	50	425	0.2
8cell_2pn	50	426	0.26
8cell_2pn	50	427	0.3
8cell_2pn	50	428	0.12
8cell_2pn	50	429	0.3
8cell_2pn	50	430	0.1
8cell_2pn	50	431	0.18
8cell_2pn	50	432	0.3
8cell_2pn	50	433	0.16
8cell_2pn	50	434	0.24
8cell_2pn	50	435	0.16
8cell_2pn	50	436	0.2
8cell_2pn	50	437	0.18
8cell_2pn	50	438	0.32
8cell_2pn	50	439	0.22
8cell_2pn	50	440	0.22
8cell_2pn	50	441	0.2
8cell_2pn	50	442	0.26
8cell_2pn	50	443	0.08
8cell_2pn	50	444	0.2
8cell_2pn	50	445	0.26
8cell_2pn	50	446	0.32
8cell_2pn	50	447	0.26
8cell_2pn	50	448	0.1
8cell_2pn	50	449	0.16
8cell_2pn	50	450	0.26
8cell_2pn	50	451	0.32
8cell_2pn	50	452	0.22
8cell_2pn	50	453	0.18
8cell_2pn	50	454	0.22
8cell_2pn	50	455	0.16
8cell_2pn	50	456	0.22
8cell_2pn	50	457	0.14
8cell_2pn	50	458	0.1
8cell_2pn	50	459	0.32
8cell_2pn	50	460	0.26
8cell_2pn	50	461	0.14
8cell_2pn	50	462	0.16
8cell_2pn	50	463	0.3
8cell_2pn	50	464	0.28
8cell_2pn	50	465	0.12
8cell_2pn	50	466	0.18
8cell_2pn	50	467	0.24
8cell_2pn	50	468	0.2
8cell_2pn	50	469	0.14
8cell_2pn	50	470	0.2
8cell_2pn	50	471	0.22
8cell_2pn	50	472	0.14
8cell_2pn	50	473	0.2
8cell_2pn	50	474	0.22
8cell_2pn	50	475	0.26
8cell_2pn	50	476	0.18
8cell_2pn	50	477	0.24
8cell_2pn	50	478	0.2
8cell_2pn	50	479	0.24
8cell_2pn	50	480	0.16
8cell_2pn	50	481	0.2
8cell_2pn	50	482	0.34
8cell_2pn	50	483	0.2
8cell_2pn	50	484	0.24
8cell_2pn	50	485	0.24
8cell_2pn	50	486	0.18
8cell_2pn	50	487	0.26
8cell_2pn	50	488	0.2
8cell_2pn	50	489	0.16
8cell_2pn	50	490	0.16
8cell_2pn	50	491	0.24
8cell_2pn	50	492	0.18
8cell_2pn	50	493	0.22
8cell_2pn	50	494	0.24
8cell_2pn	50	495	0.3
8cell_2pn	50	496	0.2
8cell_2pn	50	497	0.24
8cell_2pn	50	498	0.18
8cell_2pn	50	499	0.24
8cell_2pn	50	500	0.34
8cell_2pn	50	501	0.08
8cell_2pn	50	502	0.2
8cell_2pn	50	503	0.22
8cell_2pn	50	504	0.26
8cell_2pn	50	505	0.24
8cell_2pn	50	506	0.2
8cell_2pn	50	507	0.22
8cell_2pn	50	508	0.26
8cell_2pn	50	509	0.2
8cell_2pn	50	510	0.22
8cell_2pn	50	511	0.18
8cell_2pn	50	512	0.14
8cell_2pn	50	513	0.22
8cell_2pn	50	514	0.32
8cell_2pn	50	515	0.22
8cell_2pn	50	516	0.16
8cell_2pn	50	517	0.24
8cell_2pn	50	518	0.14
8cell_2pn	50	519	0.18
8cell_2pn	50	520	0.18
8cell_2pn	50	521	0.18
8cell_2pn	50	522	0.14
8cell_2pn	50	523	0.24
8cell_2pn	50	524	0.14
8cell_2pn	50	525	0.18
8cell_2pn	50	526	0.16
8cell_2pn	50	527	0.24
8cell_2pn	50	528	0.18
8cell_2pn	50	529	0.24
8cell_2pn	50	530	0.2
8cell_2pn	50	531	0.22
8cell_2pn	50	532	0.22
8cell_2pn	50	533	0.2
8cell_2pn	50	534	0.2
8cell_2pn	50	535	0.28
8cell_2pn	50	536	0.24
8cell_2pn	50	537	0.26
8cell_2pn	50	538	0.18
8cell_2pn	50	539	0.2
8cell_2pn	50	540	0.14
8cell_2pn	50	541	0.28
8cell_2pn	50	542	0.12
8cell_2pn	50	543	0.28
8cell_2pn	50	544	0.2
8cell_2pn	50	545	0.26
8cell_2pn	50	546	0.2
8cell_2pn	50	547	0.22
8cell_2pn	50	548	0.22
8cell_2pn	50	549	0.18
8cell_2pn	50	550	0.18
8cell_2pn	50	551	0.22
8cell_2pn	50	552	0.28
8cell_2pn	50	553	0.28
8cell_2pn	50	554	0.2
8cell_2pn	50	555	0.2
8cell_2pn	50	556	0.28
8cell_2pn	50	557	0.22
8cell_2pn	50	558	0.16
8cell_2pn	50	559	0.24
8cell_2pn	50	560	0.18
8cell_2pn	50	561	0.32
8cell_2pn	50	562	0.14
8cell_2pn	50	563	0.22
8cell_2pn	50	564	0.32
8cell_2pn	50	565	0.22
8cell_2pn	50	566	0.22
8cell_2pn	50	567	0.18
8cell_2pn	50	568	0.16
8cell_2pn	50	569	0.28
8cell_2pn	50	570	0.12
8cell_2pn	50	571	0.2
8cell_2pn	50	572	0.3
8cell_2pn	50	573	0.2
8cell_2pn	50	574	0.24
8cell_2pn	50	575	0.16
8cell_2pn	50	576	0.3
8cell_2pn	50	577	0.22
8cell_2pn	50	578	0.26
8cell_2pn	50	579	0.24
8cell_2pn	50	580	0.12
8cell_2pn	50	581	0.14
8cell_2pn	50	582	0.18
8cell_2pn	50	583	0.22
8cell_2pn	50	584	0.26
8cell_2pn	50	585	0.24
8cell_2pn	50	586	0.22
8cell_2pn	50	587	0.24
8cell_2pn	50	588	0.14
8cell_2pn	50	589	0.22
8cell_2pn	50	590	0.24
8cell_2pn	50	591	0.24
8cell_2pn	50	592	0.12
8cell_2pn	50	593	0.16
8cell_2pn	50	594	0.2
8cell_2pn	50	595	0.2
8cell_2pn	50	596	0.2
8cell_2pn	50	597	0.22
8cell_2pn	50	598	0.26
8cell_2pn	50	599	0.24
8cell_2pn	50	600	0.34
8cell_2pn	50	601	0.16
8cell_2pn	50	602	0.2
8cell_2pn	50	603	0.24
8cell_2pn	50	604	0.12
8cell_2pn	50	605	0.26
8cell_2pn	50	606	0.26
8cell_2pn	50	607	0.16
8cell_2pn	50	608	0.18
8cell_2pn	50	609	0.14
8cell_2pn	50	610	0.26
8cell_2pn	50	611	0.18
8cell_2pn	50	612	0.22
8cell_2pn	50	613	0.28
8cell_2pn	50	614	0.16
8cell_2pn	50	615	0.18
8cell_2pn	50	616	0.18
8cell_2pn	50	617	0.16
8cell_2pn	50	618	0.1
8cell_2pn	50	619	0.22
8cell_2pn	50	620	0.2
8cell_2pn	50	621	0.18
8cell_2pn	50	622	0.18
8cell_2pn	50	623	0.22
8cell_2pn	50	624	0.22
8cell_2pn	50	625	0.18
8cell_2pn	50	626	0.22
8cell_2pn	50	627	0.14
8cell_2pn	50	628	0.14
8cell_2pn	50	629	0.16
8cell_2pn	50	630	0.18
8cell_2pn	50	631	0.12
8cell_2pn	50	632	0.22
8cell_2pn	50	633	0.14
8cell_2pn	50	634	0.12
8cell_2pn	50	635	0.2
8cell_2pn	50	636	0.24
8cell_2pn	50	637	0.32
8cell_2pn	50	638	0.16
8cell_2pn	50	639	0.16
8cell_2pn	50	640	0.24
8cell_2pn	50	641	0.32
8cell_2pn	50	642	0.18
8cell_2pn	50	643	0.2
8cell_2pn	50	644	0.22
8cell_2pn	50	645	0.22
8cell_2pn	50	646	0.26
8cell_2pn	50	647	0.22
8cell_2pn	50	648	0.2
8cell_2pn	50	649	0.24
8cell_2pn	50	650	0.16
8cell_2pn	50	651	0.18
8cell_2pn	50	652	0.16
8cell_2pn	50	653	0.18
8cell_2pn	50	654	0.26
8cell_2pn	50	655	0.22
8cell_2pn	50	656	0.14
8cell_2pn	50	657	0.38
8cell_2pn	50	658	0.22
8cell_2pn	50	659	0.14
8cell_2pn	50	660	0.24
8cell_2pn	50	661	0.24
8cell_2pn	50	662	0.22
8cell_2pn	50	663	0.12
8cell_2pn	50	664	0.32
8cell_2pn	50	665	0.16
8cell_2pn	50	666	0.18
8cell_2pn	50	667	0.18
8cell_2pn	50	668	0.24
8cell_2pn	50	669	0.2
8cell_2pn	50	670	0.22
8cell_2pn	50	671	0.12
8cell_2pn	50	672	0.16
8cell_2pn	50	673	0.2
8cell_2pn	50	674	0.16
8cell_2pn	50	675	0.18
8cell_2pn	50	676	0.22
8cell_2pn	50	677	0.18
8cell_2pn	50	678	0.26
8cell_2pn	50	679	0.34
8cell_2pn	50	680	0.22
8cell_2pn	50	681	0.2
8cell_2pn	50	682	0.18
8cell_2pn	50	683	0.14
8cell_2pn	50	684	0.16
8cell_2pn	50	685	0.12
8cell_2pn	50	686	0.2
8cell_2pn	50	687	0.28
8cell_2pn	50	688	0.12
8cell_2pn	50	689	0.16
8cell_2pn	50	690	0.22
8cell_2pn	50	691	0.16
8cell_2pn	50	692	0.16
8cell_2pn	50	693	0.18
8cell_2pn	50	694	0.3
8cell_2pn	50	695	0.18
8cell_2pn	50	696	0.2
8cell_2pn	50	697	0.28
8cell_2pn	50	698	0.2
8cell_2pn	50	699	0.12
8cell_2pn	50	700	0.22
8cell_2pn	50	701	0.22
8cell_2pn	50	702	0.2
8cell_2pn	50	703	0.18
8cell_2pn	50	704	0.14
8cell_2pn	50	705	0.26
8cell_2pn	50	706	0.18
8cell_2pn	50	707	0.1
8cell_2pn	50	708	0.18
8cell_2pn	50	709	0.32
8cell_2pn	50	710	0.34
8cell_2pn	50	711	0.2
8cell_2pn	50	712	0.12
8cell_2pn	50	713	0.08
8cell_2pn	50	714	0.22
8cell_2pn	50	715	0.24
8cell_2pn	50	716	0.22
8cell_2pn	50	717	0.22
8cell_2pn	50	718	0.22
8cell_2pn	50	719	0.2
8cell_2pn	50	720	0.2
8cell_2pn	50	721	0.2
8cell_2pn	50	722	0.2
8cell_2pn	50	723	0.2
8cell_2pn	50	724	0.24
8cell_2pn	50	725	0.14
8cell_2pn	50	726	0.2
8cell_2pn	50	727	0.18
8cell_2pn	50	728	0.2
8cell_2pn	50	729	0.16
8cell_2pn	50	730	0.28
8cell_2pn	50	731	0.22
8cell_2pn	50	732	0.14
8cell_2pn	50	733	0.18
8cell_2pn	50	734	0.26
8cell_2pn	50	735	0.24
8cell_2pn	50	736	0.24
8cell_2pn	50	737	0.18
8cell_2pn	50	738	0.2
8cell_2pn	50	739	0.24
8cell_2pn	50	740	0.2
8cell_2pn	50	741	0.14
8cell_2pn	50	742	0.28
8cell_2pn	50	743	0.08
8cell_2pn	50	744	0.12
8cell_2pn	50	745	0.26
8cell_2pn	50	746	0.2
8cell_2pn	50	747	0.14
8cell_2pn	50	748	0.2
8cell_2pn	50	749	0.24
8cell_2pn	50	750	0.18
8cell_2pn	50	751	0.16
8cell_2pn	50	752	0.18
8cell_2pn	50	753	0.24
8cell_2pn	50	754	0.3
8cell_2pn	50	755	0.24
8cell_2pn	50	756	0.24
8cell_2pn	50	757	0.14
8cell_2pn	50	758	0.1
8cell_2pn	50	759	0.14
8cell_2pn	50	760	0.2
8cell_2pn	50	761	0.14
8cell_2pn	50	762	0.18
8cell_2pn	50	763	0.14
8cell_2pn	50	764	0.06
8cell_2pn	50	765	0.18
8cell_2pn	50	766	0.18
8cell_2pn	50	767	0.18
8cell_2pn	50	768	0.24
8cell_2pn	50	769	0.22
8cell_2pn	50	770	0.3
8cell_2pn	50	771	0.14
8cell_2pn	50	772	0.24
8cell_2pn	50	773	0.28
8cell_2pn	50	774	0.26
8cell_2pn	50	775	0.28
8cell_2pn	50	776	0.2
8cell_2pn	50	777	0.12
8cell_2pn	50	778	0.24
8cell_2pn	50	779	0.22
8cell_2pn	50	780	0.18
8cell_2pn	50	781	0.26
8cell_2pn	50	782	0.22
8cell_2pn	50	783	0.18
8cell_2pn	50	784	0.24
8cell_2pn	50	785	0.16
8cell_2pn	50	786	0.2
8cell_2pn	50	787	0.1
8cell_2pn	50	788	0.18
8cell_2pn	50	789	0.28
8cell_2pn	50	790	0.2
8cell_2pn	50	791	0.2
8cell_2pn	50	792	0.18
8cell_2pn	50	793	0.26
8cell_2pn	50	794	0.24
8cell_2pn	50	795	0.28
8cell_2pn	50	796	0.18
8cell_2pn	50	797	0.16
8cell_2pn	50	798	0.12
8cell_2pn	50	799	0.22
8cell_2pn	50	800	0.18
8cell_2pn	50	801	0.18
8cell_2pn	50	802	0.2
8cell_2pn	50	803	0.14
8cell_2pn	50	804	0.22
8cell_2pn	50	805	0.2
8cell_2pn	50	806	0.28
8cell_2pn	50	807	0.26
8cell_2pn	50	808	0.26
8cell_2pn	50	809	0.16
8cell_2pn	50	810	0.28
8cell_2pn	50	811	0.18
8cell_2pn	50	812	0.24
8cell_2pn	50	813	0.2
8cell_2pn	50	814	0.22
8cell_2pn	50	815	0.24
8cell_2pn	50	816	0.36
8cell_2pn	50	817	0.22
8cell_2pn	50	818	0.2
8cell_2pn	50	819	0.24
8cell_2pn	50	820	0.24
8cell_2pn	50	821	0.16
8cell_2pn	50	822	0.2
8cell_2pn	50	823	0.24
8cell_2pn	50	824	0.2
8cell_2pn	50	825	0.18
8cell_2pn	50	826	0.28
8cell_2pn	50	827	0.3
8cell_2pn	50	828	0.16
8cell_2pn	50	829	0.16
8cell_2pn	50	830	0.18
8cell_2pn	50	831	0.22
8cell_2pn	50	832	0.1
8cell_2pn	50	833	0.24
8cell_2pn	50	834	0.18
8cell_2pn	50	835	0.14
8cell_2pn	50	836	0.26
8cell_2pn	50	837	0.12
8cell_2pn	50	838	0.24
8cell_2pn	50	839	0.18
8cell_2pn	50	840	0.22
8cell_2pn	50	841	0.18
8cell_2pn	50	842	0.1
8cell_2pn	50	843	0.22
8cell_2pn	50	844	0.2
8cell_2pn	50	845	0.24
8cell_2pn	50	846	0.22
8cell_2pn	50	847	0.3
8cell_2pn	50	848	0.14
8cell_2pn	50	849	0.22
8cell_2pn	50	850	0.18
8cell_2pn	50	851	0.18
8cell_2pn	50	852	0.18
8cell_2pn	50	853	0.28
8cell_2pn	50	854	0.24
8cell_2pn	50	855	0.24
8cell_2pn	50	856	0.24
8cell_2pn	50	857	0.16
8cell_2pn	50	858	0.2
8cell_2pn	50	859	0.3
8cell_2pn	50	860	0.24
8cell_2pn	50	861	0.16
8cell_2pn	50	862	0.16
8cell_2pn	50	863	0.1
8cell_2pn	50	864	0.2
8cell_2pn	50	865	0.18
8cell_2pn	50	866	0.16
8cell_2pn	50	867	0.34
8cell_2pn	50	868	0.26
8cell_2pn	50	869	0.2
8cell_2pn	50	870	0.12
8cell_2pn	50	871	0.2
8cell_2pn	50	872	0.18
8cell_2pn	50	873	0.28
8cell_2pn	50	874	0.18
8cell_2pn	50	875	0.2
8cell_2pn	50	876	0.3
8cell_2pn	50	877	0.28
8cell_2pn	50	878	0.2
8cell_2pn	50	879	0.14
8cell_2pn	50	880	0.26
8cell_2pn	50	881	0.16
8cell_2pn	50	882	0.22
8cell_2pn	50	883	0.2
8cell_2pn	50	884	0.22
8cell_2pn	50	885	0.24
8cell_2pn	50	886	0.22
8cell_2pn	50	887	0.3
8cell_2pn	50	888	0.16
8cell_2pn	50	889	0.16
8cell_2pn	50	890	0.12
8cell_2pn	50	891	0.3
8cell_2pn	50	892	0.22
8cell_2pn	50	893	0.22
8cell_2pn	50	894	0.14
8cell_2pn	50	895	0.14
8cell_2pn	50	896	0.28
8cell_2pn	50	897	0.24
8cell_2pn	50	898	0.24
8cell_2pn	50	899	0.24
8cell_2pn	50	900	0.3
8cell_2pn	50	901	0.14
8cell_2pn	50	902	0.2
8cell_2pn	50	903	0.22
8cell_2pn	50	904	0.18
8cell_2pn	50	905	0.12
8cell_2pn	50	906	0.14
8cell_2pn	50	907	0.18
8cell_2pn	50	908	0.18
8cell_2pn	50	909	0.22
8cell_2pn	50	910	0.16
8cell_2pn	50	911	0.18
8cell_2pn	50	912	0.2
8cell_2pn	50	913	0.24
8cell_2pn	50	914	0.22
8cell_2pn	50	915	0.28
8cell_2pn	50	916	0.14
8cell_2pn	50	917	0.26
8cell_2pn	50	918	0.36
8cell_2pn	50	919	0.18
8cell_2pn	50	920	0.24
8cell_2pn	50	921	0.18
8cell_2pn	50	922	0.14
8cell_2pn	50	923	0.16
8cell_2pn	50	924	0.26
8cell_2pn	50	925	0.28
8cell_2pn	50	926	0.2
8cell_2pn	50	927	0.24
8cell_2pn	50	928	0.2
8cell_2pn	50	929	0.26
8cell_2pn	50	930	0.12
8cell_2pn	50	931	0.2
8cell_2pn	50	932	0.22
8cell_2pn	50	933	0.34
8cell_2pn	50	934	0.22
8cell_2pn	50	935	0.2
8cell_2pn	50	936	0.14
8cell_2pn	50	937	0.26
8cell_2pn	50	938	0.18
8cell_2pn	50	939	0.18
8cell_2pn	50	940	0.24
8cell_2pn	50	941	0.18
8cell_2pn	50	942	0.3
8cell_2pn	50	943	0.2
8cell_2pn	50	944	0.28
8cell_2pn	50	945	0.24
8cell_2pn	50	946	0.2
8cell_2pn	50	947	0.22
8cell_2pn	50	948	0.2
8cell_2pn	50	949	0.06
8cell_2pn	50	950	0.2
8cell_2pn	50	951	0.3
8cell_2pn	50	952	0.16
8cell_2pn	50	953	0.24
8cell_2pn	50	954	0.24
8cell_2pn	50	955	0.2
8cell_2pn	50	956	0.22
8cell_2pn	50	957	0.16
8cell_2pn	50	958	0.2
8cell_2pn	50	959	0.26
8cell_2pn	50	960	0.22
8cell_2pn	50	961	0.18
8cell_2pn	50	962	0.1
8cell_2pn	50	963	0.18
8cell_2pn	50	964	0.3
8cell_2pn	50	965	0.2
8cell_2pn	50	966	0.14
8cell_2pn	50	967	0.26
8cell_2pn	50	968	0.32
8cell_2pn	50	969	0.16
8cell_2pn	50	970	0.12
8cell_2pn	50	971	0.3
8cell_2pn	50	972	0.18
8cell_2pn	50	973	0.24
8cell_2pn	50	974	0.14
8cell_2pn	50	975	0.16
8cell_2pn	50	976	0.22
8cell_2pn	50	977	0.16
8cell_2pn	50	978	0.18
8cell_2pn	50	979	0.18
8cell_2pn	50	980	0.26
8cell_2pn	50	981	0.2
8cell_2pn	50	982	0.2
8cell_2pn	50	983	0.18
8cell_2pn	50	984	0.28
8cell_2pn	50	985	0.34
8cell_2pn	50	986	0.2
8cell_2pn	50	987	0.18
8cell_2pn	50	988	0.22
8cell_2pn	50	989	0.22
8cell_2pn	50	990	0.28
8cell_2pn	50	991	0.2
8cell_2pn	50	992	0.26
8cell_2pn	50	993	0.28
8cell_2pn	50	994	0.28
8cell_2pn	50	995	0.22
8cell_2pn	50	996	0.2
8cell_2pn	50	997	0.22
8cell_2pn	50	998	0.28
8cell_2pn	50	999	0.2
8cell_2pn	100	0	0.22
8cell_2pn	100	1	0.18
8cell_2pn	100	2	0.19
8cell_2pn	100	3	0.28
8cell_2pn	100	4	0.25
8cell_2pn	100	5	0.21
8cell_2pn	100	6	0.28
8cell_2pn	100	7	0.23
8cell_2pn	100	8	0.22
8cell_2pn	100	9	0.25
8cell_2pn	100	10	0.22
8cell_2pn	100	11	0.28
8cell_2pn	100	12	0.21
8cell_2pn	100	13	0.25
8cell_2pn	100	14	0.24
8cell_2pn	100	15	0.21
8cell_2pn	100	16	0.22
8cell_2pn	100	17	0.25
8cell_2pn	100	18	0.26
8cell_2pn	100	19	0.25
8cell_2pn	100	20	0.21
8cell_2pn	100	21	0.27
8cell_2pn	100	22	0.19
8cell_2pn	100	23	0.24
8cell_2pn	100	24	0.22
8cell_2pn	100	25	0.3
8cell_2pn	100	26	0.28
8cell_2pn	100	27	0.25
8cell_2pn	100	28	0.28
8cell_2pn	100	29	0.22
8cell_2pn	100	30	0.2
8cell_2pn	100	31	0.18
8cell_2pn	100	32	0.19
8cell_2pn	100	33	0.28
8cell_2pn	100	34	0.32
8cell_2pn	100	35	0.29
8cell_2pn	100	36	0.28
8cell_2pn	100	37	0.28
8cell_2pn	100	38	0.24
8cell_2pn	100	39	0.28
8cell_2pn	100	40	0.26
8cell_2pn	100	41	0.24
8cell_2pn	100	42	0.26
8cell_2pn	100	43	0.25
8cell_2pn	100	44	0.23
8cell_2pn	100	45	0.19
8cell_2pn	100	46	0.19
8cell_2pn	100	47	0.27
8cell_2pn	100	48	0.19
8cell_2pn	100	49	0.24
8cell_2pn	100	50	0.22
8cell_2pn	100	51	0.22
8cell_2pn	100	52	0.19
8cell_2pn	100	53	0.29
8cell_2pn	100	54	0.32
8cell_2pn	100	55	0.19
8cell_2pn	100	56	0.24
8cell_2pn	100	57	0.27
8cell_2pn	100	58	0.26
8cell_2pn	100	59	0.26
8cell_2pn	100	60	0.23
8cell_2pn	100	61	0.25
8cell_2pn	100	62	0.16
8cell_2pn	100	63	0.23
8cell_2pn	100	64	0.26
8cell_2pn	100	65	0.24
8cell_2pn	100	66	0.32
8cell_2pn	100	67	0.23
8cell_2pn	100	68	0.29
8cell_2pn	100	69	0.25
8cell_2pn	100	70	0.22
8cell_2pn	100	71	0.25
8cell_2pn	100	72	0.2
8cell_2pn	100	73	0.23
8cell_2pn	100	74	0.28
8cell_2pn	100	75	0.26
8cell_2pn	100	76	0.29
8cell_2pn	100	77	0.23
8cell_2pn	100	78	0.25
8cell_2pn	100	79	0.29
8cell_2pn	100	80	0.25
8cell_2pn	100	81	0.34
8cell_2pn	100	82	0.25
8cell_2pn	100	83	0.24
8cell_2pn	100	84	0.24
8cell_2pn	100	85	0.19
8cell_2pn	100	86	0.3
8cell_2pn	100	87	0.26
8cell_2pn	100	88	0.27
8cell_2pn	100	89	0.28
8cell_2pn	100	90	0.28
8cell_2pn	100	91	0.22
8cell_2pn	100	92	0.23
8cell_2pn	100	93	0.25
8cell_2pn	100	94	0.31
8cell_2pn	100	95	0.2
8cell_2pn	100	96	0.29
8cell_2pn	100	97	0.19
8cell_2pn	100	98	0.23
8cell_2pn	100	99	0.22
8cell_2pn	100	100	0.18
8cell_2pn	100	101	0.23
8cell_2pn	100	102	0.23
8cell_2pn	100	103	0.23
8cell_2pn	100	104	0.18
8cell_2pn	100	105	0.25
8cell_2pn	100	106	0.25
8cell_2pn	100	107	0.23
8cell_2pn	100	108	0.21
8cell_2pn	100	109	0.17
8cell_2pn	100	110	0.23
8cell_2pn	100	111	0.23
8cell_2pn	100	112	0.25
8cell_2pn	100	113	0.24
8cell_2pn	100	114	0.18
8cell_2pn	100	115	0.24
8cell_2pn	100	116	0.19
8cell_2pn	100	117	0.24
8cell_2pn	100	118	0.26
8cell_2pn	100	119	0.22
8cell_2pn	100	120	0.19
8cell_2pn	100	121	0.17
8cell_2pn	100	122	0.25
8cell_2pn	100	123	0.22
8cell_2pn	100	124	0.24
8cell_2pn	100	125	0.2
8cell_2pn	100	126	0.22
8cell_2pn	100	127	0.19
8cell_2pn	100	128	0.2
8cell_2pn	100	129	0.23
8cell_2pn	100	130	0.21
8cell_2pn	100	131	0.29
8cell_2pn	100	132	0.23
8cell_2pn	100	133	0.28
8cell_2pn	100	134	0.27
8cell_2pn	100	135	0.25
8cell_2pn	100	136	0.22
8cell_2pn	100	137	0.26
8cell_2pn	100	138	0.21
8cell_2pn	100	139	0.24
8cell_2pn	100	140	0.21
8cell_2pn	100	141	0.24
8cell_2pn	100	142	0.24
8cell_2pn	100	143	0.22
8cell_2pn	100	144	0.21
8cell_2pn	100	145	0.26
8cell_2pn	100	146	0.2
8cell_2pn	100	147	0.21
8cell_2pn	100	148	0.31
8cell_2pn	100	149	0.24
8cell_2pn	100	150	0.18
8cell_2pn	100	151	0.21
8cell_2pn	100	152	0.26
8cell_2pn	100	153	0.27
8cell_2pn	100	154	0.24
8cell_2pn	100	155	0.27
8cell_2pn	100	156	0.27
8cell_2pn	100	157	0.28
8cell_2pn	100	158	0.26
8cell_2pn	100	159	0.24
8cell_2pn	100	160	0.22
8cell_2pn	100	161	0.25
8cell_2pn	100	162	0.21
8cell_2pn	100	163	0.23
8cell_2pn	100	164	0.24
8cell_2pn	100	165	0.25
8cell_2pn	100	166	0.21
8cell_2pn	100	167	0.31
8cell_2pn	100	168	0.24
8cell_2pn	100	169	0.22
8cell_2pn	100	170	0.26
8cell_2pn	100	171	0.26
8cell_2pn	100	172	0.2
8cell_2pn	100	173	0.26
8cell_2pn	100	174	0.23
8cell_2pn	100	175	0.24
8cell_2pn	100	176	0.27
