top_k	metric	iteration	random_mean
25	overlap_public_chromatin	345	1.0
25	overlap_public_chromatin	346	0.96
25	overlap_public_chromatin	347	0.96
25	overlap_public_chromatin	348	0.96
25	overlap_public_chromatin	349	0.88
25	overlap_public_chromatin	350	1.0
25	overlap_public_chromatin	351	0.96
25	overlap_public_chromatin	352	0.84
25	overlap_public_chromatin	353	0.92
25	overlap_public_chromatin	354	0.88
25	overlap_public_chromatin	355	0.92
25	overlap_public_chromatin	356	0.96
25	overlap_public_chromatin	357	0.96
25	overlap_public_chromatin	358	0.96
25	overlap_public_chromatin	359	1.0
25	overlap_public_chromatin	360	0.92
25	overlap_public_chromatin	361	0.88
25	overlap_public_chromatin	362	1.0
25	overlap_public_chromatin	363	1.0
25	overlap_public_chromatin	364	0.96
25	overlap_public_chromatin	365	1.0
25	overlap_public_chromatin	366	1.0
25	overlap_public_chromatin	367	0.96
25	overlap_public_chromatin	368	0.92
25	overlap_public_chromatin	369	0.96
25	overlap_public_chromatin	370	0.96
25	overlap_public_chromatin	371	1.0
25	overlap_public_chromatin	372	0.92
25	overlap_public_chromatin	373	1.0
25	overlap_public_chromatin	374	0.88
25	overlap_public_chromatin	375	1.0
25	overlap_public_chromatin	376	0.84
25	overlap_public_chromatin	377	1.0
25	overlap_public_chromatin	378	0.96
25	overlap_public_chromatin	379	0.92
25	overlap_public_chromatin	380	1.0
25	overlap_public_chromatin	381	1.0
25	overlap_public_chromatin	382	0.96
25	overlap_public_chromatin	383	0.92
25	overlap_public_chromatin	384	0.96
25	overlap_public_chromatin	385	0.92
25	overlap_public_chromatin	386	0.96
25	overlap_public_chromatin	387	0.92
25	overlap_public_chromatin	388	1.0
25	overlap_public_chromatin	389	0.96
25	overlap_public_chromatin	390	0.92
25	overlap_public_chromatin	391	0.92
25	overlap_public_chromatin	392	0.96
25	overlap_public_chromatin	393	1.0
25	overlap_public_chromatin	394	0.96
25	overlap_public_chromatin	395	1.0
25	overlap_public_chromatin	396	0.96
25	overlap_public_chromatin	397	1.0
25	overlap_public_chromatin	398	1.0
25	overlap_public_chromatin	399	1.0
25	overlap_public_chromatin	400	0.92
25	overlap_public_chromatin	401	0.92
25	overlap_public_chromatin	402	0.92
25	overlap_public_chromatin	403	0.96
25	overlap_public_chromatin	404	0.96
25	overlap_public_chromatin	405	0.96
25	overlap_public_chromatin	406	0.88
25	overlap_public_chromatin	407	0.96
25	overlap_public_chromatin	408	0.96
25	overlap_public_chromatin	409	0.96
25	overlap_public_chromatin	410	1.0
25	overlap_public_chromatin	411	0.92
25	overlap_public_chromatin	412	0.92
25	overlap_public_chromatin	413	0.96
25	overlap_public_chromatin	414	0.92
25	overlap_public_chromatin	415	1.0
25	overlap_public_chromatin	416	0.92
25	overlap_public_chromatin	417	0.96
25	overlap_public_chromatin	418	0.92
25	overlap_public_chromatin	419	0.96
25	overlap_public_chromatin	420	0.96
25	overlap_public_chromatin	421	1.0
25	overlap_public_chromatin	422	1.0
25	overlap_public_chromatin	423	0.96
25	overlap_public_chromatin	424	0.96
25	overlap_public_chromatin	425	0.96
25	overlap_public_chromatin	426	1.0
25	overlap_public_chromatin	427	1.0
25	overlap_public_chromatin	428	0.96
25	overlap_public_chromatin	429	0.96
25	overlap_public_chromatin	430	0.96
25	overlap_public_chromatin	431	1.0
25	overlap_public_chromatin	432	1.0
25	overlap_public_chromatin	433	0.92
25	overlap_public_chromatin	434	0.96
25	overlap_public_chromatin	435	0.96
25	overlap_public_chromatin	436	1.0
25	overlap_public_chromatin	437	0.96
25	overlap_public_chromatin	438	0.92
25	overlap_public_chromatin	439	0.96
25	overlap_public_chromatin	440	0.92
25	overlap_public_chromatin	441	1.0
25	overlap_public_chromatin	442	0.92
25	overlap_public_chromatin	443	0.92
25	overlap_public_chromatin	444	1.0
25	overlap_public_chromatin	445	0.96
25	overlap_public_chromatin	446	1.0
25	overlap_public_chromatin	447	1.0
25	overlap_public_chromatin	448	1.0
25	overlap_public_chromatin	449	1.0
25	overlap_public_chromatin	450	1.0
25	overlap_public_chromatin	451	0.88
25	overlap_public_chromatin	452	0.96
25	overlap_public_chromatin	453	1.0
25	overlap_public_chromatin	454	1.0
25	overlap_public_chromatin	455	1.0
25	overlap_public_chromatin	456	0.92
25	overlap_public_chromatin	457	1.0
25	overlap_public_chromatin	458	0.96
25	overlap_public_chromatin	459	0.96
25	overlap_public_chromatin	460	0.96
25	overlap_public_chromatin	461	0.92
25	overlap_public_chromatin	462	1.0
25	overlap_public_chromatin	463	0.88
25	overlap_public_chromatin	464	1.0
25	overlap_public_chromatin	465	1.0
25	overlap_public_chromatin	466	0.96
25	overlap_public_chromatin	467	0.92
25	overlap_public_chromatin	468	1.0
25	overlap_public_chromatin	469	0.92
25	overlap_public_chromatin	470	1.0
25	overlap_public_chromatin	471	0.96
25	overlap_public_chromatin	472	0.96
25	overlap_public_chromatin	473	0.96
25	overlap_public_chromatin	474	0.96
25	overlap_public_chromatin	475	1.0
25	overlap_public_chromatin	476	0.92
25	overlap_public_chromatin	477	1.0
25	overlap_public_chromatin	478	0.92
25	overlap_public_chromatin	479	0.92
25	overlap_public_chromatin	480	1.0
25	overlap_public_chromatin	481	1.0
25	overlap_public_chromatin	482	1.0
25	overlap_public_chromatin	483	1.0
25	overlap_public_chromatin	484	1.0
25	overlap_public_chromatin	485	0.96
25	overlap_public_chromatin	486	0.92
25	overlap_public_chromatin	487	1.0
25	overlap_public_chromatin	488	1.0
25	overlap_public_chromatin	489	1.0
25	overlap_public_chromatin	490	0.96
25	overlap_public_chromatin	491	0.96
25	overlap_public_chromatin	492	1.0
25	overlap_public_chromatin	493	0.96
25	overlap_public_chromatin	494	0.96
25	overlap_public_chromatin	495	1.0
25	overlap_public_chromatin	496	0.96
25	overlap_public_chromatin	497	0.92
25	overlap_public_chromatin	498	1.0
25	overlap_public_chromatin	499	1.0
25	overlap_public_chromatin	500	0.96
25	overlap_public_chromatin	501	0.96
25	overlap_public_chromatin	502	1.0
25	overlap_public_chromatin	503	0.96
25	overlap_public_chromatin	504	1.0
25	overlap_public_chromatin	505	0.96
25	overlap_public_chromatin	506	1.0
25	overlap_public_chromatin	507	0.96
25	overlap_public_chromatin	508	0.96
25	overlap_public_chromatin	509	0.96
25	overlap_public_chromatin	510	1.0
25	overlap_public_chromatin	511	1.0
25	overlap_public_chromatin	512	1.0
25	overlap_public_chromatin	513	1.0
25	overlap_public_chromatin	514	0.92
25	overlap_public_chromatin	515	1.0
25	overlap_public_chromatin	516	0.96
25	overlap_public_chromatin	517	1.0
25	overlap_public_chromatin	518	0.88
25	overlap_public_chromatin	519	1.0
25	overlap_public_chromatin	520	1.0
25	overlap_public_chromatin	521	0.92
25	overlap_public_chromatin	522	0.92
25	overlap_public_chromatin	523	0.96
25	overlap_public_chromatin	524	0.96
25	overlap_public_chromatin	525	0.96
25	overlap_public_chromatin	526	1.0
25	overlap_public_chromatin	527	0.96
25	overlap_public_chromatin	528	1.0
25	overlap_public_chromatin	529	1.0
25	overlap_public_chromatin	530	0.96
25	overlap_public_chromatin	531	0.92
25	overlap_public_chromatin	532	0.92
25	overlap_public_chromatin	533	0.96
25	overlap_public_chromatin	534	0.96
25	overlap_public_chromatin	535	1.0
25	overlap_public_chromatin	536	0.96
25	overlap_public_chromatin	537	0.96
25	overlap_public_chromatin	538	0.88
25	overlap_public_chromatin	539	0.96
25	overlap_public_chromatin	540	1.0
25	overlap_public_chromatin	541	1.0
25	overlap_public_chromatin	542	1.0
25	overlap_public_chromatin	543	0.96
25	overlap_public_chromatin	544	0.96
25	overlap_public_chromatin	545	0.96
25	overlap_public_chromatin	546	1.0
25	overlap_public_chromatin	547	1.0
25	overlap_public_chromatin	548	0.92
25	overlap_public_chromatin	549	1.0
25	overlap_public_chromatin	550	0.96
25	overlap_public_chromatin	551	1.0
25	overlap_public_chromatin	552	0.92
25	overlap_public_chromatin	553	0.96
25	overlap_public_chromatin	554	1.0
25	overlap_public_chromatin	555	1.0
25	overlap_public_chromatin	556	0.92
25	overlap_public_chromatin	557	0.92
25	overlap_public_chromatin	558	0.92
25	overlap_public_chromatin	559	1.0
25	overlap_public_chromatin	560	0.96
25	overlap_public_chromatin	561	0.96
25	overlap_public_chromatin	562	0.92
25	overlap_public_chromatin	563	0.88
25	overlap_public_chromatin	564	1.0
25	overlap_public_chromatin	565	1.0
25	overlap_public_chromatin	566	1.0
25	overlap_public_chromatin	567	1.0
25	overlap_public_chromatin	568	1.0
25	overlap_public_chromatin	569	0.96
25	overlap_public_chromatin	570	0.92
25	overlap_public_chromatin	571	0.96
25	overlap_public_chromatin	572	0.92
25	overlap_public_chromatin	573	0.92
25	overlap_public_chromatin	574	0.96
25	overlap_public_chromatin	575	0.92
25	overlap_public_chromatin	576	1.0
25	overlap_public_chromatin	577	0.92
25	overlap_public_chromatin	578	0.92
25	overlap_public_chromatin	579	0.96
25	overlap_public_chromatin	580	1.0
25	overlap_public_chromatin	581	1.0
25	overlap_public_chromatin	582	1.0
25	overlap_public_chromatin	583	0.96
25	overlap_public_chromatin	584	0.88
25	overlap_public_chromatin	585	1.0
25	overlap_public_chromatin	586	0.96
25	overlap_public_chromatin	587	0.96
25	overlap_public_chromatin	588	0.96
25	overlap_public_chromatin	589	1.0
25	overlap_public_chromatin	590	1.0
25	overlap_public_chromatin	591	1.0
25	overlap_public_chromatin	592	0.96
25	overlap_public_chromatin	593	1.0
25	overlap_public_chromatin	594	0.92
25	overlap_public_chromatin	595	0.88
25	overlap_public_chromatin	596	1.0
25	overlap_public_chromatin	597	1.0
25	overlap_public_chromatin	598	1.0
25	overlap_public_chromatin	599	0.92
25	overlap_public_chromatin	600	1.0
25	overlap_public_chromatin	601	0.96
25	overlap_public_chromatin	602	0.92
25	overlap_public_chromatin	603	1.0
25	overlap_public_chromatin	604	0.96
25	overlap_public_chromatin	605	0.92
25	overlap_public_chromatin	606	1.0
25	overlap_public_chromatin	607	1.0
25	overlap_public_chromatin	608	0.96
25	overlap_public_chromatin	609	0.96
25	overlap_public_chromatin	610	0.92
25	overlap_public_chromatin	611	1.0
25	overlap_public_chromatin	612	1.0
25	overlap_public_chromatin	613	0.96
25	overlap_public_chromatin	614	1.0
25	overlap_public_chromatin	615	1.0
25	overlap_public_chromatin	616	1.0
25	overlap_public_chromatin	617	1.0
25	overlap_public_chromatin	618	1.0
25	overlap_public_chromatin	619	1.0
25	overlap_public_chromatin	620	0.96
25	overlap_public_chromatin	621	0.96
25	overlap_public_chromatin	622	1.0
25	overlap_public_chromatin	623	0.96
25	overlap_public_chromatin	624	0.92
25	overlap_public_chromatin	625	0.96
25	overlap_public_chromatin	626	0.92
25	overlap_public_chromatin	627	1.0
25	overlap_public_chromatin	628	0.96
25	overlap_public_chromatin	629	0.96
25	overlap_public_chromatin	630	0.92
25	overlap_public_chromatin	631	0.96
25	overlap_public_chromatin	632	0.96
25	overlap_public_chromatin	633	1.0
25	overlap_public_chromatin	634	0.96
25	overlap_public_chromatin	635	0.96
25	overlap_public_chromatin	636	1.0
25	overlap_public_chromatin	637	1.0
25	overlap_public_chromatin	638	1.0
25	overlap_public_chromatin	639	1.0
25	overlap_public_chromatin	640	0.88
25	overlap_public_chromatin	641	1.0
25	overlap_public_chromatin	642	0.96
25	overlap_public_chromatin	643	1.0
25	overlap_public_chromatin	644	1.0
25	overlap_public_chromatin	645	0.96
25	overlap_public_chromatin	646	0.96
25	overlap_public_chromatin	647	0.96
25	overlap_public_chromatin	648	0.96
25	overlap_public_chromatin	649	0.92
25	overlap_public_chromatin	650	0.96
25	overlap_public_chromatin	651	0.92
25	overlap_public_chromatin	652	0.96
25	overlap_public_chromatin	653	1.0
25	overlap_public_chromatin	654	1.0
25	overlap_public_chromatin	655	0.88
25	overlap_public_chromatin	656	0.96
25	overlap_public_chromatin	657	0.88
25	overlap_public_chromatin	658	1.0
25	overlap_public_chromatin	659	0.96
25	overlap_public_chromatin	660	0.84
25	overlap_public_chromatin	661	0.88
25	overlap_public_chromatin	662	0.92
25	overlap_public_chromatin	663	0.96
25	overlap_public_chromatin	664	0.88
25	overlap_public_chromatin	665	0.92
25	overlap_public_chromatin	666	0.96
25	overlap_public_chromatin	667	0.96
25	overlap_public_chromatin	668	0.96
25	overlap_public_chromatin	669	0.96
25	overlap_public_chromatin	670	1.0
25	overlap_public_chromatin	671	0.96
25	overlap_public_chromatin	672	0.96
25	overlap_public_chromatin	673	0.96
25	overlap_public_chromatin	674	0.92
25	overlap_public_chromatin	675	0.96
25	overlap_public_chromatin	676	0.92
25	overlap_public_chromatin	677	1.0
25	overlap_public_chromatin	678	1.0
25	overlap_public_chromatin	679	0.96
25	overlap_public_chromatin	680	0.96
25	overlap_public_chromatin	681	0.96
25	overlap_public_chromatin	682	0.96
25	overlap_public_chromatin	683	0.96
25	overlap_public_chromatin	684	1.0
25	overlap_public_chromatin	685	0.92
25	overlap_public_chromatin	686	1.0
25	overlap_public_chromatin	687	0.96
25	overlap_public_chromatin	688	0.96
25	overlap_public_chromatin	689	0.96
25	overlap_public_chromatin	690	1.0
25	overlap_public_chromatin	691	1.0
25	overlap_public_chromatin	692	0.96
25	overlap_public_chromatin	693	0.96
25	overlap_public_chromatin	694	0.96
25	overlap_public_chromatin	695	0.88
25	overlap_public_chromatin	696	1.0
25	overlap_public_chromatin	697	0.96
25	overlap_public_chromatin	698	0.96
25	overlap_public_chromatin	699	0.92
25	overlap_public_chromatin	700	0.92
25	overlap_public_chromatin	701	0.96
25	overlap_public_chromatin	702	1.0
25	overlap_public_chromatin	703	0.92
25	overlap_public_chromatin	704	0.92
25	overlap_public_chromatin	705	0.96
25	overlap_public_chromatin	706	1.0
25	overlap_public_chromatin	707	0.96
25	overlap_public_chromatin	708	1.0
25	overlap_public_chromatin	709	1.0
25	overlap_public_chromatin	710	0.92
25	overlap_public_chromatin	711	0.92
25	overlap_public_chromatin	712	0.96
25	overlap_public_chromatin	713	0.88
25	overlap_public_chromatin	714	0.92
25	overlap_public_chromatin	715	0.92
25	overlap_public_chromatin	716	0.92
25	overlap_public_chromatin	717	0.96
25	overlap_public_chromatin	718	1.0
25	overlap_public_chromatin	719	0.88
25	overlap_public_chromatin	720	1.0
25	overlap_public_chromatin	721	0.96
25	overlap_public_chromatin	722	0.96
25	overlap_public_chromatin	723	1.0
25	overlap_public_chromatin	724	0.92
25	overlap_public_chromatin	725	0.96
25	overlap_public_chromatin	726	0.96
25	overlap_public_chromatin	727	0.88
25	overlap_public_chromatin	728	0.92
25	overlap_public_chromatin	729	0.96
25	overlap_public_chromatin	730	0.88
25	overlap_public_chromatin	731	0.96
25	overlap_public_chromatin	732	1.0
25	overlap_public_chromatin	733	1.0
25	overlap_public_chromatin	734	1.0
25	overlap_public_chromatin	735	0.96
25	overlap_public_chromatin	736	1.0
25	overlap_public_chromatin	737	0.84
25	overlap_public_chromatin	738	1.0
25	overlap_public_chromatin	739	0.96
25	overlap_public_chromatin	740	0.96
25	overlap_public_chromatin	741	0.96
25	overlap_public_chromatin	742	0.92
25	overlap_public_chromatin	743	1.0
25	overlap_public_chromatin	744	0.92
25	overlap_public_chromatin	745	0.96
25	overlap_public_chromatin	746	1.0
25	overlap_public_chromatin	747	0.96
25	overlap_public_chromatin	748	0.88
25	overlap_public_chromatin	749	0.92
25	overlap_public_chromatin	750	0.92
25	overlap_public_chromatin	751	0.92
25	overlap_public_chromatin	752	1.0
25	overlap_public_chromatin	753	1.0
25	overlap_public_chromatin	754	0.96
25	overlap_public_chromatin	755	0.96
25	overlap_public_chromatin	756	0.96
25	overlap_public_chromatin	757	0.88
25	overlap_public_chromatin	758	0.96
25	overlap_public_chromatin	759	0.96
25	overlap_public_chromatin	760	1.0
25	overlap_public_chromatin	761	1.0
25	overlap_public_chromatin	762	0.92
25	overlap_public_chromatin	763	0.92
25	overlap_public_chromatin	764	0.88
25	overlap_public_chromatin	765	1.0
25	overlap_public_chromatin	766	0.96
25	overlap_public_chromatin	767	1.0
25	overlap_public_chromatin	768	0.92
25	overlap_public_chromatin	769	0.92
25	overlap_public_chromatin	770	0.96
25	overlap_public_chromatin	771	0.88
25	overlap_public_chromatin	772	0.96
25	overlap_public_chromatin	773	1.0
25	overlap_public_chromatin	774	1.0
25	overlap_public_chromatin	775	0.92
25	overlap_public_chromatin	776	1.0
25	overlap_public_chromatin	777	0.96
25	overlap_public_chromatin	778	0.96
25	overlap_public_chromatin	779	0.96
25	overlap_public_chromatin	780	0.96
25	overlap_public_chromatin	781	0.96
25	overlap_public_chromatin	782	0.92
25	overlap_public_chromatin	783	1.0
25	overlap_public_chromatin	784	0.92
25	overlap_public_chromatin	785	0.92
25	overlap_public_chromatin	786	0.88
25	overlap_public_chromatin	787	1.0
25	overlap_public_chromatin	788	0.96
25	overlap_public_chromatin	789	0.96
25	overlap_public_chromatin	790	0.88
25	overlap_public_chromatin	791	0.96
25	overlap_public_chromatin	792	1.0
25	overlap_public_chromatin	793	1.0
25	overlap_public_chromatin	794	0.96
25	overlap_public_chromatin	795	0.96
25	overlap_public_chromatin	796	0.96
25	overlap_public_chromatin	797	0.96
25	overlap_public_chromatin	798	0.84
25	overlap_public_chromatin	799	1.0
25	overlap_public_chromatin	800	0.92
25	overlap_public_chromatin	801	0.96
25	overlap_public_chromatin	802	0.92
25	overlap_public_chromatin	803	0.92
25	overlap_public_chromatin	804	0.96
25	overlap_public_chromatin	805	0.88
25	overlap_public_chromatin	806	0.96
25	overlap_public_chromatin	807	0.96
25	overlap_public_chromatin	808	1.0
25	overlap_public_chromatin	809	0.96
25	overlap_public_chromatin	810	0.96
25	overlap_public_chromatin	811	1.0
25	overlap_public_chromatin	812	0.96
25	overlap_public_chromatin	813	1.0
25	overlap_public_chromatin	814	0.96
25	overlap_public_chromatin	815	0.96
25	overlap_public_chromatin	816	0.92
25	overlap_public_chromatin	817	0.88
25	overlap_public_chromatin	818	0.96
25	overlap_public_chromatin	819	1.0
25	overlap_public_chromatin	820	0.92
25	overlap_public_chromatin	821	0.96
25	overlap_public_chromatin	822	0.96
25	overlap_public_chromatin	823	0.88
25	overlap_public_chromatin	824	0.92
25	overlap_public_chromatin	825	1.0
25	overlap_public_chromatin	826	1.0
25	overlap_public_chromatin	827	0.96
25	overlap_public_chromatin	828	1.0
25	overlap_public_chromatin	829	0.92
25	overlap_public_chromatin	830	1.0
25	overlap_public_chromatin	831	1.0
25	overlap_public_chromatin	832	1.0
25	overlap_public_chromatin	833	1.0
25	overlap_public_chromatin	834	0.88
25	overlap_public_chromatin	835	0.96
25	overlap_public_chromatin	836	0.96
25	overlap_public_chromatin	837	0.96
25	overlap_public_chromatin	838	0.96
25	overlap_public_chromatin	839	0.92
25	overlap_public_chromatin	840	1.0
25	overlap_public_chromatin	841	0.96
25	overlap_public_chromatin	842	0.88
25	overlap_public_chromatin	843	0.88
25	overlap_public_chromatin	844	0.96
25	overlap_public_chromatin	845	0.92
25	overlap_public_chromatin	846	0.96
25	overlap_public_chromatin	847	0.96
25	overlap_public_chromatin	848	0.92
25	overlap_public_chromatin	849	0.84
25	overlap_public_chromatin	850	1.0
25	overlap_public_chromatin	851	0.96
25	overlap_public_chromatin	852	0.96
25	overlap_public_chromatin	853	0.96
25	overlap_public_chromatin	854	0.96
25	overlap_public_chromatin	855	0.92
25	overlap_public_chromatin	856	0.92
25	overlap_public_chromatin	857	0.96
25	overlap_public_chromatin	858	1.0
25	overlap_public_chromatin	859	0.96
25	overlap_public_chromatin	860	1.0
25	overlap_public_chromatin	861	1.0
25	overlap_public_chromatin	862	1.0
25	overlap_public_chromatin	863	0.92
25	overlap_public_chromatin	864	1.0
25	overlap_public_chromatin	865	1.0
25	overlap_public_chromatin	866	1.0
25	overlap_public_chromatin	867	0.92
25	overlap_public_chromatin	868	0.96
25	overlap_public_chromatin	869	0.96
25	overlap_public_chromatin	870	0.92
25	overlap_public_chromatin	871	0.92
25	overlap_public_chromatin	872	0.88
25	overlap_public_chromatin	873	0.96
25	overlap_public_chromatin	874	1.0
25	overlap_public_chromatin	875	0.92
25	overlap_public_chromatin	876	0.96
25	overlap_public_chromatin	877	1.0
25	overlap_public_chromatin	878	0.96
25	overlap_public_chromatin	879	1.0
25	overlap_public_chromatin	880	1.0
25	overlap_public_chromatin	881	1.0
25	overlap_public_chromatin	882	1.0
25	overlap_public_chromatin	883	0.92
25	overlap_public_chromatin	884	0.96
25	overlap_public_chromatin	885	0.92
25	overlap_public_chromatin	886	1.0
25	overlap_public_chromatin	887	0.92
25	overlap_public_chromatin	888	0.92
25	overlap_public_chromatin	889	0.96
25	overlap_public_chromatin	890	0.96
25	overlap_public_chromatin	891	1.0
25	overlap_public_chromatin	892	1.0
25	overlap_public_chromatin	893	0.96
25	overlap_public_chromatin	894	0.84
25	overlap_public_chromatin	895	1.0
25	overlap_public_chromatin	896	1.0
25	overlap_public_chromatin	897	1.0
25	overlap_public_chromatin	898	1.0
25	overlap_public_chromatin	899	0.96
25	overlap_public_chromatin	900	1.0
25	overlap_public_chromatin	901	1.0
25	overlap_public_chromatin	902	1.0
25	overlap_public_chromatin	903	0.96
25	overlap_public_chromatin	904	0.96
25	overlap_public_chromatin	905	0.96
25	overlap_public_chromatin	906	0.96
25	overlap_public_chromatin	907	0.92
25	overlap_public_chromatin	908	0.92
25	overlap_public_chromatin	909	1.0
25	overlap_public_chromatin	910	0.96
25	overlap_public_chromatin	911	1.0
25	overlap_public_chromatin	912	1.0
25	overlap_public_chromatin	913	0.96
25	overlap_public_chromatin	914	0.96
25	overlap_public_chromatin	915	0.96
25	overlap_public_chromatin	916	0.88
25	overlap_public_chromatin	917	0.92
25	overlap_public_chromatin	918	0.96
25	overlap_public_chromatin	919	0.92
25	overlap_public_chromatin	920	0.92
25	overlap_public_chromatin	921	1.0
25	overlap_public_chromatin	922	1.0
25	overlap_public_chromatin	923	0.96
25	overlap_public_chromatin	924	0.88
25	overlap_public_chromatin	925	1.0
25	overlap_public_chromatin	926	0.96
25	overlap_public_chromatin	927	1.0
25	overlap_public_chromatin	928	0.88
25	overlap_public_chromatin	929	0.92
25	overlap_public_chromatin	930	0.96
25	overlap_public_chromatin	931	0.92
25	overlap_public_chromatin	932	0.96
25	overlap_public_chromatin	933	1.0
25	overlap_public_chromatin	934	1.0
25	overlap_public_chromatin	935	0.96
25	overlap_public_chromatin	936	0.96
25	overlap_public_chromatin	937	1.0
25	overlap_public_chromatin	938	0.92
25	overlap_public_chromatin	939	1.0
25	overlap_public_chromatin	940	1.0
25	overlap_public_chromatin	941	0.96
25	overlap_public_chromatin	942	1.0
25	overlap_public_chromatin	943	1.0
25	overlap_public_chromatin	944	0.92
25	overlap_public_chromatin	945	1.0
25	overlap_public_chromatin	946	1.0
25	overlap_public_chromatin	947	1.0
25	overlap_public_chromatin	948	0.96
25	overlap_public_chromatin	949	0.88
25	overlap_public_chromatin	950	0.96
25	overlap_public_chromatin	951	1.0
25	overlap_public_chromatin	952	1.0
25	overlap_public_chromatin	953	0.96
25	overlap_public_chromatin	954	0.96
25	overlap_public_chromatin	955	1.0
25	overlap_public_chromatin	956	0.92
25	overlap_public_chromatin	957	0.92
25	overlap_public_chromatin	958	1.0
25	overlap_public_chromatin	959	0.88
25	overlap_public_chromatin	960	0.96
25	overlap_public_chromatin	961	1.0
25	overlap_public_chromatin	962	0.96
25	overlap_public_chromatin	963	0.96
25	overlap_public_chromatin	964	1.0
25	overlap_public_chromatin	965	1.0
25	overlap_public_chromatin	966	0.96
25	overlap_public_chromatin	967	0.92
25	overlap_public_chromatin	968	0.88
25	overlap_public_chromatin	969	0.96
25	overlap_public_chromatin	970	0.96
25	overlap_public_chromatin	971	0.96
25	overlap_public_chromatin	972	0.96
25	overlap_public_chromatin	973	1.0
25	overlap_public_chromatin	974	1.0
25	overlap_public_chromatin	975	0.96
25	overlap_public_chromatin	976	1.0
25	overlap_public_chromatin	977	0.92
25	overlap_public_chromatin	978	0.96
25	overlap_public_chromatin	979	1.0
25	overlap_public_chromatin	980	1.0
25	overlap_public_chromatin	981	0.92
25	overlap_public_chromatin	982	0.92
25	overlap_public_chromatin	983	0.96
25	overlap_public_chromatin	984	0.92
25	overlap_public_chromatin	985	0.88
25	overlap_public_chromatin	986	1.0
25	overlap_public_chromatin	987	0.88
25	overlap_public_chromatin	988	0.84
25	overlap_public_chromatin	989	1.0
25	overlap_public_chromatin	990	0.96
25	overlap_public_chromatin	991	0.96
25	overlap_public_chromatin	992	0.96
25	overlap_public_chromatin	993	0.96
25	overlap_public_chromatin	994	0.96
25	overlap_public_chromatin	995	0.96
25	overlap_public_chromatin	996	0.96
25	overlap_public_chromatin	997	1.0
25	overlap_public_chromatin	998	0.96
25	overlap_public_chromatin	999	0.84
25	public_accessibility_morula_max	0	1.234004209166667
25	public_accessibility_morula_max	1	1.4079734065454546
25	public_accessibility_morula_max	2	1.2081801997826085
25	public_accessibility_morula_max	3	1.4560448190000002
25	public_accessibility_morula_max	4	1.1994777109200003
25	public_accessibility_morula_max	5	1.1477311297272728
25	public_accessibility_morula_max	6	1.267580967416667
25	public_accessibility_morula_max	7	1.455966421833333
25	public_accessibility_morula_max	8	1.1873131994583337
25	public_accessibility_morula_max	9	1.50624744588
25	public_accessibility_morula_max	10	1.3511614204799998
25	public_accessibility_morula_max	11	1.1580636760000003
25	public_accessibility_morula_max	12	1.33773119268
25	public_accessibility_morula_max	13	1.4737377941304346
25	public_accessibility_morula_max	14	1.3641881444545456
25	public_accessibility_morula_max	15	1.3968729055000002
25	public_accessibility_morula_max	16	1.5152758286800005
25	public_accessibility_morula_max	17	1.477005419708333
25	public_accessibility_morula_max	18	1.5715949132083333
25	public_accessibility_morula_max	19	0.9161973603043478
25	public_accessibility_morula_max	20	1.3737624456666666
25	public_accessibility_morula_max	21	1.4490565140799998
25	public_accessibility_morula_max	22	1.360877062291667
25	public_accessibility_morula_max	23	1.5592026756666666
25	public_accessibility_morula_max	24	1.7214098743333333
25	public_accessibility_morula_max	25	1.4822894685199999
25	public_accessibility_morula_max	26	1.084171570521739
25	public_accessibility_morula_max	27	1.4560276996521737
25	public_accessibility_morula_max	28	1.200422193625
25	public_accessibility_morula_max	29	1.1806786066818182
25	public_accessibility_morula_max	30	1.379419750047619
25	public_accessibility_morula_max	31	1.2989362725833338
25	public_accessibility_morula_max	32	1.472556540125
25	public_accessibility_morula_max	33	1.2049569909583335
25	public_accessibility_morula_max	34	1.1513477372
25	public_accessibility_morula_max	35	1.2505835249583332
25	public_accessibility_morula_max	36	1.1792058610416667
25	public_accessibility_morula_max	37	1.2276670904583333
25	public_accessibility_morula_max	38	1.473271858652174
25	public_accessibility_morula_max	39	1.5288267743600001
25	public_accessibility_morula_max	40	1.3577518481666668
25	public_accessibility_morula_max	41	1.01434169404
25	public_accessibility_morula_max	42	1.5242544460000003
25	public_accessibility_morula_max	43	1.5458146415217393
25	public_accessibility_morula_max	44	1.3576460873750003
25	public_accessibility_morula_max	45	1.2828406171199997
25	public_accessibility_morula_max	46	1.4812705097083334
25	public_accessibility_morula_max	47	1.6947864096399998
25	public_accessibility_morula_max	48	1.1219867861666668
25	public_accessibility_morula_max	49	1.1108375551600003
25	public_accessibility_morula_max	50	1.5175104086250002
25	public_accessibility_morula_max	51	1.5060850869583335
25	public_accessibility_morula_max	52	1.2572505384000003
25	public_accessibility_morula_max	53	1.3952629444583335
25	public_accessibility_morula_max	54	1.5119626181304349
25	public_accessibility_morula_max	55	1.5256354269166665
25	public_accessibility_morula_max	56	1.204911415375
25	public_accessibility_morula_max	57	1.4732160245217392
25	public_accessibility_morula_max	58	1.184214081625
25	public_accessibility_morula_max	59	1.4970055409999998
25	public_accessibility_morula_max	60	1.3663725374166669
25	public_accessibility_morula_max	61	1.2842154112272728
