iteration	previous_stage	mean_transport_A	mean_transport_Hm	mean_transport_P	mean_transport_Hr	mean_squared_displacement
282	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
283	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
284	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
285	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
286	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
287	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
289	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
291	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
292	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
293	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
294	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
295	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
296	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
297	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
299	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
300	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
301	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
302	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
303	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
304	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
305	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
306	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
308	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
309	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
310	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
311	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
312	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
313	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
314	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
315	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
316	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
317	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
318	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
319	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
321	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
323	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
324	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
325	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
326	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
327	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
328	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
329	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
330	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
331	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
332	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
333	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
334	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
336	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
337	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
338	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
339	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
340	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
341	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
342	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
343	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
344	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
345	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
346	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
347	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
349	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
350	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
351	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
352	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
353	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
354	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
355	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
356	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
357	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
358	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
359	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
360	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
361	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
362	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
363	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
365	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
366	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
367	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
368	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
370	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
371	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
372	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
373	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
374	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
376	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
377	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
378	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
380	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
381	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
382	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
383	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
384	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
385	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
386	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
387	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
388	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
389	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
390	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
391	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
392	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
393	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
394	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
395	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
396	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
398	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
399	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
400	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
401	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
403	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
404	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
405	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
406	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
407	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
409	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
410	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
411	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
412	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
413	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
414	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
415	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
416	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
417	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
418	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
419	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
420	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
422	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
423	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
424	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
425	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
426	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
427	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
428	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
430	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
432	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
433	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
434	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
435	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
436	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
437	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
438	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
439	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
440	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
441	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
442	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
443	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
444	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
445	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
446	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
448	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
450	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
451	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
452	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
453	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
454	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
455	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
457	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
458	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
459	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
460	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
461	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
462	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
463	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
465	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
466	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
467	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
468	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
469	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
470	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
471	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
472	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
474	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
476	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
477	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
478	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
479	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
480	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
481	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
482	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
483	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
484	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
485	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
487	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
488	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
489	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
490	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
491	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
492	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
493	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
494	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
495	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
496	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
497	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
498	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
499	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
500	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
501	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
502	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
503	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
504	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
506	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
507	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
508	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
509	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
510	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
511	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
513	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
514	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
516	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
517	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
518	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
519	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
520	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
521	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
522	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
523	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
524	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
525	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
526	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
527	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
528	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
529	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
531	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
532	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
534	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
536	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
537	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
538	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
539	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
540	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
541	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
542	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
543	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
544	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
545	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
546	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
547	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
548	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
550	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
551	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
552	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
553	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
554	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
555	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
556	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
557	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
558	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
559	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
561	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
562	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
563	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
566	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
567	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
