region_type	control_set	cluster_name	matched_age_cluster	chr	start	end	width	n_cpg_target	age_weight_5yr
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_4404	cluster_4404	chr2	241499266	241499396	131	4	-0.034161596
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5252	cluster_5252	chr3	18806359	18806383	25	2	0.01909685
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5656	cluster_5656	chr4	15152070	15152628	559	2	-0.038815357
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_4920	cluster_4920	chr21	25075487	25076895	1409	5	0.027287077
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_3303	cluster_3303	chr17	20243988	20244666	679	4	-0.028370305
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_4141	cluster_4141	chr19	20799339	20799407	69	2	-0.044835746
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_883	cluster_883	chr10	127934840	127935044	205	2	-0.033963623
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_3928	cluster_3928	chr19	58640566	58641195	630	2	-0.036694162
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_3978	cluster_3978	chr19	43078964	43079164	201	3	-0.036936656
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5599	cluster_5599	chr4	104346910	104347726	817	4	0.044142923
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_7095	cluster_7095	chr7	56026659	56026929	271	3	-0.064702969
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_1851	cluster_1851	chr12	51646523	51646838	316	2	-0.015637944
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5020	cluster_5020	chr22	17481619	17481722	104	3	-0.027558478
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5977	cluster_5977	chr5	148171407	148171513	107	3	0.060793808
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_1921	cluster_1921	chr12	78358495	78358542	48	2	0.013074757
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_2355	cluster_2355	chr14	67331660	67332377	718	3	-0.01669596
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_1126	cluster_1126	chr10	63167376	63167514	139	3	-0.033032012
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_4551	cluster_4551	chr2	99285264	99285498	235	2	-0.053087412
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_2126	cluster_2126	chr13	15486907	15486913	7	2	0.054376277
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_6495	cluster_6495	chr6	41499678	41500176	499	6	0.010966867
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_1333	cluster_1333	chr11	97597357	97598849	1493	3	-0.042831806
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5215	cluster_5215	chr3	81609005	81609611	607	3	0.019791166
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_1564	cluster_1564	chr11	116400787	116401025	239	6	-0.013214527
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_6498	cluster_6498	chr6	59200389	59200411	23	2	0.017322151
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_6087	cluster_6087	chr6	83776970	83776975	6	2	0.055167825
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_23	cluster_23	chr1	179151769	179152232	464	2	-0.023801903
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_6020	cluster_6020	chr5	51949985	51950480	496	4	-0.038638364
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_7042	cluster_7042	chr7	66191061	66191652	592	3	0.0377521
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_7072	cluster_7072	chr7	60141841	60142170	330	2	0.082616718
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5240	cluster_5240	chr3	134899026	134899125	100	3	0.021563529
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_7425	cluster_7425	chr8	129546591	129546724	134	2	0.051781861
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_2727	cluster_2727	chr15	55088694	55089069	376	3	-0.016253451
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_6410	cluster_6410	chr6	103012989	103013635	647	3	-0.021018304
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_1406	cluster_1406	chr11	61976103	61976129	27	2	-0.010845082
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_1742	cluster_1742	chr12	20403358	20403550	193	4	0.010894564
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_587	cluster_587	chr1	166184907	166185103	197	2	-0.017575416
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_4373	cluster_4373	chr2	22191888	22192130	243	3	0.049797989
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5659	cluster_5659	chr4	64869473	64869558	86	2	0.069857776
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5608	cluster_5608	chr4	186466264	186467139	876	7	0.05939623
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_6604	cluster_6604	chr6	55746546	55746632	87	2	0.013598211
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_6655	cluster_6655	chr6	43006648	43007021	374	3	0.116026458
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_3967	cluster_3967	chr19	23915474	23915804	331	6	-0.027666536
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_3362	cluster_3362	chr17	22755920	22756582	663	4	-0.039116552
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_4605	cluster_4605	chr2	8386404	8386595	192	2	0.049177448
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_242	cluster_242	chr1	146621836	146621875	40	2	-0.017895363
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_4899	cluster_4899	chr21	44355587	44356108	522	2	0.044104691
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5002	cluster_5002	chr22	10441222	10441505	284	3	0.073881417
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_3416	cluster_3416	chr17	57540328	57540488	161	2	-0.018833351
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5966	cluster_5966	chr5	12833338	12833592	255	4	-0.031586986
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_2832	cluster_2832	chr16	35345785	35346059	275	2	-0.020554218
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5400	cluster_5400	chr4	111606289	111606913	625	4	-0.013997351
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_6406	cluster_6406	chr6	73447533	73447656	124	2	-0.039827347
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_315	cluster_315	chr1	144013175	144013537	363	2	0.044527436
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_6114	cluster_6114	chr6	3650849	3650970	122	3	0.03469714
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_2743	cluster_2743	chr15	12781905	12782072	168	2	-0.030119887
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_3684	cluster_3684	chr18	74448087	74448319	233	3	0.042859403
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_6275	cluster_6275	chr6	125843541	125843796	256	2	-0.032421038
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_7612	cluster_7612	chr8	114869997	114870921	925	5	0.043674447
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_916	cluster_916	chr10	5053460	5053531	72	2	-0.025276367
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_950	cluster_950	chr10	9199272	9199328	57	3	0.033547863
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_4449	cluster_4449	chr2	224987965	224987967	3	2	0.013610554
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_386	cluster_386	chr1	20753420	20753634	215	4	0.028296419
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5661	cluster_5661	chr4	20667052	20667236	185	5	0.055498035
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_2623	cluster_2623	chr15	35170255	35170401	147	2	0.033252448
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_3766	cluster_3766	chr19	40085071	40085111	41	3	-0.026841848
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5679	cluster_5679	chr4	77202645	77202725	81	3	0.024534686
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_4889	cluster_4889	chr20	23308741	23309236	496	6	-0.019214397
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5678	cluster_5678	chr4	36286809	36286866	58	3	0.066265623
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_1607	cluster_1607	chr11	74642661	74642856	196	3	0.023808391
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_1758	cluster_1758	chr12	10574817	10575005	189	2	0.027213681
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_4064	cluster_4064	chr19	7281260	7281821	562	5	-0.017083166
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_1586	cluster_1586	chr11	16586536	16586539	4	2	-0.025152623
matched_non_age_window	matched_non_age_0013	matched_non_age_0013__cluster_5580	cluster_5580	chr4	29331034	29331076	43	2	-0.018584757
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3123	cluster_3123	chr16	87475041	87475257	217	2	0.029691182
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_840	cluster_840	chr10	75583109	75583130	22	2	0.08106502
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_7052	cluster_7052	chr7	64968156	64968414	259	4	0.031851411
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_915	cluster_915	chr10	20345972	20346599	628	4	0.034264481
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5923	cluster_5923	chr5	39065881	39066173	293	2	0.033485903
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4026	cluster_4026	chr19	42658706	42658949	244	2	-0.028841341
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_2190	cluster_2190	chr13	31865172	31865230	59	2	0.067321522
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_483	cluster_483	chr1	156249718	156250211	494	3	0.025181528
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3519	cluster_3519	chr17	64550316	64550665	350	2	0.033654647
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4028	cluster_4028	chr19	31250598	31250643	46	2	-0.005814663
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4364	cluster_4364	chr2	84416998	84417235	238	2	0.050410937
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_2776	cluster_2776	chr16	21106587	21106693	107	2	-0.057703016
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1387	cluster_1387	chr11	106697703	106697754	52	2	0.027980847
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6975	cluster_6975	chr7	8148881	8149417	537	2	0.037164296
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5516	cluster_5516	chr4	71770676	71770913	238	2	0.020991971
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1007	cluster_1007	chr10	92332160	92332383	224	3	0.020471085
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6892	cluster_6892	chr7	23583824	23583834	11	2	0.024035571
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_7341	cluster_7341	chr8	17525852	17525925	74	2	0.071478852
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6171	cluster_6171	chr6	126921630	126922060	431	4	0.026677932
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6532	cluster_6532	chr6	102355856	102355989	134	5	0.037280463
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_2365	cluster_2365	chr14	55017867	55018052	186	6	-0.041337281
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3133	cluster_3133	chr16	31259696	31259930	235	3	-0.018315712
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3336	cluster_3336	chr17	60490199	60490498	300	3	-0.010225803
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4904	cluster_4904	chr21	25901730	25901997	268	2	0.033716782
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3762	cluster_3762	chr19	39286733	39286751	19	2	-0.027459185
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1523	cluster_1523	chr11	56988688	56988814	127	2	0.066262174
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3348	cluster_3348	chr17	12461786	12461788	3	2	0.023898612
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6262	cluster_6262	chr6	7568248	7568512	265	3	-0.037492605
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_293	cluster_293	chr1	185457377	185457907	531	4	-0.033578283
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_643	cluster_643	chr1	31654254	31654332	79	3	0.045617076
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_126	cluster_126	chr1	145551675	145552294	620	4	-0.021650446
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4907	cluster_4907	chr21	21354219	21354879	661	2	0.025709315
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_652	cluster_652	chr1	69559371	69559432	62	3	0.040863042
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3275	cluster_3275	chr17	39385570	39386012	443	3	0.045068689
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6143	cluster_6143	chr6	45492691	45493049	359	2	0.008409488
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1976	cluster_1976	chr12	29957523	29957546	24	2	-0.025163308
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_543	cluster_543	chr1	223637597	223637786	190	5	0.018045133
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6442	cluster_6442	chr6	41259542	41259737	196	2	0.024665217
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_618	cluster_618	chr1	240476958	240477015	58	2	-0.028772272
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4909	cluster_4909	chr21	34613217	34613752	536	2	0.023414564
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1688	cluster_1688	chr12	59766726	59766751	26	2	-0.051417718
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5760	cluster_5760	chr5	138041312	138042126	815	6	-0.024623956
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_67	cluster_67	chr1	156516042	156516093	52	2	-0.031518464
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_7000	cluster_7000	chr7	143440699	143440872	174	2	-0.023266685
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3369	cluster_3369	chr17	43266280	43266517	238	3	-0.012269211
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3660	cluster_3660	chr18	60463313	60463754	442	2	0.042266849
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4084	cluster_4084	chr19	38360974	38361344	371	2	-0.019523443
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4593	cluster_4593	chr2	23054850	23055188	339	2	-0.042572963
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6400	cluster_6400	chr6	55514011	55514439	429	8	0.057841086
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_7683	cluster_7683	chr9	31257134	31257347	214	2	-0.027870513
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_125	cluster_125	chr1	198041859	198042354	496	2	-0.020406298
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_2637	cluster_2637	chr15	7244280	7244584	305	5	0.040134182
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1556	cluster_1556	chr11	19580769	19580781	13	2	0.027292831
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1806	cluster_1806	chr12	113829344	113829472	129	2	-0.025223915
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5307	cluster_5307	chr3	32911039	32911590	552	3	-0.024274621
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6871	cluster_6871	chr7	157248604	157249161	558	7	-0.011480476
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_634	cluster_634	chr1	230145566	230145638	73	3	0.102996079
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4420	cluster_4420	chr2	85108955	85109683	729	6	0.037238383
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1257	cluster_1257	chr11	50159198	50159223	26	3	-0.042734524
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_2910	cluster_2910	chr16	16254710	16254875	166	2	0.041373344
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4538	cluster_4538	chr2	148584731	148584979	249	2	0.027143405
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6960	cluster_6960	chr7	88749360	88750320	961	3	0.062913074
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_832	cluster_832	chr10	34336528	34336872	345	3	0.093944091
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1718	cluster_1718	chr12	44758062	44758323	262	3	0.013745268
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4897	cluster_4897	chr21	27714982	27715369	388	4	0.054251055
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_900	cluster_900	chr10	25057177	25057196	20	2	-0.022477033
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1715	cluster_1715	chr12	37893756	37894676	921	8	-0.061309439
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_123	cluster_123	chr1	172992370	172992641	272	2	-0.032496993
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1922	cluster_1922	chr12	58169080	58169789	710	4	0.043206154
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6163	cluster_6163	chr6	158814281	158815001	721	11	0.016966375
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6518	cluster_6518	chr6	80941925	80942136	212	3	0.059909335
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5064	cluster_5064	chr22	6620235	6620743	509	2	-0.024982701
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4532	cluster_4532	chr2	185671111	185671470	360	3	0.015502877
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5024	cluster_5024	chr22	43095457	43095548	92	2	-0.023901857
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6651	cluster_6651	chr6	156184347	156184491	145	3	0.028197967
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5928	cluster_5928	chr5	4738308	4738537	230	2	0.052801687
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_2324	cluster_2324	chr13	24506897	24507174	278	2	-0.070097421
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3227	cluster_3227	chr17	65018738	65019092	355	2	-0.024409725
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1764	cluster_1764	chr12	41618703	41618869	167	4	0.045710488
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_2004	cluster_2004	chr12	102148527	102148669	143	2	0.054339939
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5336	cluster_5336	chr3	126019577	126020233	657	2	0.030072859
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_7504	cluster_7504	chr8	108453953	108454188	236	2	0.072558145
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5447	cluster_5447	chr4	38817310	38817351	42	2	-0.034925917
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4404	cluster_4404	chr2	211199295	211199425	131	4	-0.034161596
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5252	cluster_5252	chr3	100839166	100839190	25	2	0.01909685
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5656	cluster_5656	chr4	93615682	93616240	559	2	-0.038815357
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4920	cluster_4920	chr21	28795129	28796537	1409	5	0.027287077
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3303	cluster_3303	chr17	73399895	73400573	679	4	-0.028370305
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4141	cluster_4141	chr19	2395110	2395178	69	2	-0.044835746
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_883	cluster_883	chr10	35739407	35739611	205	2	-0.033963623
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3928	cluster_3928	chr19	47172716	47173345	630	2	-0.036694162
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3978	cluster_3978	chr19	24248405	24248605	201	3	-0.036936656
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5599	cluster_5599	chr4	90947851	90948667	817	4	0.044142923
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_7095	cluster_7095	chr7	157392221	157392491	271	3	-0.064702969
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1851	cluster_1851	chr12	16093732	16094047	316	2	-0.015637944
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5020	cluster_5020	chr22	45734123	45734226	104	3	-0.027558478
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5977	cluster_5977	chr5	34901634	34901740	107	3	0.060793808
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1921	cluster_1921	chr12	32603529	32603576	48	2	0.013074757
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_2355	cluster_2355	chr14	101659565	101660282	718	3	-0.01669596
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1126	cluster_1126	chr10	19549480	19549618	139	3	-0.033032012
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4551	cluster_4551	chr2	172259423	172259657	235	2	-0.053087412
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_2126	cluster_2126	chr13	48827214	48827220	7	2	0.054376277
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6495	cluster_6495	chr6	125622746	125623244	499	6	0.010966867
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1333	cluster_1333	chr11	67193297	67194789	1493	3	-0.042831806
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5215	cluster_5215	chr3	123155479	123156085	607	3	0.019791166
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1564	cluster_1564	chr11	29149911	29150149	239	6	-0.013214527
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6498	cluster_6498	chr6	97797752	97797774	23	2	0.017322151
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6087	cluster_6087	chr6	89814195	89814200	6	2	0.055167825
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_23	cluster_23	chr1	17295124	17295587	464	2	-0.023801903
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6020	cluster_6020	chr5	111380994	111381489	496	4	-0.038638364
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_7042	cluster_7042	chr7	145713118	145713709	592	3	0.0377521
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_7072	cluster_7072	chr7	149433773	149434102	330	2	0.082616718
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5240	cluster_5240	chr3	81670663	81670762	100	3	0.021563529
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_7425	cluster_7425	chr8	144103355	144103488	134	2	0.051781861
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_2727	cluster_2727	chr15	33693890	33694265	376	3	-0.016253451
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6410	cluster_6410	chr6	97868405	97869051	647	3	-0.021018304
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1406	cluster_1406	chr11	78688462	78688488	27	2	-0.010845082
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_1742	cluster_1742	chr12	115824241	115824433	193	4	0.010894564
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_587	cluster_587	chr1	65004799	65004995	197	2	-0.017575416
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4373	cluster_4373	chr2	125606645	125606887	243	3	0.049797989
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5659	cluster_5659	chr4	11954762	11954847	86	2	0.069857776
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5608	cluster_5608	chr4	180698919	180699794	876	7	0.05939623
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6604	cluster_6604	chr6	91633140	91633226	87	2	0.013598211
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6655	cluster_6655	chr6	26906131	26906504	374	3	0.116026458
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3967	cluster_3967	chr19	13636370	13636700	331	6	-0.027666536
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3362	cluster_3362	chr17	51748620	51749282	663	4	-0.039116552
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4605	cluster_4605	chr2	109106887	109107078	192	2	0.049177448
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_242	cluster_242	chr1	10699756	10699795	40	2	-0.017895363
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_4899	cluster_4899	chr21	34247527	34248048	522	2	0.044104691
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5002	cluster_5002	chr22	43369294	43369577	284	3	0.073881417
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3416	cluster_3416	chr17	61166978	61167138	161	2	-0.018833351
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5966	cluster_5966	chr5	12475893	12476147	255	4	-0.031586986
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_2832	cluster_2832	chr16	26861232	26861506	275	2	-0.020554218
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_5400	cluster_5400	chr4	164562614	164563238	625	4	-0.013997351
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6406	cluster_6406	chr6	154744680	154744803	124	2	-0.039827347
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_315	cluster_315	chr1	99647659	99648021	363	2	0.044527436
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6114	cluster_6114	chr6	53699444	53699565	122	3	0.03469714
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_2743	cluster_2743	chr15	28936231	28936398	168	2	-0.030119887
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_3684	cluster_3684	chr18	2951503	2951735	233	3	0.042859403
matched_non_age_window	matched_non_age_0014	matched_non_age_0014__cluster_6275	cluster_6275	chr6	114285334	114285589	256	2	-0.032421038
