cluster_name	chr	start	end	cpg_list	n_cpg_listed	age_weight_5yr	age_weight_per_year	exposure_pvalue.y	exposure_padjusted.y	n_sites_in_cluster.y	beta_2-cell	beta_4-cell	beta_8-cell	beta_ICM	beta_MII oocyte	beta_TE	beta_blastocyst	beta_morula	beta_zygote/PN	entropy_2-cell	entropy_4-cell	entropy_8-cell	entropy_ICM	entropy_MII oocyte	entropy_TE	entropy_blastocyst	entropy_morula	entropy_zygote/PN	n_samples_covered_2-cell	n_samples_covered_4-cell	n_samples_covered_8-cell	n_samples_covered_ICM	n_samples_covered_MII oocyte	n_samples_covered_TE	n_samples_covered_blastocyst	n_samples_covered_morula	n_samples_covered_zygote/PN	total_reads_2-cell	total_reads_4-cell	total_reads_8-cell	total_reads_ICM	total_reads_MII oocyte	total_reads_TE	total_reads_blastocyst	total_reads_morula	total_reads_zygote/PN	delta_H_MII_to_morula	delta_H_8cell_to_morula	contribution_MII_to_morula	contribution_8cell_to_morula	abs_contribution_8cell_to_morula	nearest_gene	nearest_gene_distance_bp	gene_context	cpg_context	reset_driver_rank_8cell_to_morula	reset_driver_rank_MII_to_morula
cluster_7683	chr9	34628025	34628238	;cg01368230;cg03186877	2	-0.027870513	-0.0055741026	7.39e-08	1.17e-05	2	0.0870488322717622	0.08443271767810026	0.09479553903345725	0.02262443438914027	0.14285714285714285	0.05726872246696035	0.0	0.0	0.1697860962566845	0.2956561949282052	0.289464311860391	0.31349474006854683	0.10808430503834043	0.41011631828840894	0.21938522073393044	1.4815510057992861e-05	1.4815510057992861e-05	0.45554687922991655	19.0	22.0	30.0	17.0	31.0	11.0	5.0	1.0	21.0	471.0	379.0	538.0	442.0	378.0	227.0	137.0	1.0	748.0	0.41010150277835095	0.31347992455848883	0.011429739264503566	0.008736846312646382	0.008736846312646382	ARID3C	0	promoter	CpG_shore	35.0	39.0
cluster_1333	chr11	44328423	44329915	;cg08976101;cg17017404;cg13837679	3	-0.042831806	-0.0085663612	1.5e-06	0.000112097	3	0.11102423768569195	0.07968901846452867	0.09882198952879581	0.09575233981281497	0.2748148148148148	0.09794437726723096	0.022058823529411766	0.025974025974025976	0.24315443592552027	0.3486514094179838	0.2780091891645794	0.32248688326808145	0.31564838384804994	0.5879891727178617	0.3205426886385968	0.10594701132798161	0.12045603384922707	0.554688786400986	20.0	25.0	36.0	17.0	34.0	11.0	5.0	4.0	27.0	1279.0	1029.0	1528.0	1389.0	1350.0	827.0	408.0	77.0	913.0	0.46753313886863457	0.20203084941885438	0.020025288702592417	0.008653346148323584	0.008653346148323584	ALX4	0	intron	CpG_shore	36.0	21.0
cluster_3348	chr17	38911538	38911540	;cg22983092;cg18901980	2	0.023898612	0.0047797224	5.35e-09	1.48e-06	2	0.0	0.1111111111111111	0.10810810810810811	0.3	0.18181818181818182	0.25	0.0	1.0	0.2727272727272727	1.4815510057992861e-05	0.34883209584303193	0.3425415079719701	0.6108643020548935	0.47413931305783746	0.5623351446188083	1.4815510057992861e-05	1.4815510058361381e-05	0.5859526183035508	6.0	7.0	9.0	7.0	10.0	4.0	2.0	1.0	7.0	17.0	27.0	37.0	20.0	33.0	16.0	4.0	2.0	11.0	0.4741244975477791	0.3425266924619117	0.011330917406589324	0.008185912522790552	0.008185912522790552	KRT25	0	promoter	non_CpG_island	37.0	41.0
cluster_6400	chr6	36237982	36238410	;cg22478258;cg18927901;cg00980581;cg26681975;cg02683846;cg23059700;cg17767484;cg01976992	8	0.057841086	0.0115682172	7.46e-08	1.17e-05	8	0.05537024683122081	0.06275902901124926	0.07600434310532031	0.110801393728223	0.22391653290529695	0.13279445727482678	0.10049019607843138	0.028985507246376812	0.1906816220880069	0.2140338084492906	0.2344925504563961	0.26890043977387745	0.3481875706359103	0.5318204792579149	0.3916645399289028	0.32615871124018153	0.13119781096951133	0.48720981555436593	20.0	24.0	35.0	16.0	32.0	11.0	5.0	4.0	25.0	1499.0	1689.0	1842.0	1435.0	1246.0	866.0	408.0	69.0	1159.0	0.40062266828840354	0.13770262880436612	0.02317245021001902	0.007964869595099419	0.007964869595099419	PNPLA1	0	promoter	non_CpG_island	38.0	16.0
cluster_4593	chr2	219860379	219860717	;cg12941249;cg00215611	2	-0.042572963	-0.0085145925999999	7.16e-08	1.17e-05	2	0.06968641114982578	0.0847457627118644	0.04583333333333333	0.025380710659898477	0.03676470588235294	0.015384615384615385	0.02531645569620253	0.0	0.1452513966480447	0.2528270336552781	0.29020984938637506	0.18605897828072895	0.11829864756283842	0.15752224675427734	0.07948700320303707	0.11806415824102724	1.4815510057992861e-05	0.41438294572007806	19.0	20.0	29.0	17.0	21.0	10.0	5.0	3.0	19.0	287.0	177.0	240.0	197.0	136.0	130.0	79.0	22.0	179.0	0.15750743124421934	0.18604416277067096	0.0067055580425851935	0.007920451258001752	0.007920451258001752	CRYBA2	2404	intergenic	CpG_shore	39.0	60.0
cluster_483	chr1	158670124	158670617	;cg00119186;cg03002968;cg02245566	3	0.025181528	0.0050363056	1.51e-10	1.59e-07	3	0.2549019607843137	0.5	0.09523809523809523	0.26666666666666666	0.5384615384615384	0.041666666666666664	0.0	0.0	0.2857142857142857	0.5676566971046663	0.6931471805599453	0.31449220128141064	0.5799151714181008	0.6901856760188042	0.1732052067491771	1.4815510057992861e-05	1.4815510057992861e-05	0.5982695885852573	14.0	6.0	9.0	11.0	15.0	7.0	5.0	1.0	12.0	51.0	18.0	21.0	45.0	52.0	24.0	20.0	1.0	42.0	0.6901708605087462	0.31447738577135265	0.01737955684868509	0.007919021095168118	0.007919021095168118	OR6K2	0	promoter	non_CpG_island	40.0	26.0
cluster_5064	chr22	46370644	46371152	;cg20539366;cg05475172	2	-0.024982701	-0.0049965402	4.93e-07	5.32e-05	2	0.11506524317912219	0.05053191489361702	0.09516129032258064	0.034129692832764506	0.43043478260869567	0.015748031496062992	0.034482758620689655	0.0	0.15181518151815182	0.3569761363330135	0.20007846599762444	0.3143192567670888	0.1488165579488874	0.683437071955042	0.08099408233333509	0.14999492361041503	1.4815510057992861e-05	0.42584482512465016	20.0	22.0	36.0	16.0	32.0	11.0	5.0	5.0	25.0	843.0	376.0	620.0	586.0	460.0	254.0	232.0	38.0	606.0	0.683422256444984	0.3143044412570308	0.01707373388951036	0.007852173878896463	0.007852173878896463	WNT7B	0	intron	CpG_shore	41.0	27.0
cluster_6655	chr6	168963358	168963731	;cg03101413;cg05621218;cg09565319	3	0.116026458	0.0232052916	3.66e-06	0.000229078	3	0.4110429447852761	0.3531468531468531	0.6204379562043796	0.33242506811989103	0.793233082706767	0.3184931506849315	0.3172043010752688	0.7142857142857143	0.8712871287128713	0.677235894793836	0.649372930258813	0.6638493187630802	0.6358827498504411	0.5096414540778046	0.625728415338738	0.6247441512901983	0.5982695885852573	0.383932582969159	18.0	17.0	18.0	15.0	13.0	9.0	5.0	2.0	12.0	326.0	286.0	274.0	367.0	266.0	292.0	186.0	7.0	101.0	-0.08862813450745266	0.06557973017782293	-0.010283208526047307	0.007608983809128504	0.007608983809128504	SMOC2	0	intron	non_CpG_island	42.0	111.0
cluster_4532	chr2	159651559	159651918	;cg02251393;cg21992932;cg09357934	3	0.015502877	0.0031005754	5.33e-07	5.68e-05	3	0.14285714285714285	0.21935483870967742	0.18811881188118812	0.0	0.008130081300813009	0.1388888888888889	0.3076923076923077	1.0	0.2736842105263158	0.41011631828840894	0.526090188827923	0.483483696248872	1.4815510057992861e-05	0.047220392303659	0.40294135786694235	0.6172417697303416	1.4815510058361381e-05	0.586888904171389	16.0	12.0	19.0	13.0	19.0	8.0	5.0	1.0	13.0	147.0	155.0	101.0	109.0	123.0	36.0	26.0	4.0	95.0	0.04720557679360064	0.4834688807388136	0.0007318222507452451	0.007495158591421497	0.007495158591421497	DAPL1	90	promoter	non_CpG_island	43.0	87.0
cluster_1387	chr11	59824038	59824089	;cg13321166;cg03348161	2	0.027980847	0.0055961694	4.09e-10	2.44e-07	2	0.03571428571428571	0.0	0.4	0.03571428571428571	0.35714285714285715	0.0	0.0	0.14285714285714285	0.07692307692307693	0.15407610367102942	1.4815510057992861e-05	0.6730116670092565	0.15407610367102942	0.6517565611726532	1.4815510057992861e-05	1.4815510057992861e-05	0.41011631828840894	0.2711893730418441	9.0	7.0	12.0	9.0	8.0	6.0	1.0	1.0	5.0	28.0	20.0	30.0	28.0	14.0	13.0	3.0	7.0	13.0	0.2416402428842443	0.2628953487208476	0.0067612986651868785	0.0073560345295696815	0.0073560345295696815	MS4A3	37	promoter	non_CpG_island	44.0	59.0
cluster_4420	chr2	88366775	88367503	;cg18148488;cg00578637;cg19074493;cg16090764;cg14559139;cg03704645	6	0.037238383	0.0074476766	2.03e-07	2.71e-05	6	0.0797872340425532	0.03763440860215054	0.04918032786885246	0.036885245901639344	0.13333333333333333	0.05263157894736842	0.024390243902439025	0.0	0.10714285714285714	0.2782494156775614	0.1603518872138338	0.1960946596209072	0.15791569652310625	0.39267446722755217	0.20619205063323176	0.11466528220290656	1.4815510057992861e-05	0.3404997784712986	17.0	22.0	28.0	15.0	22.0	10.0	5.0	2.0	20.0	188.0	186.0	305.0	244.0	165.0	133.0	82.0	5.0	84.0	0.3926596517174942	0.1960798441108492	0.014622010499302656	0.007301696333580097	0.007301696333580097	SMYD1	204	promoter	non_CpG_island	45.0	31.0
cluster_7612	chr8	143202730	143203654	;cg25938735;cg00332850;cg13436164;cg23171972;cg23914969	5	0.043674447	0.0087348894	5.15e-06	0.000283148	5	0.2023529411764706	0.09241877256317689	0.11769172361427487	0.13140794223826716	0.12180349932705249	0.09414758269720101	0.15336134453781514	0.05128205128205128	0.15127175368139223	0.5036470421484773	0.3080985471559861	0.36230054274930945	0.3890544096932689	0.3705030032442385	0.31203021504697337	0.42849564064245826	0.20227300179743635	0.4249087452028364	19.0	24.0	33.0	17.0	31.0	11.0	5.0	5.0	25.0	1275.0	1385.0	1317.0	1385.0	1486.0	786.0	476.0	78.0	747.0	0.16823000144680217	0.1600275409518731	0.007347352281998285	0.006989114355842911	0.006989114355842911	MIR4472-1	54507	intergenic	CpG_island	46.0	55.0
cluster_293	chr1	47901555	47902085	;cg26518431;cg23659056;cg24114899;cg16342298	4	-0.033578283	-0.0067156566	5.89e-09	1.58e-06	4	0.0	0.02857142857142857	0.04918032786885246	0.0945945945945946	0.10843373493975904	0.15625	0.047619047619047616	0.0	0.13793103448275862	1.4815510057992861e-05	0.12974069471942834	0.1960946596209072	0.31304108587198165	0.3432281006503987	0.4333988732907457	0.19144408195771734	1.4815510057992861e-05	0.40118986218700575	14.0	15.0	19.0	15.0	20.0	9.0	5.0	3.0	11.0	52.0	35.0	61.0	74.0	83.0	32.0	21.0	9.0	29.0	0.3432132851403407	0.1960798441108492	0.011524512817802056	0.006584024496149978	0.006584024496149978	LINC01389	0	promoter	CpG_shore	47.0	38.0
cluster_4551	chr2	176983285	176983519	;cg06479254;cg23105697	2	-0.053087412	-0.0106174824	1.43e-06	0.000110106	2	0.07407407407407407	0.02	0.02631578947368421	0.23333333333333334	0.19047619047619047	0.0	0.14285714285714285	0.0	0.16666666666666666	0.2640520518256287	0.098039113279732	0.12169240267806193	0.5432727813369009	0.48691270946460224	1.4815510057992861e-05	0.41011631828840894	1.4815510057992861e-05	0.45056120886630463	9.0	11.0	13.0	7.0	9.0	6.0	2.0	1.0	4.0	27.0	50.0	38.0	30.0	21.0	15.0	7.0	2.0	6.0	0.48689789395454425	0.12167758716800393	0.0258481490982972	0.0064595482011537385	0.0064595482011537385	HOXD10	0	promoter	CpG_shore	48.0	11.0
cluster_1257	chr11	2909690	2909715	;cg23335134;cg26874323;cg08222610	3	-0.042734524	-0.0085469048	2.14e-07	2.82e-05	3	0.03125	0.006024096385542169	0.03296703296703297	0.04678362573099415	0.02112676056338028	0.09259259259259259	0.02857142857142857	0.0	0.022727272727272728	0.13906079845474112	0.03680102213006247	0.14490921486754785	0.18893364384218647	0.10239245498738406	0.30849545083110386	0.12974069471942834	1.4815510057992861e-05	0.10847133903591605	16.0	17.0	19.0	14.0	19.0	9.0	5.0	3.0	15.0	224.0	166.0	182.0	171.0	142.0	108.0	70.0	21.0	264.0	0.10237763947732606	0.14489439935748985	0.004375059691307138	0.006191993186808235	0.006191993186808235	SLC22A18AS	0	exon	CpG_shelf	49.0	70.0
cluster_6020	chr5	172662724	172663219	;cg24767237;cg03625415;cg07383092;cg01040654	4	-0.038638364	-0.0077276728	2.36e-06	0.000167041	4	0.027548209366391185	0.046703296703296704	0.033185840707964605	0.06	0.07216494845360824	0.030927835051546393	0.03007518796992481	0.0	0.08677685950413223	0.12611337137946732	0.1886914349704885	0.1456477566612001	0.22696752250060448	0.2592033354816194	0.13795276820044783	0.13500343192750364	1.4815510057992861e-05	0.2950165351334829	19.0	22.0	26.0	16.0	23.0	12.0	5.0	2.0	19.0	363.0	364.0	452.0	300.0	291.0	194.0	133.0	17.0	242.0	0.2591885199715614	0.14563294115114211	0.01001462037928246	0.005627018590588408	0.005627018590588408	NKX2-5	762	promoter	CpG_shore	50.0	45.0
cluster_3967	chr19	18284120	18284450	;cg26152923;cg15825970;cg07533630;cg01485548;cg13549667;cg04096365	6	-0.027666536	-0.0055333071999999	3.7e-06	0.000229994	6	0.08614232209737828	0.056218057921635436	0.044444444444444446	0.0845771144278607	0.17536534446764093	0.07418397626112759	0.04375	0.0	0.04090909090909091	0.29352051631069265	0.2164319987269226	0.18182028230491803	0.2898083595565432	0.4642924800021857	0.26432954691537797	0.1796839838811405	1.4815510057992861e-05	0.17082260380928876	18.0	21.0	31.0	18.0	28.0	10.0	5.0	4.0	21.0	801.0	587.0	990.0	603.0	479.0	337.0	160.0	31.0	440.0	0.4642776644921277	0.18180546679486004	0.012844954718667373	0.0050299274920767995	0.0050299274920767995	IFI30	337	promoter	CpG_shore	51.0	35.0
cluster_3928	chr19	13214412	13215041	;cg08806632;cg18801945	2	-0.036694162	-0.0073388324	1.04e-06	8.88e-05	2	0.3089887640449438	0.1918238993710692	0.4959349593495935	0.32063492063492066	0.949748743718593	0.12857142857142856	0.11428571428571428	0.2692307692307692	0.49122807017543857	0.6182891632213365	0.4888568559479647	0.6931141310848755	0.6273471168712095	0.19925438866312117	0.38366200046938814	0.355382896246011	0.5824922438849603	0.6929932791588755	20.0	24.0	33.0	17.0	23.0	9.0	5.0	5.0	22.0	356.0	318.0	369.0	315.0	199.0	210.0	70.0	26.0	228.0	-0.3832378552218392	0.11062188719991517	-0.014062591944042713	0.004059177449659414	0.004059177449659414	TRMT1	987	promoter	CpG_shore	52.0	115.0
cluster_4064	chr19	46170946	46171507	;cg09997082;cg04689379;cg18088844;cg14661225;cg15622544	5	-0.017083166	-0.0034166332	5.9e-06	0.000297837	5	0.07219251336898395	0.013184584178498986	0.06095791001451379	0.057926829268292686	0.1519230769230769	0.04230769230769231	0.037383177570093455	0.0	0.0685805422647528	0.2592737278325078	0.07016948481157771	0.229595151260416	0.2212245987330288	0.426030406927485	0.17521001862901125	0.15953665472235434	1.4815510057992861e-05	0.2499516778793197	17.0	22.0	28.0	16.0	30.0	10.0	5.0	4.0	24.0	374.0	986.0	689.0	328.0	520.0	260.0	107.0	22.0	627.0	0.426015591417427	0.229580335750358	0.007277695066772081	0.0039219589859591005	0.0039219589859591005	GIPR	252	promoter	CpG_shelf	53.0	56.0
cluster_6275	chr6	31737630	31737885	;cg15501231;cg08409562	2	-0.032421038	-0.0064842076	5.11e-06	0.000283148	2	0.04145077720207254	0.0546448087431694	0.023715415019762844	0.02830188679245283	0.20192307692307693	0.015037593984962405	0.01639344262295082	0.0	0.14473684210526316	0.17252770199851886	0.21197086990122302	0.11216626357938306	0.12878888039832362	0.5030568449172427	0.0780397770903948	0.08364970461058928	1.4815510057992861e-05	0.4134699120758247	19.0	15.0	25.0	15.0	18.0	10.0	5.0	2.0	19.0	193.0	183.0	253.0	212.0	104.0	133.0	61.0	11.0	152.0	0.5030420294071847	0.11215144806932506	0.016309144751007452	0.003636066359610614	0.003636066359610614	VWA7	0	exon	non_CpG_island	54.0	29.0
cluster_6518	chr6	143929300	143929511	;cg10784341;cg18030133;cg19205041	3	0.059909335	0.011981867	4.72e-07	5.16e-05	3	0.0364963503649635	0.03954802259887006	0.2079207920792079	0.024390243902439025	0.007142857142857143	0.1623931623931624	0.18181818181818182	0.8333333333333334	0.10833333333333334	0.15664484302833323	0.1665050696250625	0.511188814206582	0.11466528220290656	0.04241473185811746	0.4436170671577696	0.47413931305783746	0.45056120886630463	0.3430165183285132	12.0	16.0	15.0	13.0	18.0	10.0	5.0	2.0	16.0	137.0	177.0	202.0	164.0	140.0	117.0	33.0	6.0	120.0	-0.4081464770081872	0.06062760534027739	-0.024451784020153283	0.0036321595185784673	0.0036321595185784673	PHACTR2	0	promoter	non_CpG_island	55.0	118.0
cluster_123	chr1	6519923	6520194	;cg13284574;cg12406391	2	-0.032496993	-0.0064993986	4.07e-07	4.65e-05	2	0.10442477876106195	0.03375527426160337	0.023474178403755867	0.02564102564102564	0.21627408993576017	0.01838235294117647	0.02097902097902098	0.0	0.036297640653357534	0.33469783052715774	0.1475627945217997	0.1112681744416099	0.11924692639624491	0.5221515869496954	0.09167492896130204	0.10182521745356507	1.4815510057992861e-05	0.15599383138422238	19.0	22.0	25.0	16.0	22.0	10.0	5.0	5.0	18.0	565.0	474.0	852.0	429.0	467.0	272.0	143.0	26.0	551.0	0.5221367714396374	0.1112533589315519	0.0169678750065165	0.0036153996264251297	0.0036153996264251297	ESPN	0	exon	CpG_shore	56.0	28.0
cluster_5760	chr5	1855899	1856713	;cg13009869;cg18640250;cg00085370;cg01181259;cg12485135;cg01114163	6	-0.024623956	-0.0049247912	4.78e-08	8.9e-06	6	0.09864864864864865	0.03828483920367534	0.097	0.07755102040816327	0.08952380952380952	0.06569343065693431	0.04778156996587031	0.041666666666666664	0.12025316455696203	0.3221035648069268	0.16245443377301022	0.31844084833177105	0.2727469842602414	0.3014347056177405	0.2423539551877091	0.19193066450247817	0.1732052067491771	0.36742910068944445	18.0	24.0	30.0	15.0	25.0	10.0	5.0	4.0	24.0	740.0	653.0	1000.0	980.0	525.0	411.0	293.0	48.0	632.0	0.12822949886856339	0.14523564158259394	0.0031575175380415543	0.0035762760479615633	0.0035762760479615633	LINC02116	0	promoter	CpG_shore	57.0	74.0
cluster_2126	chr13	22058122	22058128	;cg08642538;cg03163982	2	0.054376277	0.0108752554	1.46e-06	0.000110226	2	0.013157894736842105	0.0	0.011494252873563218	0.047244094488188976	0.23529411764705882	0.013888888888888888	0.0	0.0	0.0	0.07005428087549845	1.4815510057992861e-05	0.0627602166108864	0.19031926887926845	0.5455945739691843	0.07319012915586921	1.4815510057992861e-05	1.4815510057992861e-05	1.4815510057992861e-05	12.0	15.0	14.0	12.0	10.0	8.0	5.0	3.0	10.0	152.0	138.0	87.0	127.0	68.0	72.0	29.0	13.0	125.0	0.5455797584591263	0.06274540110082841	0.029666596071566548	0.0034118613107347504	0.0034118613107347504	MICU2	8708	intergenic	CpG_island	58.0	9.0
cluster_950	chr10	95123718	95123774	;cg11840849;cg14428166;cg11276093	3	0.033547863	0.0067095726	5.21e-06	0.000283215	3	0.45685279187817257	0.7162162162162162	0.6869158878504673	0.3593073593073593	0.8144329896907216	0.4132231404958678	0.27586206896551724	0.21739130434782608	0.6666666666666666	0.6894191824580503	0.5964915444142462	0.6215461283131181	0.6530186327546652	0.4797308549257987	0.6780102022798757	0.5890026049647302	0.5235863374812598	0.6365141682948128	13.0	11.0	17.0	14.0	11.0	6.0	4.0	2.0	6.0	197.0	148.0	214.0	231.0	97.0	121.0	29.0	23.0	66.0	-0.04385548255546112	0.09795979083185824	-0.0014712577205694996	0.003286341642335836	0.003286341642335836	MYOF	0	exon	non_CpG_island	59.0	98.0
cluster_1851	chr12	56131768	56132083	;cg04938456;cg21147626	2	-0.015637944	-0.0031275888	1.17e-06	9.42e-05	2	0.08064516129032258	0.02631578947368421	0.04838709677419355	0.0	0.057971014492753624	0.058823529411764705	0.0	0.0	0.03636363636363636	0.28034225877509383	0.12169240267806193	0.19373848090893384	1.4815510057992861e-05	0.22134780912340474	0.22371807606583377	1.4815510057992861e-05	1.4815510057992861e-05	0.15621017106188279	17.0	14.0	18.0	15.0	22.0	6.0	5.0	2.0	15.0	62.0	38.0	62.0	41.0	69.0	17.0	17.0	2.0	55.0	0.22133299361334674	0.19372366539887584	0.003461192959477874	0.003029439830982358	0.003029439830982358	GDF11	4980	intergenic	non_CpG_island	60.0	73.0
cluster_23	chr1	1135492	1135955	;cg13360866;cg24807889	2	-0.023801903	-0.0047603806	2.19e-06	0.000156009	2	0.06991150442477877	0.056074766355140186	0.053714285714285714	0.0632111251580278	0.35240963855421686	0.05218855218855219	0.011363636363636364	0.017857142857142856	0.08434959349593496	0.25340997618729755	0.216027628701761	0.20930979594462268	0.23571312122428134	0.6489255519924375	0.20490956518472372	0.06217765171742484	0.08957802666754391	0.2892661332796619	19.0	24.0	32.0	16.0	32.0	11.0	5.0	4.0	28.0	1130.0	749.0	1750.0	791.0	996.0	594.0	264.0	56.0	984.0	0.5593475253248936	0.11973176927707876	0.013313535541073162	0.002849843958351409	0.002849843958351409	TTLL10	2408	intergenic	CpG_shore	61.0	34.0
cluster_2004	chr12	124763658	124763800	;cg25024515;cg25098479	2	0.054339939	0.0108679878	7.22e-07	6.96e-05	2	0.07775377969762419	0.03233830845771144	0.0081799591002045	0.08609271523178808	0.1390728476821192	0.05	0.0	0.0	0.12863070539419086	0.2732487486152997	0.14277868982654449	0.04745985236002765	0.29340334543284335	0.4032768583287151	0.1985152433458726	1.4815510057992861e-05	1.4815510057992861e-05	0.3837754198404145	18.0	21.0	22.0	13.0	19.0	8.0	5.0	3.0	19.0	463.0	402.0	489.0	302.0	151.0	180.0	173.0	46.0	482.0	0.40326204281865713	0.04744503684996966	0.021913234807781214	0.002578160408280103	0.002578160408280103	ZNF664-RFLNA	0	intron	non_CpG_island	62.0	18.0
cluster_6532	chr6	152702330	152702463	;cg00041666;cg07604117;cg19827346;cg20187047;cg13806292	5	0.037280463	0.0074560926	1.13e-09	4.46e-07	5	0.2972972972972973	0.11180124223602485	0.3191489361702128	0.08928571428571429	0.19230769230769232	0.05785123966942149	0.09574468085106383	0.25	0.3933333333333333	0.6085568859052891	0.3502647763552847	0.6262262845584756	0.30088210446530783	0.4895518936229288	0.22101373435409918	0.3156311865497606	0.5623351446188083	0.670215798873117	15.0	13.0	16.0	15.0	15.0	8.0	5.0	3.0	14.0	185.0	161.0	141.0	168.0	104.0	121.0	94.0	12.0	150.0	-0.07278325099587951	0.06389113993966733	-0.002713393295771599	0.00238189127854859	0.00238189127854859	SYNE1	0	promoter	non_CpG_island	63.0	103.0
cluster_6171	chr6	29555799	29556229	;cg05009707;cg11629449;cg22814023;cg06434255	4	0.026677932	0.0053355864	1.15e-09	4.46e-07	4	0.14084507042253522	0.233201581027668	0.25357142857142856	0.09510086455331412	0.24110671936758893	0.052083333333333336	0.12264150943396226	0.18518518518518517	0.24170616113744076	0.4064945721890275	0.5431160023689309	0.5662248534171821	0.3141831456425785	0.5523522668148481	0.20460439297612945	0.3721551836379843	0.47916562392827533	0.553038618280081	20.0	24.0	27.0	16.0	28.0	11.0	5.0	3.0	19.0	284.0	253.0	280.0	347.0	253.0	192.0	106.0	27.0	211.0	0.07318664288657273	0.08705922948890676	0.001952468282236271	0.0023225602042774495	0.0023225602042774495	OR2H2	0	promoter	non_CpG_island	64.0	81.0
cluster_3362	chr17	39685250	39685912	;cg16585619;cg03550233;cg12491114;cg08966188	4	-0.039116552	-0.0078233104	3.76e-06	0.000231012	4	0.02040816326530612	0.0	0.06747404844290658	0.020618556701030927	0.4748427672955975	0.022727272727272728	0.020833333333333332	0.047619047619047616	0.11469534050179211	0.09962338946616205	1.4815510057992861e-05	0.2470555349024715	0.10043676135728728	0.6918808732435363	0.10847133903591605	0.10126481756679193	0.19144408195771734	0.3562208569586358	20.0	23.0	27.0	16.0	25.0	9.0	5.0	4.0	19.0	294.0	313.0	578.0	388.0	318.0	176.0	96.0	21.0	279.0	0.500436791285819	0.05561145294475417	0.019575361769044883	0.0021753282909090297	0.0021753282909090297	KRT19	1021	promoter	CpG_shore	65.0	23.0
cluster_5400	chr4	683148	683772	;cg02096793;cg14876761;cg17952262;cg25510614	4	-0.013997351	-0.0027994702	4.51e-06	0.000259651	4	0.011083743842364532	0.008674101610904586	0.035211267605633804	0.05132743362831858	0.29082774049217003	0.06481481481481481	0.019455252918287938	0.0	0.059033989266547404	0.060924162211831175	0.04981591959866124	0.1524145477377141	0.20240539591890536	0.602891165355574	0.24001508597279003	0.09591141713238259	1.4815510057992861e-05	0.2243011951078197	18.0	24.0	37.0	17.0	30.0	10.0	5.0	3.0	27.0	812.0	807.0	1136.0	565.0	447.0	324.0	257.0	35.0	559.0	0.602876349845516	0.1523997322276561	0.008438671878386483	0.0021331925442965144	0.0021331925442965144	SLC49A3	520	promoter	CpG_shore	66.0	49.0
cluster_1564	chr11	111956647	111956885	;cg04269747;cg19537591;cg07540593;cg03594819;cg18268988;cg08281515	6	-0.013214527	-0.0026429054	1.69e-06	0.000124035	6	0.0	0.07407407407407407	0.037037037037037035	0.0	0.10256410256410256	0.043478260869565216	0.0	0.0	0.20588235294117646	1.4815510057992861e-05	0.2640520518256287	0.15841057013179075	1.4815510057992861e-05	0.3306806308319787	0.17884491271684755	1.4815510057992861e-05	1.4815510057992861e-05	0.5084497473954531	10.0	11.0	11.0	11.0	11.0	7.0	3.0	1.0	7.0	46.0	54.0	27.0	60.0	39.0	46.0	9.0	1.0	34.0	0.3306658153219207	0.15839575462173275	0.004369592344548535	0.0020931249761342624	0.0020931249761342624	TIMM8B	0	promoter	CpG_shore	67.0	71.0
cluster_1742	chr12	11151430	11151622	;cg15428792;cg00260387;cg12424907;cg12791554	4	0.010894564	0.0021789128	3.13e-06	0.000205804	4	0.26666666666666666	0.5625	0.4528301886792453	0.3333333333333333	0.47368421052631576	0.0	0.14285714285714285	0.2	0.0	0.5799151714181008	0.6853142072764582	0.6886905739680003	0.6365141682948128	0.6917614988524177	1.4815510057992861e-05	0.41011631828840894	0.5004024235381879	1.4815510057992861e-05	5.0	6.0	8.0	5.0	6.0	5.0	4.0	2.0	2.0	15.0	16.0	53.0	12.0	19.0	41.0	28.0	5.0	7.0	0.1913590753142298	0.1882881504298124	0.002084773692991697	0.0020513173052992186	0.0020513173052992186	PRH1	0	promoter	non_CpG_island	68.0	78.0
cluster_1586	chr11	117688335	117688338	;cg26293590;cg23323203	2	-0.025152623	-0.0050305246	6.1e-06	0.000305653	2	0.016666666666666666	0.017699115044247787	0.015873015873015872	0.01	0.10256410256410256	0.2222222222222222	0.1875	0.0	0.02564102564102564	0.08476607571480994	0.08894404254606644	0.08151041095033142	0.056001534354847345	0.3306806308319787	0.5297061990576545	0.48257756517701206	1.4815510057992861e-05	0.11924692639624491	12.0	16.0	16.0	12.0	13.0	7.0	5.0	1.0	9.0	60.0	113.0	63.0	100.0	39.0	27.0	16.0	2.0	39.0	0.3306658153219207	0.08149559544027342	0.008317112591779894	0.0020498279882697162	0.0020498279882697162	DSCAML1	107	promoter	non_CpG_island	69.0	51.0
