cpg_id	cluster_name	chr	start	end	age_weight_5yr	age_weight_per_year
cg07588006	cluster_5659	chr4	175752696	175752781	0.069857776	0.0139715552
cg13006360	cluster_5659	chr4	175752696	175752781	0.069857776	0.0139715552
cg02296478	cluster_5608	chr4	114213574	114214449	0.05939623	0.011879246
cg07486252	cluster_5608	chr4	114213574	114214449	0.05939623	0.011879246
cg25915539	cluster_5608	chr4	114213574	114214449	0.05939623	0.011879246
cg17665652	cluster_5608	chr4	114213574	114214449	0.05939623	0.011879246
cg08448479	cluster_5608	chr4	114213574	114214449	0.05939623	0.011879246
cg21287322	cluster_5608	chr4	114213574	114214449	0.05939623	0.011879246
cg23371754	cluster_5608	chr4	114213574	114214449	0.05939623	0.011879246
cg02669193	cluster_6604	chr6	167173257	167173343	0.013598211	0.0027196422
cg12285184	cluster_6604	chr6	167173257	167173343	0.013598211	0.0027196422
cg03101413	cluster_6655	chr6	168963358	168963731	0.116026458	0.0232052916
cg05621218	cluster_6655	chr6	168963358	168963731	0.116026458	0.0232052916
cg09565319	cluster_6655	chr6	168963358	168963731	0.116026458	0.0232052916
cg26152923	cluster_3967	chr19	18284120	18284450	-0.027666536	-0.0055333071999999995
cg15825970	cluster_3967	chr19	18284120	18284450	-0.027666536	-0.0055333071999999995
cg07533630	cluster_3967	chr19	18284120	18284450	-0.027666536	-0.0055333071999999995
cg01485548	cluster_3967	chr19	18284120	18284450	-0.027666536	-0.0055333071999999995
cg13549667	cluster_3967	chr19	18284120	18284450	-0.027666536	-0.0055333071999999995
cg04096365	cluster_3967	chr19	18284120	18284450	-0.027666536	-0.0055333071999999995
cg16585619	cluster_3362	chr17	39685250	39685912	-0.039116552	-0.0078233104
cg03550233	cluster_3362	chr17	39685250	39685912	-0.039116552	-0.0078233104
cg12491114	cluster_3362	chr17	39685250	39685912	-0.039116552	-0.0078233104
cg08966188	cluster_3362	chr17	39685250	39685912	-0.039116552	-0.0078233104
cg14637919	cluster_4605	chr2	227288327	227288518	0.049177448	0.0098354896
cg05209518	cluster_4605	chr2	227288327	227288518	0.049177448	0.0098354896
cg16007395	cluster_242	chr1	33231070	33231109	-0.017895363	-0.0035790726
cg17327404	cluster_242	chr1	33231070	33231109	-0.017895363	-0.0035790726
cg09614626	cluster_4899	chr21	22175001	22175522	0.044104691	0.0088209382
cg26977737	cluster_4899	chr21	22175001	22175522	0.044104691	0.0088209382
cg03230757	cluster_5002	chr22	26829758	26830041	0.073881417	0.014776283400000001
cg18298050	cluster_5002	chr22	26829758	26830041	0.073881417	0.014776283400000001
cg27009550	cluster_5002	chr22	26829758	26830041	0.073881417	0.014776283400000001
cg15908709	cluster_3416	chr17	46676215	46676375	-0.018833351	-0.0037666702000000002
cg08832695	cluster_3416	chr17	46676215	46676375	-0.018833351	-0.0037666702000000002
cg22056102	cluster_5966	chr5	140709983	140710237	-0.031586986	-0.0063173972
cg10599384	cluster_5966	chr5	140709983	140710237	-0.031586986	-0.0063173972
cg22184507	cluster_5966	chr5	140709983	140710237	-0.031586986	-0.0063173972
cg26622291	cluster_5966	chr5	140709983	140710237	-0.031586986	-0.0063173972
cg05063895	cluster_2832	chr16	2073518	2073792	-0.020554218	-0.0041108436
cg06664900	cluster_2832	chr16	2073518	2073792	-0.020554218	-0.0041108436
cg02096793	cluster_5400	chr4	683148	683772	-0.013997351	-0.0027994702
cg14876761	cluster_5400	chr4	683148	683772	-0.013997351	-0.0027994702
cg17952262	cluster_5400	chr4	683148	683772	-0.013997351	-0.0027994702
cg25510614	cluster_5400	chr4	683148	683772	-0.013997351	-0.0027994702
cg01200021	cluster_6406	chr6	40359007	40359130	-0.039827347	-0.0079654694
cg07369374	cluster_6406	chr6	40359007	40359130	-0.039827347	-0.0079654694
cg03442467	cluster_315	chr1	66797701	66798063	0.044527436	0.0089054872
cg00805867	cluster_315	chr1	66797701	66798063	0.044527436	0.0089054872
cg05468429	cluster_6114	chr6	7248862	7248983	0.03469714	0.006939428
cg25216821	cluster_6114	chr6	7248862	7248983	0.03469714	0.006939428
cg07601536	cluster_6114	chr6	7248862	7248983	0.03469714	0.006939428
cg16897103	cluster_2743	chr15	96894342	96894509	-0.030119887	-0.0060239774
cg26267430	cluster_2743	chr15	96894342	96894509	-0.030119887	-0.0060239774
cg19981951	cluster_3684	chr18	61817088	61817320	0.042859403	0.0085718806
cg05155520	cluster_3684	chr18	61817088	61817320	0.042859403	0.0085718806
cg18827787	cluster_3684	chr18	61817088	61817320	0.042859403	0.0085718806
cg15501231	cluster_6275	chr6	31737630	31737885	-0.032421038	-0.0064842076
cg08409562	cluster_6275	chr6	31737630	31737885	-0.032421038	-0.0064842076
cg25938735	cluster_7612	chr8	143202730	143203654	0.043674447	0.0087348894
cg00332850	cluster_7612	chr8	143202730	143203654	0.043674447	0.0087348894
cg13436164	cluster_7612	chr8	143202730	143203654	0.043674447	0.0087348894
cg23171972	cluster_7612	chr8	143202730	143203654	0.043674447	0.0087348894
cg23914969	cluster_7612	chr8	143202730	143203654	0.043674447	0.0087348894
cg05898953	cluster_916	chr10	74870240	74870311	-0.025276367	-0.0050552734
cg01701415	cluster_916	chr10	74870240	74870311	-0.025276367	-0.0050552734
cg11840849	cluster_950	chr10	95123718	95123774	0.033547863	0.0067095726
cg14428166	cluster_950	chr10	95123718	95123774	0.033547863	0.0067095726
cg11276093	cluster_950	chr10	95123718	95123774	0.033547863	0.0067095726
cg16143796	cluster_4449	chr2	102607750	102607752	0.013610554	0.0027221108
cg24603576	cluster_4449	chr2	102607750	102607752	0.013610554	0.0027221108
cg22718139	cluster_386	chr1	120311439	120311653	0.028296419	0.0056592838
cg13976683	cluster_386	chr1	120311439	120311653	0.028296419	0.0056592838
cg10212621	cluster_386	chr1	120311439	120311653	0.028296419	0.0056592838
cg18199617	cluster_386	chr1	120311439	120311653	0.028296419	0.0056592838
cg19432505	cluster_5661	chr4	177190237	177190421	0.055498035	0.011099607000000001
cg13507081	cluster_5661	chr4	177190237	177190421	0.055498035	0.011099607000000001
cg12182525	cluster_5661	chr4	177190237	177190421	0.055498035	0.011099607000000001
cg14729184	cluster_5661	chr4	177190237	177190421	0.055498035	0.011099607000000001
cg04563119	cluster_5661	chr4	177190237	177190421	0.055498035	0.011099607000000001
cg04482825	cluster_2623	chr15	37190548	37190694	0.033252448	0.006650489599999999
cg14980255	cluster_2623	chr15	37190548	37190694	0.033252448	0.006650489599999999
cg11714200	cluster_3766	chr19	1065688	1065728	-0.026841848	-0.005368369600000001
cg19548313	cluster_3766	chr19	1065688	1065728	-0.026841848	-0.005368369600000001
cg18073514	cluster_3766	chr19	1065688	1065728	-0.026841848	-0.005368369600000001
cg19295251	cluster_5679	chr4	186427685	186427765	0.024534686	0.0049069372
cg14902168	cluster_5679	chr4	186427685	186427765	0.024534686	0.0049069372
cg21996239	cluster_5679	chr4	186427685	186427765	0.024534686	0.0049069372
cg01073332	cluster_4889	chr20	62574023	62574518	-0.019214397	-0.0038428794
cg21221377	cluster_4889	chr20	62574023	62574518	-0.019214397	-0.0038428794
cg07507493	cluster_4889	chr20	62574023	62574518	-0.019214397	-0.0038428794
cg20252837	cluster_4889	chr20	62574023	62574518	-0.019214397	-0.0038428794
cg14440024	cluster_4889	chr20	62574023	62574518	-0.019214397	-0.0038428794
cg01637548	cluster_4889	chr20	62574023	62574518	-0.019214397	-0.0038428794
cg25999637	cluster_5678	chr4	186425697	186425754	0.066265623	0.0132531246
cg12550726	cluster_5678	chr4	186425697	186425754	0.066265623	0.0132531246
cg05002406	cluster_5678	chr4	186425697	186425754	0.066265623	0.0132531246
cg07287293	cluster_1607	chr11	122756770	122756965	0.023808391	0.0047616782
cg10273217	cluster_1607	chr11	122756770	122756965	0.023808391	0.0047616782
cg17208425	cluster_1607	chr11	122756770	122756965	0.023808391	0.0047616782
cg04091078	cluster_1758	chr12	20848285	20848473	0.027213681	0.0054427362
cg18109798	cluster_1758	chr12	20848285	20848473	0.027213681	0.0054427362
cg09997082	cluster_4064	chr19	46170946	46171507	-0.017083166	-0.0034166332
cg04689379	cluster_4064	chr19	46170946	46171507	-0.017083166	-0.0034166332
cg18088844	cluster_4064	chr19	46170946	46171507	-0.017083166	-0.0034166332
cg14661225	cluster_4064	chr19	46170946	46171507	-0.017083166	-0.0034166332
cg15622544	cluster_4064	chr19	46170946	46171507	-0.017083166	-0.0034166332
cg26293590	cluster_1586	chr11	117688335	117688338	-0.025152623	-0.0050305246
cg23323203	cluster_1586	chr11	117688335	117688338	-0.025152623	-0.0050305246
cg02876258	cluster_5580	chr4	81185723	81185765	-0.018584757	-0.0037169514
cg14272935	cluster_5580	chr4	81185723	81185765	-0.018584757	-0.0037169514
